,Date,Name,Team,Position,Opp,Home/Away,Line,Moneyline,Projection,Diff,Pick,Result,over_under,seven_day_accuracy,successful_pick,Matches
5803,2021-12-02,Killian Hayes,DET,G,PHO,@,6.5,-109,7.4,0.9,6.5,10.0,o,0.54,1,"[('Killian Hayes', 100), ('Killian Hayes', 100)]"
5804,2021-12-06,Killian Hayes,DET,G,OKC,vs.,8.5,-111,8.99,0.49,8.5,9.0,o,0.51,1,"[('Killian Hayes', 100), ('Killian Hayes', 100)]"
5805,2021-12-08,Killian Hayes,DET,G,WAS,vs.,7.5,-120,8.49,0.99,7.5,4.0,o,0.55,0,"[('Killian Hayes', 100), ('Killian Hayes', 100)]"
5806,2021-12-10,Killian Hayes,DET,G,NOR,@,6.5,-125,8.86,2.35,6.5,7.0,o,0.51,1,"[('Killian Hayes', 100), ('Killian Hayes', 100)]"
5807,2021-12-12,Killian Hayes,DET,G,BKN,vs.,7.5,-133,8.46,0.95,7.5,6.0,o,0.48,0,"[('Killian Hayes', 100), ('Killian Hayes', 100)]"
5808,2021-12-16,Killian Hayes,DET,G,IND,@,7.5,-125,7.3,-0.2,7.5,2.0,u,0.56,1,"[('Killian Hayes', 100), ('Killian Hayes', 100)]"
5809,2021-12-18,Killian Hayes,DET,G,HOU,vs.,7.5,-105,9.13,1.64,7.5,8.0,o,0.59,1,"[('Killian Hayes', 100), ('Killian Hayes', 100)]"
5810,2021-12-19,Killian Hayes,DET,G,MIA,vs.,7.5,-113,7.52,0.02,7.5,11.0,o,0.63,1,"[('Killian Hayes', 100), ('Killian Hayes', 100)]"
5811,2022-01-03,Killian Hayes,DET,G,MIL,@,7.5,-113,7.09,-0.41,7.5,5.0,u,0.57,1,"[('Killian Hayes', 100), ('Killian Hayes', 100)]"
5812,2022-01-05,Killian Hayes,DET,G,CHA,@,7.5,100,8.3,0.8,7.5,8.0,o,0.56,1,"[('Killian Hayes', 100), ('Killian Hayes', 100)]"
5813,2022-01-06,Killian Hayes,DET,G,MEM,@,6.5,-115,7.93,1.43,6.5,5.0,o,0.58,0,"[('Killian Hayes', 100), ('Killian Hayes', 100)]"
5814,2022-01-08,Killian Hayes,DET,G,ORL,vs.,6.5,-125,7.4,0.9,6.5,5.0,o,0.62,0,"[('Killian Hayes', 100), ('Killian Hayes', 100)]"
5815,2022-01-10,Killian Hayes,DET,G,UTH,vs.,6.5,-115,7.89,1.39,6.5,5.0,o,0.6,0,"[('Killian Hayes', 100), ('Killian Hayes', 100)]"
5816,2022-01-11,Killian Hayes,DET,G,CHI,@,7.5,-113,7.5,-0.0,7.5,8.0,u,0.57,0,"[('Killian Hayes', 100), ('Killian Hayes', 100)]"
5817,2022-01-14,Killian Hayes,DET,G,TOR,vs.,6.5,-110,7.93,1.43,6.5,5.0,o,0.53,0,"[('Killian Hayes', 100), ('Killian Hayes', 100)]"
5818,2022-01-16,Killian Hayes,DET,G,PHO,vs.,6.5,-115,6.68,0.18,6.5,9.0,o,0.57,1,"[('Killian Hayes', 100), ('Killian Hayes', 100)]"
5819,2022-01-18,Killian Hayes,DET,G,GSW,@,7.5,116,8.0,0.5,7.5,0.0,o,0.63,0,"[('Killian Hayes', 100), ('Killian Hayes', 100)]"
5820,2022-01-06,Killian Tillie,MEM,F,DET,vs.,4.5,-115,3.18,-1.32,4.5,5.0,u,0.58,0,"[('Killian Tillie', 100), ('Killian Tillie', 100)]"
5821,2022-01-08,Killian Tillie,MEM,F,LAC,@,6.5,-130,4.9,-1.6,6.5,9.0,u,0.62,0,"[('Killian Tillie', 100), ('Killian Tillie', 100)]"
5822,2021-10-30,Kira Lewis,NOR,G,NYK,vs.,7.5,-115,3.05,-4.45,7.5,12.0,u,0.45,0,"[('Kira Lewis Jr.', 95), ('Kira Lewis Jr.', 95)]"
5823,2021-11-03,Kira Lewis,NOR,G,SAC,@,6.5,-105,4.73,-1.77,6.5,14.0,u,0.55,0,"[('Kira Lewis Jr.', 95), ('Kira Lewis Jr.', 95)]"
5824,2022-01-09,Klay Thompson,GSW,G,CLE,vs.,12.5,-105,14.2,1.7,12.5,17.0,o,0.61,1,"[('Klay Thompson', 100), ('Klay Thompson', 100)]"
5825,2022-01-11,Klay Thompson,GSW,G,MEM,@,15.5,-164,12.3,-3.2,15.5,14.0,u,0.57,1,"[('Klay Thompson', 100), ('Klay Thompson', 100)]"
5826,2022-01-13,Klay Thompson,GSW,G,MIL,@,14.5,105,14.1,-0.4,14.5,11.0,u,0.54,1,"[('Klay Thompson', 100), ('Klay Thompson', 100)]"
5827,2022-01-18,Klay Thompson,GSW,G,DET,vs.,15.5,-112,15.1,-0.4,15.5,21.0,u,0.63,0,"[('Klay Thompson', 100), ('Klay Thompson', 100)]"
5828,2022-01-20,Klay Thompson,GSW,G,IND,vs.,16.5,-125,14.2,-2.3,16.5,12.0,u,0.6,1,"[('Klay Thompson', 100), ('Klay Thompson', 100)]"
5829,2021-10-21,Kristaps Porzingis,DAL,F,ATL,@,17.5,-143,22.16,4.67,17.5,11.0,o,0.47,0,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5830,2021-10-23,Kristaps Porzingis,DAL,F,TOR,@,17.5,-110,21.58,4.08,17.5,18.0,o,0.45,1,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5831,2021-10-26,Kristaps Porzingis,DAL,F,HOU,vs.,18.5,-108,19.9,1.4,18.5,9.0,o,0.43,0,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5832,2021-11-06,Kristaps Porzingis,DAL,F,BOS,vs.,14.5,-125,20.82,6.32,14.5,21.0,o,0.48,1,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5833,2021-11-08,Kristaps Porzingis,DAL,F,NOR,vs.,16.5,100,21.18,4.68,16.5,12.0,o,0.44,0,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5834,2021-11-10,Kristaps Porzingis,DAL,F,CHI,@,14.5,-125,16.6,2.1,14.5,22.0,o,0.45,1,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5835,2021-11-12,Kristaps Porzingis,DAL,F,SAS,@,16.5,-113,21.48,4.99,16.5,32.0,o,0.46,1,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5836,2021-11-15,Kristaps Porzingis,DAL,F,DEN,vs.,16.5,-105,18.48,1.98,16.5,29.0,o,0.47,1,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5837,2021-11-17,Kristaps Porzingis,DAL,F,PHO,@,19.5,-125,21.07,1.57,19.5,21.0,o,0.5,1,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5838,2021-11-19,Kristaps Porzingis,DAL,F,PHO,@,20.5,100,21.26,0.76,20.5,23.0,o,0.56,1,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5839,2021-11-21,Kristaps Porzingis,DAL,F,LAC,@,20.5,-113,19.7,-0.8,20.5,25.0,u,0.55,0,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5840,2021-11-23,Kristaps Porzingis,DAL,F,LAC,@,17.5,-128,21.91,4.41,17.5,30.0,o,0.49,1,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5841,2021-11-27,Kristaps Porzingis,DAL,F,WAS,vs.,19.5,-127,21.56,2.06,19.5,13.0,o,0.42,0,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5842,2021-11-29,Kristaps Porzingis,DAL,F,CLE,vs.,19.5,-105,21.2,1.7,19.5,9.0,o,0.49,0,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5843,2021-12-01,Kristaps Porzingis,DAL,F,NOR,@,18.5,-107,20.5,2.0,18.5,20.0,o,0.49,1,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5844,2021-12-07,Kristaps Porzingis,DAL,F,BKN,vs.,18.5,-105,22.3,3.8,18.5,17.0,o,0.52,0,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5845,2021-12-08,Kristaps Porzingis,DAL,F,MEM,@,19.5,-105,22.38,2.88,19.5,19.0,o,0.55,0,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5846,2021-12-10,Kristaps Porzingis,DAL,F,IND,@,18.5,-117,21.59,3.09,18.5,22.0,o,0.51,1,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5847,2021-12-12,Kristaps Porzingis,DAL,F,OKC,@,22.5,-118,21.73,-0.77,22.5,13.0,u,0.48,1,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5848,2021-12-15,Kristaps Porzingis,DAL,F,LAL,vs.,21.5,-110,22.82,1.32,21.5,23.0,o,0.57,1,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5849,2021-12-19,Kristaps Porzingis,DAL,F,MIN,@,22.5,-113,22.44,-0.06,22.5,13.0,u,0.63,1,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5850,2021-12-25,Kristaps Porzingis,DAL,F,UTH,@,19.5,-110,18.9,-0.6,19.5,27.0,u,0.6,0,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5851,2021-12-27,Kristaps Porzingis,DAL,F,POR,@,23.5,-121,20.9,-2.6,23.5,34.0,u,0.57,0,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5852,2021-12-29,Kristaps Porzingis,DAL,F,SAC,@,24.5,-124,24.09,-0.41,24.5,24.0,u,0.58,1,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5853,2021-12-31,Kristaps Porzingis,DAL,F,SAC,@,24.5,100,24.5,-0.0,24.5,24.0,u,0.57,1,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5854,2022-01-15,Kristaps Porzingis,DAL,F,ORL,vs.,17.5,-118,18.7,1.2,17.5,19.0,o,0.53,1,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5855,2022-01-17,Kristaps Porzingis,DAL,F,OKC,vs.,19.5,-110,19.9,0.4,19.5,13.0,o,0.58,0,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5856,2022-01-19,Kristaps Porzingis,DAL,F,TOR,vs.,17.5,-125,20.5,3.0,17.5,18.0,o,0.62,1,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5857,2022-01-20,Kristaps Porzingis,DAL,F,PHO,vs.,18.5,-113,19.8,1.3,18.5,18.0,o,0.6,0,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5858,2022-01-23,Kristaps Porzingis,DAL,F,MEM,vs.,19.5,-110,21.8,2.3,19.5,15.0,o,0.55,0,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5859,2022-01-25,Kristaps Porzingis,DAL,F,GSW,@,18.5,-141,20.3,1.8,18.5,9.0,o,0.48,0,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5860,2022-01-26,Kristaps Porzingis,DAL,F,POR,@,19.5,-120,21.25,1.75,19.5,,o,0.43,0,"[('Kristaps Porziņģis', 89), ('Kristaps Porziņģis', 89)]"
5861,2021-10-20,Kyle Anderson,MEM,F,CLE,vs.,12.5,-118,11.06,-1.44,12.5,10.0,u,0.33,1,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5862,2021-10-24,Kyle Anderson,MEM,F,LAL,@,7.5,-135,9.1,1.6,7.5,2.0,o,0.43,0,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5863,2021-10-27,Kyle Anderson,MEM,F,POR,@,8.5,100,10.15,1.65,8.5,6.0,o,0.45,0,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5864,2021-10-28,Kyle Anderson,MEM,F,GSW,@,8.5,105,9.68,1.18,8.5,8.0,o,0.42,0,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5865,2021-11-01,Kyle Anderson,MEM,F,DEN,vs.,9.5,-139,9.01,-0.49,9.5,9.0,u,0.52,1,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5866,2021-11-03,Kyle Anderson,MEM,F,DEN,vs.,9.5,-105,9.23,-0.27,9.5,16.0,u,0.55,0,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5867,2021-11-05,Kyle Anderson,MEM,F,WAS,@,9.5,100,10.37,0.87,9.5,0.0,o,0.49,0,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5868,2021-11-08,Kyle Anderson,MEM,F,MIN,vs.,10.5,-120,9.32,-1.18,10.5,12.0,u,0.44,0,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5869,2021-11-12,Kyle Anderson,MEM,F,PHO,vs.,9.5,-143,9.7,0.2,9.5,4.0,o,0.46,0,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5870,2021-11-15,Kyle Anderson,MEM,F,HOU,vs.,9.5,-125,9.8,0.3,9.5,15.0,o,0.47,1,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5871,2021-11-18,Kyle Anderson,MEM,F,LAC,vs.,8.5,-130,9.06,0.56,8.5,6.0,o,0.55,0,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5872,2021-11-20,Kyle Anderson,MEM,F,MIN,@,12.5,-130,9.2,-3.3,12.5,2.0,u,0.56,1,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5873,2021-11-22,Kyle Anderson,MEM,F,UTH,@,9.5,100,8.55,-0.95,9.5,9.0,u,0.53,1,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5874,2021-11-26,Kyle Anderson,MEM,F,ATL,vs.,7.5,-133,9.18,1.68,7.5,0.0,o,0.4,0,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5875,2021-11-30,Kyle Anderson,MEM,F,TOR,@,9.5,-128,8.3,-1.2,9.5,6.0,u,0.51,1,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5876,2021-12-09,Kyle Anderson,MEM,F,LAL,vs.,8.5,-130,9.49,0.99,8.5,7.0,o,0.56,0,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5877,2021-12-13,Kyle Anderson,MEM,F,PHI,vs.,7.5,-120,8.61,1.11,7.5,9.0,o,0.49,1,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5878,2021-12-15,Kyle Anderson,MEM,F,POR,@,7.5,-130,9.19,1.69,7.5,13.0,o,0.57,1,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5879,2021-12-17,Kyle Anderson,MEM,F,SAC,@,9.5,100,9.86,0.36,9.5,6.0,o,0.57,0,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5880,2021-12-19,Kyle Anderson,MEM,F,POR,vs.,8.5,-135,9.45,0.94,8.5,11.0,o,0.63,1,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5881,2021-12-20,Kyle Anderson,MEM,F,OKC,vs.,9.5,-115,9.06,-0.44,9.5,4.0,u,0.66,1,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5882,2021-12-23,Kyle Anderson,MEM,F,GSW,@,8.5,-135,8.4,-0.1,8.5,8.0,u,0.61,1,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5883,2021-12-26,Kyle Anderson,MEM,F,SAC,@,10.5,-130,9.89,-0.61,10.5,14.0,u,0.57,0,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5884,2021-12-27,Kyle Anderson,MEM,F,PHO,@,9.5,-130,10.1,0.6,9.5,2.0,o,0.57,0,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5885,2021-12-29,Kyle Anderson,MEM,F,LAL,vs.,12.5,-114,9.87,-2.63,12.5,8.0,u,0.58,1,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5886,2021-12-31,Kyle Anderson,MEM,F,SAS,vs.,11.5,100,9.52,-1.98,11.5,4.0,u,0.57,1,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5887,2022-01-09,Kyle Anderson,MEM,F,LAL,@,8.5,-115,9.76,1.26,8.5,14.0,o,0.61,1,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5888,2022-01-11,Kyle Anderson,MEM,F,GSW,vs.,9.5,-113,9.9,0.4,9.5,8.0,o,0.57,0,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5889,2022-01-13,Kyle Anderson,MEM,F,MIN,vs.,9.5,-120,9.64,0.14,9.5,6.0,o,0.54,0,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5890,2022-01-14,Kyle Anderson,MEM,F,DAL,vs.,9.5,-141,8.41,-1.09,9.5,12.0,u,0.53,0,"[('Kyle Anderson', 100), ('Kyle Anderson', 100)]"
5891,2021-10-20,Kyle Kuzma,WAS,F,TOR,@,13.5,-110,15.62,2.12,13.5,11.0,o,0.33,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5892,2021-10-22,Kyle Kuzma,WAS,F,IND,vs.,16.5,-118,17.7,1.2,16.5,26.0,o,0.47,1,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5893,2021-10-25,Kyle Kuzma,WAS,F,BKN,@,13.5,-125,16.68,3.18,13.5,6.0,o,0.45,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5894,2021-10-27,Kyle Kuzma,WAS,F,BOS,@,13.5,100,16.1,2.6,13.5,12.0,o,0.45,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5895,2021-10-28,Kyle Kuzma,WAS,F,ATL,vs.,13.5,-118,15.53,2.03,13.5,21.0,o,0.42,1,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5896,2021-10-30,Kyle Kuzma,WAS,F,BOS,vs.,14.5,-107,16.87,2.37,14.5,17.0,o,0.45,1,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5897,2021-11-01,Kyle Kuzma,WAS,F,ATL,@,13.5,-110,16.29,2.79,13.5,18.0,o,0.52,1,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5898,2021-11-03,Kyle Kuzma,WAS,F,TOR,vs.,14.5,-125,17.13,2.63,14.5,2.0,o,0.55,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5899,2021-11-05,Kyle Kuzma,WAS,F,MEM,vs.,14.5,100,17.15,2.65,14.5,13.0,o,0.49,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5900,2021-11-07,Kyle Kuzma,WAS,F,MIL,vs.,13.5,-108,16.3,2.8,13.5,15.0,o,0.46,1,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5901,2021-11-10,Kyle Kuzma,WAS,F,CLE,@,13.5,-113,14.3,0.8,13.5,22.0,o,0.45,1,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5902,2021-11-13,Kyle Kuzma,WAS,F,ORL,@,16.5,-111,18.6,2.1,16.5,17.0,o,0.49,1,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5903,2021-11-15,Kyle Kuzma,WAS,F,NOR,vs.,16.5,-113,16.55,0.05,16.5,8.0,o,0.47,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5904,2021-11-17,Kyle Kuzma,WAS,F,CHA,@,14.5,105,19.3,4.8,14.5,5.0,o,0.5,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5905,2021-11-18,Kyle Kuzma,WAS,F,MIA,@,13.5,-120,14.1,0.6,13.5,19.0,o,0.55,1,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5906,2021-11-20,Kyle Kuzma,WAS,F,MIA,vs.,14.5,100,15.88,1.38,14.5,6.0,o,0.56,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5907,2021-11-22,Kyle Kuzma,WAS,F,CHA,vs.,14.5,-103,17.72,3.22,14.5,11.0,o,0.53,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5908,2021-11-24,Kyle Kuzma,WAS,F,NOR,@,13.5,-106,15.6,2.1,13.5,7.0,o,0.46,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5909,2021-11-26,Kyle Kuzma,WAS,F,OKC,@,13.5,100,15.08,1.58,13.5,11.0,o,0.4,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5910,2021-11-27,Kyle Kuzma,WAS,F,DAL,@,13.5,110,14.11,0.61,13.5,22.0,o,0.42,1,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5911,2021-11-29,Kyle Kuzma,WAS,F,SAS,@,13.5,-113,15.8,2.3,13.5,13.0,o,0.49,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5912,2021-12-01,Kyle Kuzma,WAS,F,MIN,vs.,14.5,105,16.02,1.52,14.5,5.0,o,0.49,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5913,2021-12-03,Kyle Kuzma,WAS,F,CLE,vs.,13.5,-113,14.91,1.41,13.5,12.0,o,0.55,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5914,2021-12-05,Kyle Kuzma,WAS,F,TOR,@,12.5,-113,14.3,1.8,12.5,9.0,o,0.53,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5915,2021-12-06,Kyle Kuzma,WAS,F,IND,@,13.5,-104,13.97,0.47,13.5,14.0,o,0.51,1,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5916,2021-12-08,Kyle Kuzma,WAS,F,DET,@,12.5,-109,14.2,1.7,12.5,26.0,o,0.55,1,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5917,2021-12-15,Kyle Kuzma,WAS,F,SAC,@,12.5,-115,14.2,1.7,12.5,6.0,o,0.57,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5918,2021-12-16,Kyle Kuzma,WAS,F,PHO,@,12.5,-120,15.6,3.1,12.5,4.0,o,0.56,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5919,2021-12-18,Kyle Kuzma,WAS,F,UTH,@,11.5,-125,14.4,2.9,11.5,8.0,o,0.59,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5920,2021-12-23,Kyle Kuzma,WAS,F,NYK,@,14.5,-122,13.3,-1.2,14.5,18.0,u,0.61,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5921,2021-12-26,Kyle Kuzma,WAS,F,PHI,vs.,13.5,-127,15.0,1.5,13.5,12.0,o,0.57,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5922,2021-12-28,Kyle Kuzma,WAS,F,MIA,@,15.5,-105,15.1,-0.4,15.5,22.0,u,0.58,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5923,2021-12-30,Kyle Kuzma,WAS,F,CLE,vs.,16.5,-128,14.18,-2.32,16.5,25.0,u,0.57,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5924,2022-01-01,Kyle Kuzma,WAS,F,CHI,vs.,16.5,-113,15.1,-1.4,16.5,29.0,u,0.57,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5925,2022-01-03,Kyle Kuzma,WAS,F,CHA,vs.,18.5,-103,17.74,-0.76,18.5,36.0,u,0.57,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5926,2022-01-05,Kyle Kuzma,WAS,F,HOU,vs.,20.5,-120,17.4,-3.1,20.5,24.0,u,0.56,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5927,2022-01-07,Kyle Kuzma,WAS,F,CHI,@,17.5,-120,18.4,0.9,17.5,21.0,o,0.61,1,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5928,2022-01-09,Kyle Kuzma,WAS,F,ORL,@,17.5,-117,17.2,-0.3,17.5,27.0,u,0.61,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5929,2022-01-11,Kyle Kuzma,WAS,F,OKC,vs.,20.5,-115,18.1,-2.4,20.5,29.0,u,0.57,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5930,2022-01-12,Kyle Kuzma,WAS,F,ORL,vs.,21.5,-107,17.0,-4.5,21.5,19.0,u,0.55,1,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5931,2022-01-15,Kyle Kuzma,WAS,F,POR,vs.,19.5,105,17.61,-1.89,19.5,16.0,u,0.53,1,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5932,2022-01-17,Kyle Kuzma,WAS,F,PHI,vs.,17.5,110,16.85,-0.65,17.5,15.0,u,0.58,1,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5933,2022-01-19,Kyle Kuzma,WAS,F,BKN,vs.,18.5,-125,15.7,-2.8,18.5,16.0,u,0.62,1,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5934,2022-01-23,Kyle Kuzma,WAS,F,BOS,vs.,16.5,-125,14.3,-2.2,16.5,12.0,u,0.55,1,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5935,2022-01-25,Kyle Kuzma,WAS,F,LAC,vs.,16.5,-111,13.3,-3.2,16.5,19.0,u,0.48,0,"[('Kyle Kuzma', 100), ('Kyle Kuzma', 100)]"
5936,2021-10-21,Kyle Lowry,MIA,G,MIL,vs.,15.5,-128,17.58,2.08,15.5,5.0,o,0.47,0,"[('Kyle Lowry', 100), ('Kyle Lowry', 100)]"
5937,2021-10-25,Kyle Lowry,MIA,G,ORL,vs.,13.5,-110,12.69,-0.81,13.5,9.0,u,0.45,1,"[('Kyle Lowry', 100), ('Kyle Lowry', 100)]"
5938,2021-10-27,Kyle Lowry,MIA,G,BKN,@,13.5,-128,14.8,1.3,13.5,9.0,o,0.45,0,"[('Kyle Lowry', 100), ('Kyle Lowry', 100)]"
5939,2021-10-29,Kyle Lowry,MIA,G,CHA,vs.,13.5,-128,15.44,1.94,13.5,4.0,o,0.45,0,"[('Kyle Lowry', 100), ('Kyle Lowry', 100)]"
5940,2021-10-30,Kyle Lowry,MIA,G,MEM,@,13.5,-113,15.82,2.32,13.5,15.0,o,0.45,1,"[('Kyle Lowry', 100), ('Kyle Lowry', 100)]"
5941,2021-11-02,Kyle Lowry,MIA,G,DAL,@,14.5,-110,13.7,-0.8,14.5,22.0,u,0.55,0,"[('Kyle Lowry', 100), ('Kyle Lowry', 100)]"
5942,2021-11-04,Kyle Lowry,MIA,G,BOS,vs.,14.5,100,15.92,1.42,14.5,6.0,o,0.53,0,"[('Kyle Lowry', 100), ('Kyle Lowry', 100)]"
5943,2021-11-06,Kyle Lowry,MIA,G,UTH,vs.,14.5,-103,15.97,1.47,14.5,20.0,o,0.48,1,"[('Kyle Lowry', 100), ('Kyle Lowry', 100)]"
5944,2021-11-08,Kyle Lowry,MIA,G,DEN,@,14.5,-113,15.3,0.8,14.5,0.0,o,0.44,0,"[('Kyle Lowry', 100), ('Kyle Lowry', 100)]"
5945,2021-11-10,Kyle Lowry,MIA,G,LAL,@,14.5,-121,16.88,2.38,14.5,18.0,o,0.45,1,"[('Kyle Lowry', 100), ('Kyle Lowry', 100)]"
