,Date,Name,Team,Position,Opp_x,Home/Away,Line,Moneyline,Projection,Diff,Pick,Result_x,pick_over_under,seven_day_accuracy,successful_pick,Matches,Player,Age,Pos,Tm,Home/Away_x,Opp_y,Game Result,GS,MP_x,FG_x,FGA_x,FG%_x,2P_x,2PA_x,2P%_x,3P_x,3PA_x,3P%_x,FT_x,FTA_x,FT%_x,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS_x,GmSc,BPM,Home/Away_y,Result_y,MP_y,FG_y,FGA_y,FG%_y,2P_y,2PA_y,2P%_y,3P_y,3PA_y,3P%_y,FT_y,FTA_y,FT%_y,PTS_y,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.1
1506,2021-11-08,Evan Fournier,NYK,G,PHI,@,13.5,-113,15.28,1.78,13.5,11,o,0.44,0,Evan Fournier,Evan Fournier,29-010,G-F,NYK,Away,PHI,W,1.0,27.0,5.0,8.0,0.625,4.0,4.0,1.0,1.0,4.0,0.25,0.0,0.0,,0.688,0.0,6.0,6.0,2.0,1.0,0.0,1.0,4.0,11.0,9.0,0.8,Away,W 103-96,240.0,40.0,91.0,0.44,27.0,51.0,0.529,13.0,40.0,0.325,10.0,13.0,0.769,103.0,35.0,91.0,0.385,22.0,51.0,0.431,13.0,40.0,0.325,13.0,16.0,0.813,96.0
1507,2021-11-12,Evan Fournier,NYK,G,CHA,@,12.5,-105,18.21,5.71,12.5,5,o,0.46,0,Evan Fournier,Evan Fournier,29-014,G-F,NYK,Away,CHO,L,1.0,27.0,2.0,6.0,0.333,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,,0.417,1.0,5.0,6.0,1.0,1.0,0.0,2.0,1.0,5.0,3.1,-4.7,Away,L 96-104,240.0,36.0,93.0,0.387,23.0,58.0,0.397,13.0,35.0,0.371,11.0,18.0,0.611,96.0,39.0,90.0,0.433,29.0,54.0,0.537,10.0,36.0,0.278,16.0,24.0,0.667,104.0
1508,2021-11-15,Evan Fournier,NYK,G,IND,vs.,12.5,-105,16.26,3.76,12.5,7,o,0.47,0,Evan Fournier,Evan Fournier,29-017,G-F,NYK,Home,IND,W,1.0,24.0,3.0,9.0,0.333,2.0,5.0,0.4,1.0,4.0,0.25,0.0,0.0,,0.389,0.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,7.0,4.1,-2.5,Home,W 92-84,240.0,37.0,86.0,0.43,26.0,52.0,0.5,11.0,34.0,0.324,7.0,10.0,0.7,92.0,32.0,86.0,0.372,24.0,49.0,0.49,8.0,37.0,0.216,12.0,16.0,0.75,84.0
1509,2021-11-20,Evan Fournier,NYK,G,HOU,vs.,10.5,-125,16.0,5.5,10.5,19,o,0.56,1,Evan Fournier,Evan Fournier,29-022,G-F,NYK,Home,HOU,W,1.0,30.0,7.0,13.0,0.538,2.0,3.0,0.667,5.0,10.0,0.5,0.0,0.0,,0.731,0.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,19.0,13.9,3.6,Home,W 106-99,240.0,33.0,78.0,0.423,15.0,37.0,0.405,18.0,41.0,0.439,22.0,26.0,0.846,106.0,38.0,84.0,0.452,28.0,45.0,0.622,10.0,39.0,0.256,13.0,22.0,0.591,99.0
1510,2021-11-21,Evan Fournier,NYK,G,CHI,@,11.5,100,13.65,2.15,11.5,3,o,0.55,0,Evan Fournier,Evan Fournier,29-023,G-F,NYK,Away,CHI,L,1.0,23.0,1.0,7.0,0.143,1.0,4.0,0.25,0.0,3.0,0.0,1.0,2.0,0.5,0.19,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,-2.6,-16.3,Away,L 103-109,240.0,35.0,84.0,0.417,28.0,57.0,0.491,7.0,27.0,0.259,26.0,31.0,0.839,103.0,37.0,88.0,0.42,26.0,59.0,0.441,11.0,29.0,0.379,24.0,27.0,0.889,109.0
1511,2021-11-23,Evan Fournier,NYK,G,LAL,vs.,12.5,-113,16.89,4.39,12.5,26,o,0.49,1,Evan Fournier,Evan Fournier,29-025,G-F,NYK,Home,LAL,W,1.0,42.0,8.0,14.0,0.571,2.0,5.0,0.4,6.0,9.0,0.667,4.0,4.0,1.0,0.825,2.0,2.0,4.0,2.0,0.0,0.0,2.0,3.0,26.0,19.6,5.2,Home,W 106-100,240.0,37.0,82.0,0.451,22.0,48.0,0.458,15.0,34.0,0.441,17.0,21.0,0.81,106.0,34.0,91.0,0.374,23.0,55.0,0.418,11.0,36.0,0.306,21.0,30.0,0.7,100.0
1512,2021-11-26,Evan Fournier,NYK,G,PHO,vs.,12.5,-113,16.07,3.57,12.5,11,o,0.4,0,Evan Fournier,Evan Fournier,29-028,G-F,NYK,Home,PHO,L,1.0,26.0,4.0,15.0,0.267,1.0,8.0,0.125,3.0,7.0,0.429,0.0,0.0,,0.367,1.0,4.0,5.0,1.0,0.0,0.0,2.0,2.0,11.0,1.9,-8.0,Home,L 97-118,240.0,34.0,92.0,0.37,22.0,53.0,0.415,12.0,39.0,0.308,17.0,22.0,0.773,97.0,44.0,79.0,0.557,31.0,51.0,0.608,13.0,28.0,0.464,17.0,21.0,0.81,118.0
1513,2021-11-27,Evan Fournier,NYK,G,ATL,@,12.5,-118,14.78,2.28,12.5,20,o,0.42,1,Evan Fournier,Evan Fournier,29-029,G-F,NYK,Away,ATL,W,1.0,29.0,7.0,13.0,0.538,3.0,7.0,0.429,4.0,6.0,0.667,2.0,3.0,0.667,0.698,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,20.0,13.2,7.4,Away,W 99-90,240.0,36.0,82.0,0.439,25.0,53.0,0.472,11.0,29.0,0.379,16.0,22.0,0.727,99.0,33.0,93.0,0.355,24.0,56.0,0.429,9.0,37.0,0.243,15.0,20.0,0.75,90.0
1514,2021-12-02,Evan Fournier,NYK,G,CHI,vs.,13.5,-103,15.81,2.31,13.5,16,o,0.54,1,Evan Fournier,Evan Fournier,29-034,G-F,NYK,Home,CHI,L,1.0,32.0,6.0,14.0,0.429,2.0,4.0,0.5,4.0,10.0,0.4,0.0,0.0,,0.571,0.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,16.0,12.1,4.1,Home,L 115-119,240.0,42.0,82.0,0.512,33.0,56.0,0.589,9.0,26.0,0.346,22.0,27.0,0.815,115.0,44.0,89.0,0.494,33.0,60.0,0.55,11.0,29.0,0.379,20.0,21.0,0.952,119.0
1515,2021-12-04,Evan Fournier,NYK,G,DEN,vs.,12.5,-113,15.86,3.36,12.5,15,o,0.55,1,Evan Fournier,Evan Fournier,29-036,G-F,NYK,Home,DEN,L,1.0,36.0,6.0,14.0,0.429,3.0,6.0,0.5,3.0,8.0,0.375,0.0,0.0,,0.536,0.0,3.0,3.0,5.0,1.0,0.0,2.0,2.0,15.0,10.2,-1.2,Home,L 99-113,240.0,35.0,88.0,0.398,23.0,48.0,0.479,12.0,40.0,0.3,17.0,21.0,0.81,99.0,44.0,84.0,0.524,24.0,41.0,0.585,20.0,43.0,0.465,5.0,5.0,1.0,113.0
1516,2021-12-07,Evan Fournier,NYK,G,SAS,@,12.5,-113,16.56,4.06,12.5,7,o,0.52,0,Evan Fournier,Evan Fournier,29-039,G-F,NYK,Away,SAS,W,1.0,21.0,3.0,8.0,0.375,2.0,2.0,1.0,1.0,6.0,0.167,0.0,0.0,,0.438,0.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,7.0,1.4,-14.3,Away,W 121-109,240.0,43.0,91.0,0.473,25.0,53.0,0.472,18.0,38.0,0.474,17.0,19.0,0.895,121.0,41.0,92.0,0.446,29.0,61.0,0.475,12.0,31.0,0.387,15.0,20.0,0.75,109.0
1517,2021-12-08,Evan Fournier,NYK,G,IND,@,11.5,-127,14.5,3.0,12.0,7,o,0.55,0,Evan Fournier,Evan Fournier,29-040,G-F,NYK,Away,IND,L,1.0,22.0,2.0,6.0,0.333,1.0,3.0,0.333,1.0,3.0,0.333,2.0,2.0,1.0,0.509,0.0,4.0,4.0,1.0,0.0,1.0,1.0,4.0,7.0,3.6,-7.4,Away,L 102-122,240.0,36.0,86.0,0.419,27.0,56.0,0.482,9.0,30.0,0.3,21.0,23.0,0.913,102.0,46.0,86.0,0.535,36.0,59.0,0.61,10.0,27.0,0.37,20.0,25.0,0.8,122.0
1518,2021-12-10,Evan Fournier,NYK,G,TOR,@,11.5,102,15.21,3.71,11.5,9,o,0.51,0,Evan Fournier,Evan Fournier,29-042,G-F,NYK,Away,TOR,L,1.0,24.0,3.0,8.0,0.375,0.0,1.0,0.0,3.0,7.0,0.429,0.0,0.0,,0.563,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,9.0,4.2,0.4,Away,L 87-90,240.0,29.0,81.0,0.358,20.0,47.0,0.426,9.0,34.0,0.265,20.0,24.0,0.833,87.0,30.0,87.0,0.345,18.0,52.0,0.346,12.0,35.0,0.343,18.0,23.0,0.783,90.0
1519,2021-12-12,Evan Fournier,NYK,G,MIL,vs.,11.5,-113,14.96,3.46,11.5,6,o,0.48,0,Evan Fournier,Evan Fournier,29-044,G-F,NYK,Home,MIL,L,1.0,27.0,2.0,8.0,0.25,1.0,1.0,1.0,1.0,7.0,0.143,1.0,1.0,1.0,0.355,0.0,2.0,2.0,3.0,1.0,0.0,0.0,3.0,6.0,3.7,-7.5,Home,L 97-112,240.0,35.0,82.0,0.427,18.0,33.0,0.545,17.0,49.0,0.347,10.0,13.0,0.769,97.0,42.0,88.0,0.477,28.0,47.0,0.596,14.0,41.0,0.341,14.0,17.0,0.824,112.0
1520,2021-12-14,Evan Fournier,NYK,G,GSW,vs.,12.5,-110,12.4,-0.1,12.5,2,u,0.53,1,Evan Fournier,Evan Fournier,29-046,G-F,NYK,Home,GSW,L,1.0,29.0,1.0,5.0,0.2,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,,0.2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,-0.5,-10.6,Home,L 96-105,240.0,30.0,83.0,0.361,14.0,41.0,0.341,16.0,42.0,0.381,20.0,22.0,0.909,96.0,35.0,77.0,0.455,20.0,37.0,0.541,15.0,40.0,0.375,20.0,27.0,0.741,105.0
1521,2021-12-16,Evan Fournier,NYK,G,HOU,@,12.5,-136,13.1,0.6,13.0,23,o,0.56,1,Evan Fournier,Evan Fournier,29-048,G-F,NYK,Away,HOU,W,1.0,28.0,8.0,12.0,0.667,5.0,6.0,0.833,3.0,6.0,0.5,4.0,7.0,0.571,0.763,0.0,1.0,1.0,3.0,0.0,0.0,2.0,3.0,23.0,15.8,3.8,Away,W 116-103,240.0,39.0,83.0,0.47,22.0,47.0,0.468,17.0,36.0,0.472,21.0,25.0,0.84,116.0,34.0,68.0,0.5,23.0,36.0,0.639,11.0,32.0,0.344,24.0,30.0,0.8,103.0
1522,2021-12-18,Evan Fournier,NYK,G,BOS,@,17.5,-120,12.9,-4.6,17.5,32,u,0.59,0,Evan Fournier,Evan Fournier,29-050,G-F,NYK,Away,BOS,L,1.0,43.0,13.0,24.0,0.542,9.0,14.0,0.643,4.0,10.0,0.4,2.0,2.0,1.0,0.643,1.0,4.0,5.0,3.0,2.0,1.0,4.0,4.0,32.0,21.5,3.1,Away,L 107-114,240.0,35.0,80.0,0.438,22.0,44.0,0.5,13.0,36.0,0.361,24.0,30.0,0.8,107.0,42.0,89.0,0.472,25.0,44.0,0.568,17.0,45.0,0.378,13.0,17.0,0.765,114.0
1523,2021-12-21,Evan Fournier,NYK,G,DET,vs.,17.5,-105,15.73,-1.77,17.5,22,u,0.63,0,Evan Fournier,Evan Fournier,29-053,G-F,NYK,Home,DET,W,1.0,41.0,9.0,24.0,0.375,5.0,13.0,0.385,4.0,11.0,0.364,0.0,0.0,,0.458,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,22.0,12.2,0.0,Home,W 105-91,240.0,40.0,90.0,0.444,29.0,57.0,0.509,11.0,33.0,0.333,14.0,19.0,0.737,105.0,34.0,94.0,0.362,26.0,61.0,0.426,8.0,33.0,0.242,15.0,19.0,0.789,91.0
1524,2021-12-25,Evan Fournier,NYK,G,ATL,vs.,15.5,-105,16.45,0.95,15.5,15,o,0.6,0,Evan Fournier,Evan Fournier,29-057,G-F,NYK,Home,ATL,W,1.0,31.0,6.0,12.0,0.5,3.0,6.0,0.5,3.0,6.0,0.5,0.0,0.0,,0.625,0.0,5.0,5.0,3.0,1.0,0.0,2.0,0.0,15.0,11.6,1.3,Home,W 101-87,240.0,38.0,85.0,0.447,18.0,35.0,0.514,20.0,50.0,0.4,5.0,12.0,0.417,101.0,33.0,87.0,0.379,20.0,49.0,0.408,13.0,38.0,0.342,8.0,14.0,0.571,87.0
1525,2021-12-28,Evan Fournier,NYK,G,MIN,@,14.5,-105,16.6,2.1,14.5,13,o,0.58,0,Evan Fournier,Evan Fournier,29-060,G-F,NYK,Away,MIN,W,1.0,25.0,5.0,14.0,0.357,2.0,7.0,0.286,3.0,7.0,0.429,0.0,0.0,,0.464,1.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,13.0,5.4,-1.7,Away,W 96-88,240.0,37.0,90.0,0.411,21.0,50.0,0.42,16.0,40.0,0.4,6.0,16.0,0.375,96.0,34.0,85.0,0.4,27.0,47.0,0.574,7.0,38.0,0.184,13.0,20.0,0.65,88.0
1526,2022-01-06,Evan Fournier,NYK,G,BOS,vs.,11.5,-120,12.4,0.9,11.5,41,o,0.58,1,Evan Fournier,Evan Fournier,29-069,G-F,NYK,Home,BOS,W,1.0,42.0,15.0,25.0,0.6,5.0,11.0,0.455,10.0,14.0,0.714,1.0,3.0,0.333,0.779,1.0,7.0,8.0,2.0,1.0,1.0,2.0,3.0,41.0,31.4,16.7,Home,W 108-105,240.0,40.0,90.0,0.444,22.0,54.0,0.407,18.0,36.0,0.5,10.0,15.0,0.667,108.0,38.0,80.0,0.475,21.0,35.0,0.6,17.0,45.0,0.378,12.0,13.0,0.923,105.0
1527,2022-01-12,Evan Fournier,NYK,G,DAL,vs.,14.5,-115,12.8,-1.7,14.5,13,u,0.55,1,Evan Fournier,Evan Fournier,29-075,G-F,NYK,Home,DAL,W,1.0,33.0,5.0,9.0,0.556,3.0,5.0,0.6,2.0,4.0,0.5,1.0,2.0,0.5,0.658,1.0,4.0,5.0,3.0,0.0,0.0,0.0,1.0,13.0,11.9,4.6,Home,W 108-85,240.0,42.0,90.0,0.467,30.0,63.0,0.476,12.0,27.0,0.444,12.0,15.0,0.8,108.0,32.0,78.0,0.41,24.0,41.0,0.585,8.0,37.0,0.216,13.0,19.0,0.684,85.0
1528,2022-01-17,Evan Fournier,NYK,G,CHA,vs.,14.5,-115,17.57,3.07,14.5,6,o,0.58,0,Evan Fournier,Evan Fournier,29-080,G-F,NYK,Home,CHO,L,1.0,25.0,2.0,9.0,0.222,0.0,4.0,0.0,2.0,5.0,0.4,0.0,0.0,,0.333,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,6.0,2.5,-5.4,Home,L 87-97,240.0,32.0,80.0,0.4,20.0,46.0,0.435,12.0,34.0,0.353,11.0,21.0,0.524,87.0,36.0,86.0,0.419,22.0,47.0,0.468,14.0,39.0,0.359,11.0,17.0,0.647,97.0
1529,2022-01-18,Evan Fournier,NYK,G,MIN,vs.,14.5,115,15.7,1.2,14.5,27,o,0.63,1,Evan Fournier,Evan Fournier,29-081,G-F,NYK,Home,MIN,L,1.0,37.0,10.0,17.0,0.588,5.0,7.0,0.714,5.0,10.0,0.5,2.0,2.0,1.0,0.755,0.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,27.0,22.6,12.3,Home,L 110-112,240.0,37.0,80.0,0.463,25.0,42.0,0.595,12.0,38.0,0.316,24.0,33.0,0.727,110.0,35.0,81.0,0.432,22.0,40.0,0.55,13.0,41.0,0.317,29.0,38.0,0.763,112.0
1530,2022-01-20,Evan Fournier,NYK,G,NOR,vs.,15.5,-103,16.39,0.89,15.5,6,o,0.6,0,Evan Fournier,Evan Fournier,29-083,G-F,NYK,Home,NOP,L,1.0,25.0,2.0,8.0,0.25,1.0,2.0,0.5,1.0,6.0,0.167,1.0,2.0,0.5,0.338,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,6.0,1.4,-9.9,Home,L 91-102,240.0,29.0,77.0,0.377,20.0,39.0,0.513,9.0,38.0,0.237,24.0,36.0,0.667,91.0,38.0,76.0,0.5,27.0,48.0,0.563,11.0,28.0,0.393,15.0,22.0,0.682,102.0
1531,2021-10-27,Evan Mobley,CLE,F,LAC,@,13.5,-135,10.75,-2.75,13.5,12,u,0.45,1,Evan Mobley,Evan Mobley,20-131,F-C,CLE,Away,LAC,W,1.0,34.0,3.0,10.0,0.3,3.0,10.0,0.3,0.0,0.0,,6.0,6.0,1.0,0.475,3.0,7.0,10.0,0.0,1.0,2.0,0.0,4.0,12.0,11.2,4.7,Away,W 92-79,240.0,33.0,81.0,0.407,30.0,61.0,0.492,3.0,20.0,0.15,23.0,27.0,0.852,92.0,31.0,87.0,0.356,22.0,46.0,0.478,9.0,41.0,0.22,8.0,13.0,0.615,79.0
1532,2021-10-29,Evan Mobley,CLE,F,LAL,@,13.5,-133,10.8,-2.7,13.0,23,u,0.45,0,Evan Mobley,Evan Mobley,20-133,F-C,CLE,Away,LAL,L,1.0,36.0,10.0,16.0,0.625,9.0,14.0,0.643,1.0,2.0,0.5,2.0,5.0,0.4,0.632,2.0,4.0,6.0,3.0,2.0,0.0,0.0,0.0,23.0,21.3,8.6,Away,L 101-113,240.0,37.0,87.0,0.425,25.0,53.0,0.472,12.0,34.0,0.353,15.0,22.0,0.682,101.0,46.0,84.0,0.548,34.0,57.0,0.596,12.0,27.0,0.444,9.0,10.0,0.9,113.0
1533,2021-11-10,Evan Mobley,CLE,F,WAS,vs.,17.5,-111,13.64,-3.86,17.5,19,u,0.45,0,Evan Mobley,Evan Mobley,20-145,F-C,CLE,Home,WAS,L,1.0,26.0,7.0,15.0,0.467,6.0,12.0,0.5,1.0,3.0,0.333,4.0,5.0,0.8,0.552,0.0,7.0,7.0,2.0,0.0,1.0,2.0,3.0,19.0,11.9,1.6,Home,L 94-97,240.0,35.0,76.0,0.461,26.0,45.0,0.578,9.0,31.0,0.29,15.0,21.0,0.714,94.0,35.0,84.0,0.417,25.0,56.0,0.446,10.0,28.0,0.357,17.0,17.0,1.0,97.0
1534,2021-11-12,Evan Mobley,CLE,F,DET,vs.,18.5,-115,13.17,-5.33,18.5,16,u,0.46,1,Evan Mobley,Evan Mobley,20-147,F-C,CLE,Home,DET,W,1.0,35.0,6.0,10.0,0.6,4.0,8.0,0.5,2.0,2.0,1.0,2.0,4.0,0.5,0.68,1.0,6.0,7.0,1.0,2.0,4.0,3.0,1.0,16.0,15.2,6.2,Home,W 98-78,240.0,39.0,82.0,0.476,25.0,41.0,0.61,14.0,41.0,0.341,6.0,9.0,0.667,98.0,29.0,79.0,0.367,20.0,49.0,0.408,9.0,30.0,0.3,11.0,13.0,0.846,78.0
1535,2021-11-13,Evan Mobley,CLE,F,BOS,vs.,16.5,-105,13.55,-2.95,16.5,19,u,0.49,0,Evan Mobley,Evan Mobley,20-148,F-C,CLE,Home,BOS,W,1.0,40.0,8.0,13.0,0.615,7.0,11.0,0.636,1.0,2.0,0.5,2.0,2.0,1.0,0.684,1.0,8.0,9.0,1.0,2.0,3.0,0.0,1.0,19.0,20.6,11.3,Home,W 91-89,240.0,31.0,81.0,0.383,21.0,43.0,0.488,10.0,38.0,0.263,19.0,22.0,0.864,91.0,33.0,78.0,0.423,27.0,55.0,0.491,6.0,23.0,0.261,17.0,18.0,0.944,89.0
1536,2021-11-15,Evan Mobley,CLE,F,BOS,vs.,17.5,-125,14.06,-3.44,17.0,1,u,0.47,1,Evan Mobley,Evan Mobley,20-150,F-C,CLE,Home,BOS,L,1.0,29.0,0.0,11.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,1.0,2.0,0.5,0.042,3.0,6.0,9.0,5.0,0.0,2.0,3.0,1.0,1.0,-1.7,-12.6,Home,L 92-98,240.0,32.0,83.0,0.386,16.0,43.0,0.372,16.0,40.0,0.4,12.0,16.0,0.75,92.0,36.0,78.0,0.462,26.0,49.0,0.531,10.0,29.0,0.345,16.0,20.0,0.8,98.0
1537,2021-11-27,Evan Mobley,CLE,F,ORL,vs.,14.5,-120,11.42,-3.08,14.5,13,u,0.42,1,Evan Mobley,Evan Mobley,20-162,F-C,CLE,Home,ORL,W,1.0,33.0,5.0,12.0,0.417,3.0,8.0,0.375,2.0,4.0,0.5,1.0,2.0,0.5,0.505,2.0,7.0,9.0,3.0,0.0,4.0,1.0,1.0,13.0,13.2,5.4,Home,W 105-92,240.0,41.0,90.0,0.456,27.0,51.0,0.529,14.0,39.0,0.359,9.0,12.0,0.75,105.0,35.0,88.0,0.398,27.0,56.0,0.482,8.0,32.0,0.25,14.0,23.0,0.609,92.0
1538,2021-11-29,Evan Mobley,CLE,F,DAL,@,14.5,-125,12.53,-1.98,14.0,12,u,0.49,1,Evan Mobley,Evan Mobley,20-164,F-C,CLE,Away,DAL,W,1.0,35.0,5.0,10.0,0.5,5.0,8.0,0.625,0.0,2.0,0.0,2.0,3.0,0.667,0.53,0.0,7.0,7.0,2.0,1.0,2.0,5.0,3.0,12.0,6.3,-3.0,Away,W 114-96,240.0,45.0,80.0,0.563,35.0,61.0,0.574,10.0,19.0,0.526,14.0,18.0,0.778,114.0,39.0,89.0,0.438,27.0,50.0,0.54,12.0,39.0,0.308,6.0,15.0,0.4,96.0
1539,2021-12-01,Evan Mobley,CLE,F,MIA,@,14.5,-118,12.0,-2.5,14.0,17,u,0.49,0,Evan Mobley,Evan Mobley,20-166,F-C,CLE,Away,MIA,W,1.0,32.0,5.0,10.0,0.5,3.0,7.0,0.429,2.0,3.0,0.667,5.0,5.0,1.0,0.697,0.0,11.0,11.0,4.0,1.0,4.0,2.0,3.0,17.0,18.7,10.8,Away,W 111-85,240.0,37.0,68.0,0.544,21.0,37.0,0.568,16.0,31.0,0.516,21.0,23.0,0.913,111.0,32.0,85.0,0.376,20.0,48.0,0.417,12.0,37.0,0.324,9.0,13.0,0.692,85.0
1540,2021-12-03,Evan Mobley,CLE,F,WAS,@,15.5,-113,13.45,-2.05,15.5,6,u,0.55,1,Evan Mobley,Evan Mobley,20-168,F-C,CLE,Away,WAS,W,1.0,36.0,3.0,12.0,0.25,3.0,11.0,0.273,0.0,1.0,0.0,0.0,0.0,,0.25,3.0,4.0,7.0,4.0,0.0,3.0,1.0,3.0,6.0,4.8,-4.8,Away,W 116-101,240.0,42.0,89.0,0.472,29.0,59.0,0.492,13.0,30.0,0.433,19.0,25.0,0.76,116.0,38.0,82.0,0.463,28.0,51.0,0.549,10.0,31.0,0.323,15.0,19.0,0.789,101.0
1541,2021-12-05,Evan Mobley,CLE,F,UTH,vs.,13.5,100,12.5,-1.0,13.5,14,u,0.53,0,Evan Mobley,Evan Mobley,20-170,F-C,CLE,Home,UTA,L,1.0,37.0,6.0,15.0,0.4,5.0,13.0,0.385,1.0,2.0,0.5,1.0,1.0,1.0,0.453,4.0,7.0,11.0,3.0,1.0,1.0,0.0,1.0,14.0,14.2,0.5,Home,L 108-109,240.0,42.0,91.0,0.462,28.0,53.0,0.528,14.0,38.0,0.368,10.0,13.0,0.769,108.0,40.0,90.0,0.444,20.0,42.0,0.476,20.0,48.0,0.417,9.0,10.0,0.9,109.0
1542,2021-12-06,Evan Mobley,CLE,F,MIL,@,14.5,-125,12.4,-2.1,14.5,12,u,0.51,1,Evan Mobley,Evan Mobley,20-171,F-C,CLE,Away,MIL,L,1.0,31.0,3.0,10.0,0.3,2.0,6.0,0.333,1.0,4.0,0.25,5.0,6.0,0.833,0.475,2.0,4.0,6.0,2.0,1.0,0.0,0.0,3.0,12.0,9.6,-1.3,Away,L 104-112,240.0,35.0,90.0,0.389,20.0,44.0,0.455,15.0,46.0,0.326,19.0,20.0,0.95,104.0,40.0,86.0,0.465,27.0,54.0,0.5,13.0,32.0,0.406,19.0,24.0,0.792,112.0
1543,2021-12-11,Evan Mobley,CLE,F,SAC,vs.,14.5,-122,13.13,-1.37,14.5,15,u,0.51,0,Evan Mobley,Evan Mobley,20-176,F-C,CLE,Home,SAC,W,1.0,38.0,7.0,14.0,0.5,7.0,14.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.504,2.0,13.0,15.0,2.0,0.0,1.0,0.0,3.0,15.0,13.8,-1.1,Home,W 117-103,240.0,41.0,88.0,0.466,29.0,57.0,0.509,12.0,31.0,0.387,23.0,28.0,0.821,117.0,41.0,93.0,0.441,34.0,65.0,0.523,7.0,28.0,0.25,14.0,22.0,0.636,103.0
1544,2021-12-30,Evan Mobley,CLE,F,WAS,@,17.5,-113,13.61,-3.89,17.5,21,u,0.57,0,Evan Mobley,Evan Mobley,20-195,F-C,CLE,Away,WAS,L,1.0,32.0,10.0,20.0,0.5,10.0,18.0,0.556,0.0,2.0,0.0,1.0,2.0,0.5,0.503,3.0,2.0,5.0,3.0,1.0,2.0,2.0,3.0,21.0,14.6,2.0,Away,L 93-110,240.0,35.0,83.0,0.422,27.0,55.0,0.491,8.0,28.0,0.286,15.0,23.0,0.652,93.0,45.0,90.0,0.5,36.0,61.0,0.59,9.0,29.0,0.31,11.0,17.0,0.647,110.0
1545,2021-12-31,Evan Mobley,CLE,F,ATL,vs.,16.5,-113,13.24,-3.26,16.5,16,u,0.57,1,Evan Mobley,Evan Mobley,20-196,F-C,CLE,Home,ATL,L,1.0,36.0,8.0,12.0,0.667,8.0,12.0,0.667,0.0,0.0,,0.0,0.0,,0.667,1.0,7.0,8.0,5.0,0.0,3.0,1.0,2.0,16.0,17.4,5.2,Home,L 118-121,240.0,48.0,84.0,0.571,40.0,59.0,0.678,8.0,25.0,0.32,14.0,24.0,0.583,118.0,43.0,97.0,0.443,27.0,59.0,0.458,16.0,38.0,0.421,19.0,21.0,0.905,121.0
1546,2022-01-02,Evan Mobley,CLE,F,IND,vs.,16.5,-128,13.4,-3.1,16.0,24,u,0.56,0,Evan Mobley,Evan Mobley,20-198,F-C,CLE,Home,IND,W,1.0,35.0,11.0,16.0,0.688,11.0,14.0,0.786,0.0,2.0,0.0,2.0,4.0,0.5,0.676,1.0,8.0,9.0,4.0,0.0,0.0,3.0,3.0,24.0,18.1,2.9,Home,W 108-104,240.0,41.0,88.0,0.466,35.0,62.0,0.565,6.0,26.0,0.231,20.0,28.0,0.714,108.0,37.0,83.0,0.446,18.0,37.0,0.486,19.0,46.0,0.413,11.0,14.0,0.786,104.0
1547,2022-01-04,Evan Mobley,CLE,F,MEM,vs.,15.5,-107,14.21,-1.29,15.5,17,u,0.55,0,Evan Mobley,Evan Mobley,20-200,F-C,CLE,Home,MEM,L,1.0,38.0,6.0,12.0,0.5,6.0,11.0,0.545,0.0,1.0,0.0,5.0,6.0,0.833,0.581,0.0,8.0,8.0,1.0,0.0,2.0,1.0,2.0,17.0,13.3,-0.7,Home,L 106-110,240.0,40.0,92.0,0.435,30.0,58.0,0.517,10.0,34.0,0.294,16.0,21.0,0.762,106.0,42.0,90.0,0.467,33.0,63.0,0.524,9.0,27.0,0.333,17.0,22.0,0.773,110.0
