,Date,Name,Team,Position,Opp_x,Home/Away,Line,Moneyline,Projection,Diff,Pick,Result_x,pick_over_under,seven_day_accuracy,successful_pick,Matches,Player,Age,Pos,Tm,Home/Away_x,Opp_y,Game Result,GS,MP_x,FG_x,FGA_x,FG%_x,2P_x,2PA_x,2P%_x,3P_x,3PA_x,3P%_x,FT_x,FTA_x,FT%_x,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS_x,GmSc,BPM,Home/Away_y,Result_y,MP_y,FG_y,FGA_y,FG%_y,2P_y,2PA_y,2P%_y,3P_y,3PA_y,3P%_y,FT_y,FTA_y,FT%_y,PTS_y,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.1
1839,2021-11-02,Harrison Barnes,SAC,F,UTH,@,16.5,-128,17.64,1.14,17.0,23,o,0.55,1,Harrison Barnes,Harrison Barnes,29-156,F,SAC,Away,UTA,L,1.0,35.0,7.0,14.0,0.5,5.0,9.0,0.556,2.0,5.0,0.4,7.0,9.0,0.778,0.64,1.0,5.0,6.0,0.0,1.0,0.0,2.0,0.0,23.0,16.4,0.5,Away,L 113-119,240.0,42.0,93.0,0.452,30.0,62.0,0.484,12.0,31.0,0.387,17.0,24.0,0.708,113.0,43.0,98.0,0.439,29.0,50.0,0.58,14.0,48.0,0.292,19.0,27.0,0.704,119.0
1840,2021-11-07,Harrison Barnes,SAC,F,IND,vs.,17.5,-125,19.1,1.6,17.5,22,o,0.46,1,Harrison Barnes,Harrison Barnes,29-161,F,SAC,Home,IND,L,1.0,38.0,6.0,15.0,0.4,5.0,9.0,0.556,1.0,6.0,0.167,9.0,11.0,0.818,0.554,0.0,4.0,4.0,5.0,2.0,0.0,0.0,0.0,22.0,19.8,7.5,Home,L 91-94,240.0,31.0,84.0,0.369,21.0,50.0,0.42,10.0,34.0,0.294,19.0,22.0,0.864,91.0,37.0,83.0,0.446,31.0,58.0,0.534,6.0,25.0,0.24,14.0,18.0,0.778,94.0
1841,2021-11-15,Harrison Barnes,SAC,F,DET,@,16.5,-128,18.75,2.25,17.5,15,o,0.47,0,Harrison Barnes,Harrison Barnes,29-169,F,SAC,Away,DET,W,1.0,30.0,6.0,12.0,0.5,5.0,9.0,0.556,1.0,3.0,0.333,2.0,2.0,1.0,0.582,0.0,6.0,6.0,1.0,1.0,0.0,1.0,1.0,15.0,11.1,-4.2,Away,W 129-107,240.0,52.0,98.0,0.531,36.0,65.0,0.554,16.0,33.0,0.485,9.0,11.0,0.818,129.0,39.0,96.0,0.406,26.0,49.0,0.531,13.0,47.0,0.277,16.0,17.0,0.941,107.0
1842,2021-12-10,Harrison Barnes,SAC,F,CHA,@,16.5,-105,19.72,3.22,16.5,8,o,0.51,0,Harrison Barnes,Harrison Barnes,29-194,F,SAC,Away,CHO,L,1.0,26.0,2.0,9.0,0.222,0.0,4.0,0.0,2.0,5.0,0.4,2.0,2.0,1.0,0.405,2.0,3.0,5.0,0.0,0.0,0.0,2.0,1.0,8.0,2.4,-13.1,Away,L 123-124,240.0,48.0,101.0,0.475,34.0,60.0,0.567,14.0,41.0,0.341,13.0,17.0,0.765,123.0,48.0,87.0,0.552,34.0,52.0,0.654,14.0,35.0,0.4,14.0,20.0,0.7,124.0
1843,2021-12-11,Harrison Barnes,SAC,F,CLE,@,14.5,-122,13.3,-1.2,14.5,12,u,0.51,1,Harrison Barnes,Harrison Barnes,29-195,F,SAC,Away,CLE,L,1.0,25.0,4.0,10.0,0.4,4.0,8.0,0.5,0.0,2.0,0.0,4.0,6.0,0.667,0.475,2.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,12.0,7.6,-1.8,Away,L 103-117,240.0,41.0,93.0,0.441,34.0,65.0,0.523,7.0,28.0,0.25,14.0,22.0,0.636,103.0,41.0,88.0,0.466,29.0,57.0,0.509,12.0,31.0,0.387,23.0,28.0,0.821,117.0
1844,2021-12-13,Harrison Barnes,SAC,F,TOR,@,14.5,-110,16.82,2.33,14.5,3,o,0.49,0,Harrison Barnes,Harrison Barnes,29-197,F,SAC,Away,TOR,L,1.0,22.0,1.0,9.0,0.111,0.0,4.0,0.0,1.0,5.0,0.2,0.0,0.0,,0.167,0.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,3.0,-1.3,-14.1,Away,L 101-124,240.0,38.0,94.0,0.404,27.0,60.0,0.45,11.0,34.0,0.324,14.0,21.0,0.667,101.0,53.0,98.0,0.541,42.0,67.0,0.627,11.0,31.0,0.355,7.0,10.0,0.7,124.0
1845,2021-12-20,Harrison Barnes,SAC,F,GSW,@,18.5,-120,12.91,-5.59,18.0,19,u,0.66,0,Harrison Barnes,Harrison Barnes,29-204,F,SAC,Away,GSW,L,1.0,37.0,6.0,11.0,0.545,2.0,4.0,0.5,4.0,7.0,0.571,3.0,5.0,0.6,0.72,1.0,5.0,6.0,3.0,0.0,0.0,1.0,0.0,19.0,16.2,4.9,Away,L 98-113,240.0,37.0,83.0,0.446,24.0,51.0,0.471,13.0,32.0,0.406,11.0,16.0,0.688,98.0,46.0,88.0,0.523,31.0,51.0,0.608,15.0,37.0,0.405,6.0,9.0,0.667,113.0
1846,2021-12-22,Harrison Barnes,SAC,F,LAC,vs.,17.5,-113,17.88,0.38,17.5,18,o,0.6,1,Harrison Barnes,Harrison Barnes,29-206,F,SAC,Home,LAC,L,1.0,40.0,7.0,15.0,0.467,4.0,7.0,0.571,3.0,8.0,0.375,1.0,1.0,1.0,0.583,0.0,4.0,4.0,2.0,1.0,0.0,4.0,2.0,18.0,9.1,-3.8,Home,L 89-105,240.0,34.0,85.0,0.4,22.0,47.0,0.468,12.0,38.0,0.316,9.0,12.0,0.75,89.0,42.0,82.0,0.512,35.0,58.0,0.603,7.0,24.0,0.292,14.0,16.0,0.875,105.0
1847,2021-12-26,Harrison Barnes,SAC,F,MEM,vs.,16.5,-125,19.19,2.69,17.0,12,o,0.57,0,Harrison Barnes,Harrison Barnes,29-210,F,SAC,Home,MEM,L,1.0,32.0,4.0,10.0,0.4,1.0,5.0,0.2,3.0,5.0,0.6,1.0,3.0,0.333,0.53,2.0,5.0,7.0,3.0,1.0,1.0,2.0,1.0,12.0,10.1,0.2,Home,L 102-127,240.0,34.0,81.0,0.42,24.0,52.0,0.462,10.0,29.0,0.345,24.0,27.0,0.889,102.0,47.0,100.0,0.47,38.0,70.0,0.543,9.0,30.0,0.3,24.0,30.0,0.8,127.0
1848,2021-12-31,Harrison Barnes,SAC,F,DAL,vs.,14.5,100,17.77,3.27,14.5,11,o,0.57,0,Harrison Barnes,Harrison Barnes,29-215,F,SAC,Home,DAL,L,1.0,30.0,3.0,9.0,0.333,1.0,5.0,0.2,2.0,4.0,0.5,3.0,4.0,0.75,0.511,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,7.2,-3.1,Home,L 96-112,240.0,38.0,91.0,0.418,28.0,62.0,0.452,10.0,29.0,0.345,10.0,12.0,0.833,96.0,42.0,81.0,0.519,33.0,59.0,0.559,9.0,22.0,0.409,19.0,22.0,0.864,112.0
1849,2022-01-02,Harrison Barnes,SAC,F,MIA,vs.,15.5,-125,13.9,-1.6,15.5,10,u,0.56,1,Harrison Barnes,Harrison Barnes,29-217,F,SAC,Home,MIA,W,1.0,30.0,4.0,7.0,0.571,2.0,3.0,0.667,2.0,4.0,0.5,0.0,0.0,,0.714,0.0,2.0,2.0,0.0,1.0,2.0,4.0,3.0,10.0,4.5,-4.5,Home,W 115-113,240.0,40.0,78.0,0.513,27.0,44.0,0.614,13.0,34.0,0.382,22.0,27.0,0.815,115.0,46.0,105.0,0.438,37.0,72.0,0.514,9.0,33.0,0.273,12.0,12.0,1.0,113.0
1850,2022-01-04,Harrison Barnes,SAC,F,LAL,@,13.5,-155,17.93,4.42,14.0,14,o,0.55,0,Harrison Barnes,Harrison Barnes,29-219,F,SAC,Away,LAL,L,1.0,31.0,5.0,9.0,0.556,2.0,3.0,0.667,3.0,6.0,0.5,1.0,3.0,0.333,0.678,0.0,6.0,6.0,5.0,0.0,0.0,0.0,3.0,14.0,13.0,3.8,Away,L 114-122,240.0,43.0,83.0,0.518,29.0,49.0,0.592,14.0,34.0,0.412,14.0,18.0,0.778,114.0,49.0,99.0,0.495,38.0,67.0,0.567,11.0,32.0,0.344,13.0,20.0,0.65,122.0
1851,2022-01-05,Harrison Barnes,SAC,F,ATL,vs.,14.5,105,16.4,1.9,14.5,8,o,0.56,0,Harrison Barnes,Harrison Barnes,29-220,F,SAC,Home,ATL,L,1.0,29.0,3.0,10.0,0.3,1.0,6.0,0.167,2.0,4.0,0.5,0.0,0.0,,0.4,1.0,6.0,7.0,2.0,0.0,0.0,2.0,1.0,8.0,3.7,-6.5,Home,L 102-108,240.0,38.0,90.0,0.422,27.0,63.0,0.429,11.0,27.0,0.407,15.0,20.0,0.75,102.0,39.0,86.0,0.453,31.0,56.0,0.554,8.0,30.0,0.267,22.0,30.0,0.733,108.0
1852,2022-01-09,Harrison Barnes,SAC,F,POR,@,14.5,100,16.8,2.3,14.5,13,o,0.61,0,Harrison Barnes,Harrison Barnes,29-224,F,SAC,Away,POR,L,1.0,31.0,5.0,10.0,0.5,3.0,5.0,0.6,2.0,5.0,0.4,1.0,1.0,1.0,0.623,2.0,5.0,7.0,2.0,1.0,1.0,1.0,3.0,13.0,11.8,3.2,Away,L 88-103,240.0,33.0,85.0,0.388,26.0,54.0,0.481,7.0,31.0,0.226,15.0,21.0,0.714,88.0,37.0,88.0,0.42,20.0,48.0,0.417,17.0,40.0,0.425,12.0,15.0,0.8,103.0
1853,2022-01-10,Harrison Barnes,SAC,F,CLE,vs.,13.5,-120,15.06,1.56,13.5,14,o,0.6,1,Harrison Barnes,Harrison Barnes,29-225,F,SAC,Home,CLE,L,1.0,28.0,3.0,7.0,0.429,0.0,2.0,0.0,3.0,5.0,0.6,5.0,8.0,0.625,0.665,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,14.0,12.8,6.6,Home,L 108-109,240.0,39.0,91.0,0.429,25.0,61.0,0.41,14.0,30.0,0.467,16.0,22.0,0.727,108.0,43.0,87.0,0.494,33.0,53.0,0.623,10.0,34.0,0.294,13.0,15.0,0.867,109.0
1854,2022-01-12,Harrison Barnes,SAC,F,LAL,vs.,13.5,-128,18.0,4.5,13.5,23,o,0.55,1,Harrison Barnes,Harrison Barnes,29-227,F,SAC,Home,LAL,W,1.0,38.0,9.0,14.0,0.643,6.0,8.0,0.75,3.0,6.0,0.5,2.0,2.0,1.0,0.773,1.0,6.0,7.0,2.0,0.0,1.0,0.0,0.0,23.0,21.4,5.0,Home,W 125-116,240.0,49.0,89.0,0.551,38.0,59.0,0.644,11.0,30.0,0.367,16.0,19.0,0.842,125.0,42.0,98.0,0.429,26.0,51.0,0.51,16.0,47.0,0.34,16.0,24.0,0.667,116.0
1855,2022-01-14,Harrison Barnes,SAC,F,HOU,vs.,15.5,-109,18.54,3.04,15.5,16,o,0.53,1,Harrison Barnes,Harrison Barnes,29-229,F,SAC,Home,HOU,W,1.0,38.0,5.0,9.0,0.556,3.0,4.0,0.75,2.0,5.0,0.4,4.0,4.0,1.0,0.743,0.0,9.0,9.0,6.0,0.0,0.0,3.0,4.0,16.0,14.0,-0.6,Home,W 126-114,240.0,48.0,96.0,0.5,35.0,59.0,0.593,13.0,37.0,0.351,17.0,24.0,0.708,126.0,44.0,101.0,0.436,31.0,58.0,0.534,13.0,43.0,0.302,13.0,16.0,0.813,114.0
1856,2022-01-16,Harrison Barnes,SAC,F,HOU,vs.,15.5,-121,19.86,4.36,16.5,12,o,0.57,0,Harrison Barnes,Harrison Barnes,29-231,F,SAC,Home,HOU,L,1.0,32.0,2.0,7.0,0.286,1.0,2.0,0.5,1.0,5.0,0.2,7.0,7.0,1.0,0.595,0.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,12.0,11.6,-1.8,Home,L 112-118,240.0,41.0,91.0,0.451,29.0,53.0,0.547,12.0,38.0,0.316,18.0,24.0,0.75,112.0,41.0,76.0,0.539,25.0,36.0,0.694,16.0,40.0,0.4,20.0,24.0,0.833,118.0
1857,2022-01-22,Harrison Barnes,SAC,F,MIL,@,13.5,-113,15.7,2.2,13.5,29,o,0.59,1,Harrison Barnes,Harrison Barnes,29-237,F,SAC,Away,MIL,L,1.0,39.0,11.0,18.0,0.611,8.0,12.0,0.667,3.0,6.0,0.5,4.0,6.0,0.667,0.703,1.0,5.0,6.0,3.0,0.0,0.0,0.0,1.0,29.0,23.9,5.1,Away,L 127-133,240.0,51.0,97.0,0.526,36.0,60.0,0.6,15.0,37.0,0.405,10.0,16.0,0.625,127.0,45.0,91.0,0.495,24.0,49.0,0.49,21.0,42.0,0.5,22.0,25.0,0.88,133.0
1858,2021-10-28,Hassan Whiteside,UTH,C,HOU,@,8.5,-115,7.48,-1.02,8.5,10,u,0.42,0,Hassan Whiteside,Hassan Whiteside,32-137,C,UTA,Away,HOU,W,0.0,17.0,4.0,5.0,0.8,4.0,5.0,0.8,0.0,0.0,,2.0,2.0,1.0,0.85,2.0,4.0,6.0,0.0,0.0,1.0,2.0,4.0,10.0,7.8,0.1,Away,W 122-91,240.0,41.0,85.0,0.482,25.0,39.0,0.641,16.0,46.0,0.348,24.0,30.0,0.8,122.0,31.0,95.0,0.326,22.0,51.0,0.431,9.0,44.0,0.205,20.0,23.0,0.87,91.0
1859,2021-10-31,Hassan Whiteside,UTH,C,MIL,@,6.5,-105,5.1,-1.4,6.5,4,u,0.49,1,Hassan Whiteside,Hassan Whiteside,32-140,C,UTA,Away,MIL,W,0.0,17.0,2.0,5.0,0.4,2.0,5.0,0.4,0.0,0.0,,0.0,0.0,,0.4,2.0,7.0,9.0,1.0,0.0,2.0,1.0,1.0,4.0,5.5,-0.4,Away,W 107-95,240.0,35.0,75.0,0.467,23.0,38.0,0.605,12.0,37.0,0.324,25.0,27.0,0.926,107.0,39.0,96.0,0.406,27.0,55.0,0.491,12.0,41.0,0.293,5.0,6.0,0.833,95.0
1860,2021-11-09,Hassan Whiteside,UTH,C,ATL,vs.,6.5,-113,6.4,-0.1,6.5,8,u,0.44,0,Hassan Whiteside,Hassan Whiteside,32-149,C,UTA,Home,ATL,W,0.0,23.0,3.0,4.0,0.75,3.0,4.0,0.75,0.0,0.0,,2.0,2.0,1.0,0.82,2.0,6.0,8.0,1.0,0.0,1.0,4.0,4.0,8.0,5.4,-4.7,Home,W 110-98,240.0,41.0,81.0,0.506,26.0,43.0,0.605,15.0,38.0,0.395,13.0,16.0,0.813,110.0,37.0,85.0,0.435,19.0,50.0,0.38,18.0,35.0,0.514,6.0,10.0,0.6,98.0
1861,2021-11-11,Hassan Whiteside,UTH,C,IND,vs.,7.5,-120,7.21,-0.29,7.5,8,u,0.46,0,Hassan Whiteside,Hassan Whiteside,32-151,C,UTA,Home,IND,L,0.0,16.0,4.0,7.0,0.571,4.0,7.0,0.571,0.0,0.0,,0.0,4.0,0.0,0.457,4.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,8.0,7.1,-1.5,Home,L 100-111,240.0,39.0,83.0,0.47,30.0,51.0,0.588,9.0,32.0,0.281,13.0,23.0,0.565,100.0,43.0,96.0,0.448,32.0,65.0,0.492,11.0,31.0,0.355,14.0,19.0,0.737,111.0
1862,2021-11-16,Hassan Whiteside,UTH,C,PHI,vs.,6.5,-113,6.76,0.27,6.5,10,o,0.48,1,Hassan Whiteside,Hassan Whiteside,32-156,C,UTA,Home,PHI,W,0.0,17.0,5.0,8.0,0.625,5.0,8.0,0.625,0.0,0.0,,0.0,0.0,,0.625,1.0,4.0,5.0,0.0,0.0,2.0,1.0,2.0,10.0,7.9,0.1,Home,W 120-85,240.0,46.0,89.0,0.517,30.0,51.0,0.588,16.0,38.0,0.421,12.0,19.0,0.632,120.0,33.0,90.0,0.367,27.0,61.0,0.443,6.0,29.0,0.207,13.0,17.0,0.765,85.0
1863,2021-12-09,Hassan Whiteside,UTH,C,PHI,@,5.5,-110,6.77,1.27,5.5,14,o,0.56,1,Hassan Whiteside,Hassan Whiteside,32-179,C,UTA,Away,PHI,W,0.0,15.0,5.0,8.0,0.625,5.0,8.0,0.625,0.0,0.0,,4.0,5.0,0.8,0.686,6.0,4.0,10.0,1.0,0.0,2.0,1.0,0.0,14.0,16.5,16.8,Away,W 118-96,240.0,43.0,91.0,0.473,28.0,51.0,0.549,15.0,40.0,0.375,17.0,24.0,0.708,118.0,38.0,88.0,0.432,32.0,55.0,0.582,6.0,33.0,0.182,14.0,15.0,0.933,96.0
1864,2021-12-29,Hassan Whiteside,UTH,C,POR,@,9.5,-128,7.7,-1.8,9.5,15,u,0.58,0,Hassan Whiteside,Hassan Whiteside,32-199,C,UTA,Away,POR,W,0.0,19.0,6.0,9.0,0.667,6.0,9.0,0.667,0.0,0.0,,3.0,7.0,0.429,0.621,4.0,7.0,11.0,1.0,1.0,1.0,0.0,3.0,15.0,15.6,10.5,Away,W 120-105,240.0,46.0,87.0,0.529,38.0,58.0,0.655,8.0,29.0,0.276,20.0,32.0,0.625,120.0,37.0,88.0,0.42,23.0,48.0,0.479,14.0,40.0,0.35,17.0,24.0,0.708,105.0
1865,2021-12-31,Hassan Whiteside,UTH,C,MIN,vs.,9.5,-110,6.9,-2.6,9.5,2,u,0.57,1,Hassan Whiteside,Hassan Whiteside,32-201,C,UTA,Home,MIN,W,0.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.6,6.0,Home,W 120-108,240.0,37.0,78.0,0.474,26.0,49.0,0.531,11.0,29.0,0.379,35.0,41.0,0.854,120.0,40.0,93.0,0.43,26.0,52.0,0.5,14.0,41.0,0.341,14.0,22.0,0.636,108.0
1866,2022-01-07,Hassan Whiteside,UTH,C,TOR,@,16.5,-120,10.7,-5.8,16.5,7,u,0.61,1,Hassan Whiteside,Hassan Whiteside,32-208,C,UTA,Away,TOR,L,1.0,30.0,3.0,5.0,0.6,3.0,5.0,0.6,0.0,0.0,,1.0,2.0,0.5,0.595,1.0,6.0,7.0,1.0,0.0,2.0,1.0,5.0,7.0,5.9,-4.9,Away,L 108-122,240.0,39.0,81.0,0.481,22.0,43.0,0.512,17.0,38.0,0.447,13.0,18.0,0.722,108.0,45.0,100.0,0.45,33.0,59.0,0.559,12.0,41.0,0.293,20.0,25.0,0.8,122.0
1867,2022-01-10,Hassan Whiteside,UTH,C,DET,@,13.5,-128,7.72,-5.78,13.5,21,u,0.6,0,Hassan Whiteside,Hassan Whiteside,32-211,C,UTA,Away,DET,L,1.0,34.0,10.0,15.0,0.667,10.0,15.0,0.667,0.0,0.0,,1.0,2.0,0.5,0.661,4.0,10.0,14.0,1.0,2.0,3.0,1.0,2.0,21.0,22.9,5.3,Away,L 116-126,240.0,44.0,86.0,0.512,33.0,53.0,0.623,11.0,33.0,0.333,17.0,22.0,0.773,116.0,48.0,93.0,0.516,29.0,56.0,0.518,19.0,37.0,0.514,11.0,12.0,0.917,126.0
1868,2021-12-26,Hassani Gravett,ORL,G,MIA,@,8.5,-115,6.48,-2.02,8.5,12,u,0.57,0,Hassani Gravett,Hassani Gravett,25-163,G,ORL,Away,MIA,L,1.0,33.0,4.0,10.0,0.4,1.0,4.0,0.25,3.0,6.0,0.5,1.0,2.0,0.5,0.551,0.0,5.0,5.0,1.0,2.0,1.0,2.0,2.0,12.0,8.3,1.5,Away,L 83-93,240.0,31.0,72.0,0.431,21.0,40.0,0.525,10.0,32.0,0.313,11.0,17.0,0.647,83.0,36.0,89.0,0.404,26.0,55.0,0.473,10.0,34.0,0.294,11.0,18.0,0.611,93.0
1869,2021-10-30,Herbert Jones,NOR,F-G,NYK,vs.,7.5,-110,4.5,-3.0,7.5,12,u,0.45,0,Herbert Jones,Herbert Jones,23-024,F,NOP,Home,NYK,L,1.0,36.0,6.0,13.0,0.462,6.0,10.0,0.6,0.0,3.0,0.0,0.0,1.0,0.0,0.446,1.0,2.0,3.0,5.0,3.0,0.0,1.0,4.0,12.0,10.1,-3.5,Home,L 117-123,240.0,42.0,92.0,0.457,31.0,59.0,0.525,11.0,33.0,0.333,22.0,24.0,0.917,117.0,42.0,81.0,0.519,23.0,48.0,0.479,19.0,33.0,0.576,20.0,25.0,0.8,123.0
1870,2021-11-02,Herbert Jones,NOR,F-G,PHO,@,7.5,-107,5.6,-1.9,7.5,8,u,0.55,0,Herbert Jones,Herbert Jones,23-027,F,NOP,Away,PHO,L,1.0,19.0,4.0,5.0,0.8,4.0,5.0,0.8,0.0,0.0,,0.0,0.0,,0.8,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,9.2,4.2,Away,L 100-112,240.0,36.0,91.0,0.396,23.0,52.0,0.442,13.0,39.0,0.333,15.0,16.0,0.938,100.0,43.0,82.0,0.524,34.0,56.0,0.607,9.0,26.0,0.346,17.0,18.0,0.944,112.0
1871,2021-12-05,Herbert Jones,NOR,F-G,HOU,@,7.5,-127,8.6,1.1,7.5,5,o,0.53,0,Herbert Jones,Herbert Jones,23-060,F,NOP,Away,HOU,L,1.0,22.0,2.0,4.0,0.5,2.0,4.0,0.5,0.0,0.0,,1.0,1.0,1.0,0.563,1.0,0.0,1.0,0.0,1.0,3.0,2.0,6.0,5.0,2.4,-9.6,Away,L 108-118,240.0,40.0,94.0,0.426,30.0,56.0,0.536,10.0,38.0,0.263,18.0,25.0,0.72,108.0,39.0,79.0,0.494,22.0,39.0,0.564,17.0,40.0,0.425,23.0,29.0,0.793,118.0
1872,2021-12-23,Herbert Jones,NOR,F-G,ORL,@,9.5,-122,7.92,-1.58,9.5,8,u,0.61,1,Herbert Jones,Herbert Jones,23-078,F,NOP,Away,ORL,W,1.0,29.0,3.0,6.0,0.5,3.0,6.0,0.5,0.0,0.0,,2.0,2.0,1.0,0.581,3.0,3.0,6.0,1.0,1.0,1.0,2.0,3.0,8.0,7.2,-3.1,Away,W 110-104,240.0,37.0,86.0,0.43,24.0,56.0,0.429,13.0,30.0,0.433,23.0,26.0,0.885,110.0,38.0,88.0,0.432,29.0,56.0,0.518,9.0,32.0,0.281,19.0,21.0,0.905,104.0
1873,2021-12-28,Herbert Jones,NOR,F-G,CLE,vs.,11.5,-128,8.0,-3.5,11.0,26,u,0.58,0,Herbert Jones,Herbert Jones,23-083,F,NOP,Home,CLE,W,1.0,36.0,10.0,18.0,0.556,8.0,14.0,0.571,2.0,4.0,0.5,4.0,4.0,1.0,0.658,0.0,7.0,7.0,3.0,0.0,3.0,0.0,5.0,26.0,21.7,6.9,Home,W 108-104,240.0,36.0,80.0,0.45,20.0,44.0,0.455,16.0,36.0,0.444,20.0,26.0,0.769,108.0,37.0,88.0,0.42,23.0,47.0,0.489,14.0,41.0,0.341,16.0,19.0,0.842,104.0
1874,2022-01-01,Herbert Jones,NOR,F-G,MIL,@,10.5,-111,8.0,-2.5,10.5,14,u,0.57,0,Herbert Jones,Herbert Jones,23-087,F,NOP,Away,MIL,L,1.0,35.0,6.0,13.0,0.462,4.0,7.0,0.571,2.0,6.0,0.333,0.0,0.0,,0.538,2.0,4.0,6.0,3.0,3.0,3.0,3.0,2.0,14.0,13.3,0.8,Away,L 113-136,240.0,39.0,95.0,0.411,23.0,44.0,0.523,16.0,51.0,0.314,19.0,30.0,0.633,113.0,49.0,92.0,0.533,26.0,44.0,0.591,23.0,48.0,0.479,15.0,18.0,0.833,136.0
1875,2022-01-04,Herbert Jones,NOR,F-G,PHO,vs.,10.5,-120,8.55,-1.95,10.5,9,u,0.55,1,Herbert Jones,Herbert Jones,23-090,F,NOP,Home,PHO,L,1.0,34.0,3.0,7.0,0.429,2.0,4.0,0.5,1.0,3.0,0.333,2.0,2.0,1.0,0.571,2.0,2.0,4.0,5.0,1.0,2.0,0.0,3.0,9.0,12.0,3.6,Home,L 110-123,240.0,36.0,89.0,0.404,26.0,56.0,0.464,10.0,33.0,0.303,28.0,32.0,0.875,110.0,46.0,85.0,0.541,29.0,54.0,0.537,17.0,31.0,0.548,14.0,20.0,0.7,123.0
1876,2022-01-06,Herbert Jones,NOR,F-G,GSW,vs.,9.5,-105,9.17,-0.33,9.5,13,u,0.58,0,Herbert Jones,Herbert Jones,23-092,F,NOP,Home,GSW,W,1.0,37.0,4.0,8.0,0.5,4.0,8.0,0.5,0.0,0.0,,5.0,6.0,0.833,0.611,1.0,5.0,6.0,2.0,5.0,0.0,0.0,1.0,13.0,16.8,9.2,Home,W 101-96,240.0,35.0,83.0,0.422,27.0,49.0,0.551,8.0,34.0,0.235,23.0,29.0,0.793,101.0,37.0,87.0,0.425,30.0,54.0,0.556,7.0,33.0,0.212,15.0,18.0,0.833,96.0
1877,2022-01-15,Herbert Jones,NOR,F-G,BKN,@,11.5,-159,8.9,-2.6,10.5,13,u,0.53,0,Herbert Jones,Herbert Jones,23-101,F,NOP,Away,BRK,L,1.0,29.0,6.0,9.0,0.667,5.0,8.0,0.625,1.0,1.0,1.0,0.0,0.0,,0.722,1.0,3.0,4.0,3.0,0.0,0.0,0.0,5.0,13.0,10.8,-0.4,Away,L 105-120,240.0,40.0,87.0,0.46,31.0,56.0,0.554,9.0,31.0,0.29,16.0,24.0,0.667,105.0,46.0,84.0,0.548,34.0,57.0,0.596,12.0,27.0,0.444,16.0,17.0,0.941,120.0
1878,2022-01-20,Herbert Jones,NOR,F-G,NYK,@,11.5,-141,9.78,-1.72,11.5,11,u,0.6,1,Herbert Jones,Herbert Jones,23-106,F,NOP,Away,NYK,W,1.0,37.0,5.0,7.0,0.714,4.0,4.0,1.0,1.0,3.0,0.333,0.0,0.0,,0.786,1.0,3.0,4.0,4.0,3.0,0.0,2.0,3.0,11.0,12.3,5.0,Away,W 102-91,240.0,38.0,76.0,0.5,27.0,48.0,0.563,11.0,28.0,0.393,15.0,22.0,0.682,102.0,29.0,77.0,0.377,20.0,39.0,0.513,9.0,38.0,0.237,24.0,36.0,0.667,91.0
1879,2021-10-24,Immanuel Quickley,NYK,G,ORL,vs.,6.5,-125,9.23,2.73,6.5,0,o,0.43,0,Immanuel Quickley,Immanuel Quickley,22-129,G,NYK,Home,ORL,L,0.0,12.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.5,-17.4,Home,L 104-110,240.0,37.0,100.0,0.37,24.0,52.0,0.462,13.0,48.0,0.271,17.0,25.0,0.68,104.0,36.0,88.0,0.409,24.0,45.0,0.533,12.0,43.0,0.279,26.0,34.0,0.765,110.0
1880,2021-10-28,Immanuel Quickley,NYK,G,CHI,@,5.5,-120,8.98,3.48,5.5,2,o,0.42,0,Immanuel Quickley,Immanuel Quickley,22-133,G,NYK,Away,CHI,W,0.0,13.0,1.0,7.0,0.143,1.0,3.0,0.333,0.0,4.0,0.0,0.0,0.0,,0.143,0.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,-1.4,-18.1,Away,W 104-103,240.0,39.0,85.0,0.459,28.0,56.0,0.5,11.0,29.0,0.379,15.0,20.0,0.75,104.0,36.0,84.0,0.429,25.0,52.0,0.481,11.0,32.0,0.344,20.0,22.0,0.909,103.0
