,Date,Name,Team,Position,Opp,Home/Away,Line,Moneyline,Projection,Diff,Pick,Result,over_under,seven_day_accuracy,successful_pick
5468,2021-11-23,Kemba Walker,NYK,G,LAL,vs.,14.5,-120,15.55,1.05,14.5,6.0,o,0.49,0
5469,2021-11-26,Kemba Walker,NYK,G,PHO,vs.,11.5,-120,13.77,2.27,11.5,17.0,o,0.4,1
5470,2021-12-21,Kemba Walker,NYK,G,DET,vs.,20.5,-111,4.9,-15.6,20.5,21.0,u,0.63,0
5471,2021-12-23,Kemba Walker,NYK,G,WAS,vs.,19.5,-113,14.19,-5.31,19.5,44.0,u,0.61,0
5472,2021-12-25,Kemba Walker,NYK,G,ATL,vs.,21.5,-121,15.83,-5.67,21.5,10.0,u,0.6,1
5473,2021-12-28,Kemba Walker,NYK,G,MIN,@,19.5,-125,16.3,-3.2,19.5,10.0,u,0.58,1
5474,2021-12-29,Kemba Walker,NYK,G,DET,@,17.5,-110,16.8,-0.7,17.5,2.0,u,0.58,1
5475,2021-12-31,Kemba Walker,NYK,G,OKC,@,19.5,-120,16.3,-3.2,19.5,0.0,u,0.57,1
5476,2022-01-20,Kemba Walker,NYK,G,NOR,vs.,14.5,-120,16.71,2.21,14.5,5.0,o,0.6,0
5477,2022-01-24,Kemba Walker,NYK,G,CLE,@,13.5,-114,12.7,-0.8,13.5,8.0,u,0.51,1
5478,2021-10-24,Kenrich Williams,OKC,G,PHI,vs.,6.5,-110,6.66,0.16,6.5,8.0,o,0.43,1
5479,2021-10-26,Kenrich Williams,OKC,G,GSW,vs.,7.5,-115,7.14,-0.36,7.5,9.0,u,0.43,0
5480,2021-10-27,Kenrich Williams,OKC,G,LAL,vs.,8.5,-128,6.5,-2.0,8.5,5.0,u,0.45,1
5481,2021-10-30,Kenrich Williams,OKC,G,GSW,@,7.5,-120,7.24,-0.27,7.5,0.0,u,0.45,1
5482,2021-11-04,Kenrich Williams,OKC,G,LAL,@,7.5,-125,6.64,-0.86,7.5,13.0,u,0.53,0
5483,2021-11-10,Kenrich Williams,OKC,G,NOR,@,7.5,100,7.52,0.02,7.5,4.0,o,0.45,0
5484,2021-11-12,Kenrich Williams,OKC,G,SAC,vs.,7.5,-125,7.49,-0.01,7.5,9.0,u,0.46,0
5485,2021-11-17,Kenrich Williams,OKC,G,HOU,vs.,6.5,-113,7.39,0.89,6.5,0.0,o,0.5,0
5486,2021-11-19,Kenrich Williams,OKC,G,MIL,@,6.5,-105,6.95,0.45,6.5,7.0,o,0.56,1
5487,2021-11-20,Kenrich Williams,OKC,G,BOS,@,5.5,-128,6.41,0.91,5.5,7.0,o,0.56,1
5488,2021-11-24,Kenrich Williams,OKC,G,UTH,vs.,6.5,-128,6.28,-0.23,6.5,12.0,u,0.46,0
5489,2021-12-08,Kenrich Williams,OKC,G,TOR,@,7.5,-120,6.3,-1.2,7.5,9.0,u,0.55,0
5490,2021-12-10,Kenrich Williams,OKC,G,LAL,vs.,7.5,-115,7.69,0.19,7.5,0.0,o,0.51,0
5491,2021-12-12,Kenrich Williams,OKC,G,DAL,vs.,6.5,-125,6.94,0.44,6.5,2.0,o,0.48,0
5492,2021-12-20,Kenrich Williams,OKC,G,MEM,@,7.5,-125,7.36,-0.14,7.5,13.0,u,0.66,0
5493,2021-12-23,Kenrich Williams,OKC,G,PHO,@,7.5,-120,6.75,-0.75,7.5,7.0,u,0.61,1
5494,2021-12-26,Kenrich Williams,OKC,G,NOR,vs.,7.5,-115,7.33,-0.17,7.5,10.0,u,0.57,0
5495,2021-12-28,Kenrich Williams,OKC,G,SAC,@,9.5,-115,11.7,2.2,9.5,7.0,o,0.58,0
5496,2022-01-02,Kenrich Williams,OKC,G,DAL,vs.,8.5,-110,7.9,-0.6,8.5,9.0,u,0.56,0
5497,2022-01-07,Kenrich Williams,OKC,G,MIN,vs.,6.5,-115,7.33,0.83,6.5,5.0,o,0.61,0
5498,2022-01-09,Kenrich Williams,OKC,G,DEN,vs.,5.5,-120,6.1,0.6,5.5,8.0,o,0.61,1
5499,2022-01-24,Kenrich Williams,OKC,G,CHI,vs.,7.5,-120,5.0,-2.5,7.5,6.0,u,0.51,1
5500,2021-10-19,Kent Bazemore,LAL,G,GSW,vs.,9.5,-125,6.86,-2.64,9.5,8.0,u,0.5,1
5501,2021-10-22,Kent Bazemore,LAL,G,PHO,vs.,9.5,-125,6.5,-3.0,9.5,4.0,u,0.47,1
5502,2021-10-24,Kent Bazemore,LAL,G,MEM,vs.,8.5,-113,6.85,-1.65,8.5,11.0,u,0.43,0
5503,2021-10-26,Kent Bazemore,LAL,G,SAS,@,9.5,-120,6.85,-2.65,9.5,5.0,u,0.43,1
5504,2021-10-27,Kent Bazemore,LAL,G,OKC,@,9.5,105,7.04,-2.46,9.5,11.0,u,0.45,0
5505,2021-10-29,Kent Bazemore,LAL,G,CLE,vs.,9.5,-128,6.82,-2.68,9.5,4.0,u,0.45,1
5506,2021-10-31,Kent Bazemore,LAL,G,HOU,vs.,9.5,-128,7.18,-2.32,9.5,9.0,u,0.49,1
5507,2021-11-02,Kent Bazemore,LAL,G,HOU,vs.,8.5,-115,7.22,-1.28,8.5,7.0,u,0.55,1
5508,2021-11-04,Kent Bazemore,LAL,G,OKC,vs.,9.5,-113,7.12,-2.38,9.5,2.0,u,0.53,1
5509,2021-11-06,Kent Bazemore,LAL,G,POR,@,8.5,-125,6.98,-1.52,8.5,4.0,u,0.48,1
5510,2021-11-08,Kent Bazemore,LAL,G,CHA,vs.,7.5,-130,7.6,0.1,7.5,0.0,o,0.44,0
5511,2021-11-10,Kent Bazemore,LAL,G,MIA,vs.,7.5,-110,6.3,-1.2,7.5,2.0,u,0.45,1
5512,2021-11-12,Kent Bazemore,LAL,G,MIN,vs.,6.5,-113,6.88,0.38,6.5,0.0,o,0.46,0
5513,2021-10-20,Kentavious Caldwell-Pope,WAS,G,TOR,@,9.5,-113,11.41,1.91,9.5,5.0,o,0.33,0
5514,2021-10-22,Kentavious Caldwell-Pope,WAS,G,IND,vs.,10.5,100,12.0,1.5,10.5,7.0,o,0.47,0
5515,2021-10-25,Kentavious Caldwell-Pope,WAS,G,BKN,@,8.5,-105,11.49,2.99,8.5,11.0,o,0.45,1
5516,2021-10-27,Kentavious Caldwell-Pope,WAS,G,BOS,@,8.5,-110,10.8,2.3,8.5,11.0,o,0.45,1
5517,2021-10-28,Kentavious Caldwell-Pope,WAS,G,ATL,vs.,8.5,100,10.46,1.96,8.5,21.0,o,0.42,1
5518,2021-10-30,Kentavious Caldwell-Pope,WAS,G,BOS,vs.,9.5,105,11.85,2.35,9.5,2.0,o,0.45,0
5519,2021-11-01,Kentavious Caldwell-Pope,WAS,G,ATL,@,8.5,100,11.37,2.87,8.5,11.0,o,0.52,1
5520,2021-11-03,Kentavious Caldwell-Pope,WAS,G,TOR,vs.,8.5,-127,11.92,3.42,8.5,8.0,o,0.55,0
5521,2021-11-05,Kentavious Caldwell-Pope,WAS,G,MEM,vs.,9.5,-110,12.42,2.92,9.5,12.0,o,0.49,1
5522,2021-11-07,Kentavious Caldwell-Pope,WAS,G,MIL,vs.,9.5,-106,12.31,2.81,9.5,5.0,o,0.46,0
5523,2021-11-10,Kentavious Caldwell-Pope,WAS,G,CLE,@,8.5,-127,10.2,1.7,8.5,5.0,o,0.45,0
5524,2021-11-13,Kentavious Caldwell-Pope,WAS,G,ORL,@,10.5,-121,13.6,3.1,10.5,10.0,o,0.49,0
5525,2021-11-15,Kentavious Caldwell-Pope,WAS,G,NOR,vs.,10.5,-125,12.0,1.5,10.5,18.0,o,0.47,1
5526,2021-11-17,Kentavious Caldwell-Pope,WAS,G,CHA,@,9.5,-113,12.79,3.29,9.5,3.0,o,0.5,0
5527,2021-11-18,Kentavious Caldwell-Pope,WAS,G,MIA,@,9.5,-127,10.09,0.59,9.5,8.0,o,0.55,0
5528,2021-11-20,Kentavious Caldwell-Pope,WAS,G,MIA,vs.,9.5,105,11.12,1.62,9.5,16.0,o,0.56,1
5529,2021-11-22,Kentavious Caldwell-Pope,WAS,G,CHA,vs.,9.5,-103,12.67,3.17,9.5,17.0,o,0.53,1
5530,2021-11-24,Kentavious Caldwell-Pope,WAS,G,NOR,@,9.5,-113,10.4,0.9,9.5,9.0,o,0.46,0
5531,2021-11-26,Kentavious Caldwell-Pope,WAS,G,OKC,@,9.5,-105,10.74,1.24,9.5,20.0,o,0.4,1
5532,2021-11-27,Kentavious Caldwell-Pope,WAS,G,DAL,@,10.5,-113,10.12,-0.38,10.5,16.0,u,0.42,0
5533,2021-11-29,Kentavious Caldwell-Pope,WAS,G,SAS,@,10.5,100,10.9,0.4,10.5,17.0,o,0.49,1
5534,2021-12-01,Kentavious Caldwell-Pope,WAS,G,MIN,vs.,10.5,-121,11.65,1.15,10.5,14.0,o,0.49,1
5535,2021-12-03,Kentavious Caldwell-Pope,WAS,G,CLE,vs.,10.5,-113,10.9,0.4,10.5,4.0,o,0.55,0
5536,2021-12-05,Kentavious Caldwell-Pope,WAS,G,TOR,@,10.5,-125,9.2,-1.3,10.5,26.0,u,0.53,0
5537,2021-12-06,Kentavious Caldwell-Pope,WAS,G,IND,@,11.5,-113,10.51,-0.99,11.5,8.0,u,0.51,1
5538,2021-12-08,Kentavious Caldwell-Pope,WAS,G,DET,@,11.5,-122,11.2,-0.3,11.5,13.0,u,0.55,0
5539,2021-12-11,Kentavious Caldwell-Pope,WAS,G,UTH,vs.,12.5,-120,10.9,-1.6,12.5,0.0,u,0.51,1
5540,2021-12-13,Kentavious Caldwell-Pope,WAS,G,DEN,@,11.5,-105,11.3,-0.2,11.5,13.0,u,0.49,0
5541,2021-12-15,Kentavious Caldwell-Pope,WAS,G,SAC,@,11.5,-120,12.99,1.5,11.5,10.0,o,0.57,0
5542,2021-12-16,Kentavious Caldwell-Pope,WAS,G,PHO,@,11.5,-113,10.8,-0.7,11.5,9.0,u,0.56,1
5543,2021-12-18,Kentavious Caldwell-Pope,WAS,G,UTH,@,11.5,-125,10.7,-0.8,11.5,13.0,u,0.59,0
5544,2021-12-30,Kentavious Caldwell-Pope,WAS,G,CLE,vs.,12.5,-105,11.22,-1.28,12.5,12.0,u,0.57,1
5545,2022-01-01,Kentavious Caldwell-Pope,WAS,G,CHI,vs.,12.5,-105,11.8,-0.7,12.5,13.0,u,0.57,0
5546,2022-01-03,Kentavious Caldwell-Pope,WAS,G,CHA,vs.,13.5,-113,13.51,0.01,13.5,5.0,o,0.57,0
5547,2022-01-05,Kentavious Caldwell-Pope,WAS,G,HOU,vs.,13.5,-128,11.3,-2.2,13.5,26.0,u,0.56,0
5548,2022-01-07,Kentavious Caldwell-Pope,WAS,G,CHI,@,12.5,-105,12.05,-0.45,12.5,14.0,u,0.61,0
5549,2022-01-09,Kentavious Caldwell-Pope,WAS,G,ORL,@,12.5,-128,11.3,-1.2,12.5,14.0,u,0.61,0
5550,2022-01-11,Kentavious Caldwell-Pope,WAS,G,OKC,vs.,13.5,-125,11.9,-1.6,13.5,16.0,u,0.57,0
5551,2022-01-12,Kentavious Caldwell-Pope,WAS,G,ORL,vs.,12.5,100,12.0,-0.5,12.5,12.0,u,0.55,1
5552,2022-01-15,Kentavious Caldwell-Pope,WAS,G,POR,vs.,13.5,-125,11.6,-1.9,13.5,8.0,u,0.53,1
5553,2022-01-17,Kentavious Caldwell-Pope,WAS,G,PHI,vs.,10.5,-110,11.79,1.29,10.5,14.0,o,0.58,1
5554,2022-01-19,Kentavious Caldwell-Pope,WAS,G,BKN,vs.,11.5,-113,11.4,-0.1,11.5,9.0,u,0.62,1
5555,2022-01-21,Kentavious Caldwell-Pope,WAS,G,TOR,vs.,11.5,-118,12.0,0.5,11.5,10.0,o,0.59,0
5556,2022-01-23,Kentavious Caldwell-Pope,WAS,G,BOS,vs.,10.5,-125,11.0,0.5,10.5,8.0,o,0.55,0
5557,2022-01-25,Kentavious Caldwell-Pope,WAS,G,LAC,vs.,10.5,-125,11.0,0.5,10.5,12.0,o,0.48,1
5558,2021-12-16,Kessler Edwards,BKN,F,PHI,vs.,9.5,-105,16.3,6.8,9.5,9.0,o,0.56,0
5559,2021-12-18,Kessler Edwards,BKN,F,ORL,vs.,14.5,-125,15.7,1.2,14.5,9.0,o,0.59,0
5560,2022-01-13,Kessler Edwards,BKN,F,OKC,vs.,11.5,-106,9.5,-2.0,11.5,9.0,u,0.54,1
5561,2022-01-15,Kessler Edwards,BKN,F,NOR,vs.,8.5,-105,7.2,-1.3,8.5,16.0,u,0.53,0
5562,2022-01-17,Kessler Edwards,BKN,F,CLE,@,9.5,-125,7.94,-1.56,9.5,11.0,u,0.58,0
5563,2022-01-19,Kessler Edwards,BKN,F,WAS,@,9.5,-112,9.6,0.1,9.5,5.0,o,0.62,0
5564,2022-01-21,Kessler Edwards,BKN,F,SAS,@,9.5,-110,9.9,0.4,9.5,5.0,o,0.59,0
5565,2022-01-23,Kessler Edwards,BKN,F,MIN,@,9.5,-110,10.3,0.8,9.5,15.0,o,0.55,1
5566,2022-01-25,Kessler Edwards,BKN,F,LAL,vs.,10.5,-105,11.3,0.8,10.5,5.0,o,0.48,0
5567,2022-01-26,Kessler Edwards,BKN,F,DEN,vs.,9.5,-113,11.5,2.0,9.5,,o,0.43,0
5568,2021-10-19,Kevin Durant,BKN,F,MIL,@,31.5,-116,29.52,-1.98,31.5,32.0,u,0.5,0
5569,2021-10-22,Kevin Durant,BKN,F,PHI,@,29.5,-113,27.03,-2.47,29.5,29.0,u,0.47,1
5570,2021-10-24,Kevin Durant,BKN,F,CHA,vs.,30.5,-111,27.58,-2.92,30.5,38.0,u,0.43,0
5571,2021-10-25,Kevin Durant,BKN,F,WAS,vs.,30.5,-125,29.1,-1.4,30.5,25.0,u,0.45,1
5572,2021-10-29,Kevin Durant,BKN,F,IND,vs.,29.5,-118,29.54,0.04,29.5,22.0,o,0.45,0
5573,2021-10-31,Kevin Durant,BKN,F,DET,vs.,28.5,-115,23.95,-4.55,28.5,23.0,u,0.49,1
5574,2021-11-03,Kevin Durant,BKN,F,ATL,vs.,27.5,-107,27.3,-0.2,27.5,32.0,u,0.55,0
5575,2021-11-05,Kevin Durant,BKN,F,DET,@,27.5,-118,27.68,0.18,27.5,29.0,o,0.49,1
5576,2021-11-07,Kevin Durant,BKN,F,TOR,@,28.5,-115,27.0,-1.5,28.5,31.0,u,0.46,0
5577,2021-11-08,Kevin Durant,BKN,F,CHI,@,28.5,-113,26.72,-1.78,28.5,38.0,u,0.44,0
5578,2021-11-10,Kevin Durant,BKN,F,ORL,@,28.5,105,28.23,-0.27,28.5,30.0,u,0.45,0
5579,2021-11-12,Kevin Durant,BKN,F,NOR,@,28.5,-125,29.6,1.1,28.5,28.0,o,0.46,0
5580,2021-11-14,Kevin Durant,BKN,F,OKC,@,30.5,-118,28.3,-2.2,30.5,33.0,u,0.47,0
5581,2021-11-16,Kevin Durant,BKN,F,GSW,vs.,30.5,-107,28.72,-1.78,30.5,19.0,u,0.48,1
5582,2021-11-17,Kevin Durant,BKN,F,CLE,vs.,29.5,-113,24.95,-4.55,29.5,23.0,u,0.5,1
5583,2021-11-22,Kevin Durant,BKN,F,CLE,@,28.5,-113,26.48,-2.02,28.5,27.0,u,0.53,1
5584,2021-11-24,Kevin Durant,BKN,F,BOS,@,27.5,-120,29.97,2.47,27.5,21.0,o,0.46,0
5585,2021-11-27,Kevin Durant,BKN,F,PHO,vs.,26.5,-134,29.52,3.02,26.5,39.0,o,0.42,1
5586,2021-11-30,Kevin Durant,BKN,F,NYK,vs.,28.5,-110,28.82,0.32,28.5,27.0,o,0.51,0
5587,2021-12-03,Kevin Durant,BKN,F,MIN,vs.,28.5,-114,29.93,1.43,28.5,30.0,o,0.55,1
5588,2021-12-04,Kevin Durant,BKN,F,CHI,vs.,28.5,-121,29.06,0.56,28.5,28.0,o,0.55,0
5589,2021-12-07,Kevin Durant,BKN,F,DAL,@,27.5,-120,30.52,3.02,27.5,24.0,o,0.52,0
5590,2021-12-10,Kevin Durant,BKN,F,ATL,@,27.5,-115,31.33,3.83,27.5,31.0,o,0.51,1
5591,2021-12-12,Kevin Durant,BKN,F,DET,@,28.5,-148,30.02,1.52,28.5,51.0,o,0.48,1
5592,2021-12-14,Kevin Durant,BKN,F,TOR,vs.,28.5,-113,30.18,1.68,28.5,34.0,o,0.53,1
5593,2021-12-16,Kevin Durant,BKN,F,PHI,vs.,33.5,-122,33.4,-0.1,33.5,34.0,u,0.56,0
5594,2021-12-30,Kevin Durant,BKN,F,PHI,vs.,26.5,110,26.0,-0.5,26.5,33.0,u,0.57,0
5595,2022-01-01,Kevin Durant,BKN,F,LAC,vs.,28.5,-115,27.5,-1.0,28.5,28.0,u,0.57,1
5596,2022-01-03,Kevin Durant,BKN,F,MEM,vs.,30.5,-113,30.92,0.42,30.5,26.0,o,0.57,0
5597,2022-01-05,Kevin Durant,BKN,F,IND,@,26.5,-120,28.2,1.7,26.5,39.0,o,0.56,1
5598,2022-01-07,Kevin Durant,BKN,F,MIL,vs.,30.5,-115,31.53,1.03,30.5,29.0,o,0.61,0
5599,2022-01-09,Kevin Durant,BKN,F,SAS,vs.,32.5,-115,29.9,-2.6,32.5,28.0,u,0.61,1
5600,2022-01-10,Kevin Durant,BKN,F,POR,@,29.5,-115,31.7,2.2,29.5,28.0,o,0.6,0
5601,2022-01-12,Kevin Durant,BKN,F,CHI,@,30.5,-105,28.7,-1.8,30.5,27.0,u,0.55,1
5602,2022-01-15,Kevin Durant,BKN,F,NOR,vs.,29.5,-115,30.0,0.5,29.5,12.0,o,0.53,0
5603,2021-10-21,Kevin Huerter,ATL,G,DAL,vs.,9.5,-105,9.55,0.05,9.5,6.0,o,0.47,0
5604,2021-10-27,Kevin Huerter,ATL,G,NOR,@,8.5,100,8.6,0.1,8.5,2.0,o,0.45,0
5605,2021-10-30,Kevin Huerter,ATL,G,PHI,@,6.5,-133,8.69,2.19,6.5,3.0,o,0.45,0
5606,2021-11-01,Kevin Huerter,ATL,G,WAS,vs.,6.5,-105,9.51,3.01,6.5,0.0,o,0.52,0
5607,2021-11-04,Kevin Huerter,ATL,G,UTH,vs.,7.5,-130,8.18,0.68,7.5,6.0,o,0.53,0
5608,2021-11-06,Kevin Huerter,ATL,G,PHO,@,7.5,100,8.25,0.75,7.5,7.0,o,0.48,0
5609,2021-11-08,Kevin Huerter,ATL,G,GSW,@,6.5,-115,7.99,1.49,6.5,11.0,o,0.44,1
5610,2021-11-09,Kevin Huerter,ATL,G,UTH,@,7.5,-128,10.3,2.8,7.5,28.0,o,0.44,1
5611,2021-11-14,Kevin Huerter,ATL,G,MIL,vs.,11.5,-113,8.5,-3.0,11.5,11.0,u,0.47,1
5612,2021-11-15,Kevin Huerter,ATL,G,ORL,vs.,11.5,-105,9.79,-1.71,11.5,4.0,u,0.47,1
5613,2021-11-20,Kevin Huerter,ATL,G,CHA,vs.,11.5,-111,11.21,-0.29,11.5,17.0,u,0.56,0
5614,2021-11-22,Kevin Huerter,ATL,G,OKC,vs.,12.5,-120,8.64,-3.86,12.5,13.0,u,0.53,0
5615,2021-11-26,Kevin Huerter,ATL,G,MEM,@,11.5,-113,11.01,-0.49,11.5,7.0,u,0.4,1
5616,2021-11-27,Kevin Huerter,ATL,G,NYK,vs.,10.5,-105,9.81,-0.69,10.5,8.0,u,0.42,1
5617,2021-12-01,Kevin Huerter,ATL,G,IND,@,12.5,-128,10.89,-1.61,12.5,19.0,u,0.49,0
5618,2021-12-03,Kevin Huerter,ATL,G,PHI,vs.,12.5,-113,10.8,-1.7,12.5,12.0,u,0.55,1
5619,2021-12-05,Kevin Huerter,ATL,G,CHA,vs.,12.5,-121,12.9,0.4,12.5,28.0,o,0.53,1
5620,2021-12-06,Kevin Huerter,ATL,G,MIN,@,12.5,-105,11.2,-1.3,12.5,10.0,u,0.51,1
5621,2021-12-10,Kevin Huerter,ATL,G,BKN,vs.,12.5,-105,11.73,-0.77,12.5,19.0,u,0.51,0
5622,2021-12-13,Kevin Huerter,ATL,G,HOU,vs.,13.5,-127,12.09,-1.41,13.5,5.0,u,0.49,1
5623,2021-12-15,Kevin Huerter,ATL,G,ORL,@,12.5,-125,11.84,-0.66,12.5,7.0,u,0.57,1
5624,2021-12-17,Kevin Huerter,ATL,G,DEN,vs.,12.5,-127,11.47,-1.03,12.5,7.0,u,0.57,1
5625,2021-12-22,Kevin Huerter,ATL,G,ORL,vs.,15.5,-121,13.4,-2.1,15.5,0.0,u,0.6,1
5626,2022-01-03,Kevin Huerter,ATL,G,POR,@,11.5,-117,12.11,0.61,11.5,18.0,o,0.57,1
5627,2022-01-05,Kevin Huerter,ATL,G,SAC,@,15.5,-125,12.3,-3.2,15.5,25.0,u,0.56,0
5628,2022-01-07,Kevin Huerter,ATL,G,LAL,@,13.5,-130,10.6,-2.9,13.5,16.0,u,0.61,0
5629,2022-01-09,Kevin Huerter,ATL,G,LAC,@,12.5,-105,11.0,-1.5,12.5,11.0,u,0.61,1
5630,2022-01-14,Kevin Huerter,ATL,G,MIA,@,10.5,-125,10.85,0.35,10.5,15.0,o,0.53,1
5631,2022-01-15,Kevin Huerter,ATL,G,NYK,vs.,13.5,-130,10.3,-3.2,13.5,6.0,u,0.53,1
5632,2022-01-17,Kevin Huerter,ATL,G,MIL,vs.,12.5,100,11.14,-1.36,12.5,13.0,u,0.58,0
5633,2022-01-19,Kevin Huerter,ATL,G,MIN,vs.,13.5,-110,12.7,-0.8,13.5,12.0,u,0.62,1
5634,2022-01-21,Kevin Huerter,ATL,G,MIA,vs.,13.5,-105,11.38,-2.12,13.5,21.0,u,0.59,0
5635,2022-01-23,Kevin Huerter,ATL,G,CHA,@,13.5,-120,11.4,-2.1,13.5,11.0,u,0.55,1
5636,2022-01-26,Kevin Huerter,ATL,G,SAC,vs.,12.5,-109,11.4,-1.1,12.5,,u,0.43,0
5637,2021-12-14,Kevin Knox,NYK,F,GSW,vs.,11.5,-115,3.21,-8.29,11.5,9.0,u,0.53,1
5638,2021-10-27,Kevin Love,CLE,F,LAC,@,9.5,-111,9.9,0.4,9.5,10.0,o,0.45,1
5639,2021-10-29,Kevin Love,CLE,F,LAL,@,11.5,-128,10.93,-0.57,11.5,4.0,u,0.45,1
5640,2021-10-30,Kevin Love,CLE,F,PHO,@,9.5,-107,10.33,0.83,9.5,11.0,o,0.45,1
5641,2021-11-29,Kevin Love,CLE,F,DAL,@,10.5,-110,10.89,0.4,10.5,10.0,o,0.49,0
5642,2021-12-01,Kevin Love,CLE,F,MIA,@,9.5,-115,10.49,0.99,9.5,22.0,o,0.49,1
5643,2021-12-03,Kevin Love,CLE,F,WAS,@,10.5,-110,11.0,0.5,10.5,13.0,o,0.55,1
5644,2021-12-06,Kevin Love,CLE,F,MIL,@,9.5,-115,10.42,0.92,9.5,15.0,o,0.51,1
5645,2021-12-08,Kevin Love,CLE,F,CHI,vs.,9.5,-115,10.8,1.3,9.5,11.0,o,0.55,1
5646,2021-12-10,Kevin Love,CLE,F,MIN,@,10.5,100,11.46,0.96,10.5,18.0,o,0.51,1
5647,2021-12-11,Kevin Love,CLE,F,SAC,vs.,10.5,-105,11.0,0.5,10.5,11.0,o,0.51,1
5648,2021-12-13,Kevin Love,CLE,F,MIA,vs.,9.5,-125,10.81,1.31,9.5,23.0,o,0.49,1
5649,2021-12-15,Kevin Love,CLE,F,HOU,vs.,13.5,-105,12.46,-1.04,13.5,15.0,u,0.57,0
5650,2021-12-22,Kevin Love,CLE,F,BOS,@,14.5,100,17.3,2.8,14.5,18.0,o,0.6,1
5651,2022-01-02,Kevin Love,CLE,F,IND,vs.,19.5,-109,15.0,-4.5,19.5,20.0,u,0.56,0
5652,2022-01-04,Kevin Love,CLE,F,MEM,vs.,18.5,-103,15.05,-3.45,18.5,18.0,u,0.55,1
5653,2022-01-07,Kevin Love,CLE,F,POR,@,17.5,-105,16.0,-1.5,17.5,8.0,u,0.61,1
5654,2022-01-09,Kevin Love,CLE,F,GSW,@,16.5,-115,14.22,-2.27,16.5,2.0,u,0.61,1
5655,2022-01-10,Kevin Love,CLE,F,SAC,@,15.5,-115,14.55,-0.95,15.5,18.0,u,0.6,0
5656,2022-01-12,Kevin Love,CLE,F,UTH,@,14.5,-105,14.9,0.4,14.5,16.0,o,0.55,1
5657,2022-01-14,Kevin Love,CLE,F,SAS,@,14.5,110,14.54,0.04,14.5,7.0,o,0.53,0
5658,2022-01-15,Kevin Love,CLE,F,OKC,@,12.5,-120,13.5,1.0,12.5,13.0,o,0.53,1
5659,2022-01-17,Kevin Love,CLE,F,BKN,vs.,14.5,-111,13.32,-1.18,14.5,14.0,u,0.58,1
5660,2022-01-19,Kevin Love,CLE,F,CHI,@,13.5,-105,14.1,0.6,13.5,13.0,o,0.62,0
5661,2022-01-22,Kevin Love,CLE,F,OKC,vs.,13.5,100,12.1,-1.4,13.5,6.0,u,0.59,1
5662,2022-01-26,Kevin Love,CLE,F,MIL,vs.,14.5,-105,14.2,-0.3,14.5,,u,0.43,0
5663,2022-01-02,Kevin Pangos,CLE,G,IND,vs.,7.5,-105,6.5,-1.0,7.5,7.0,u,0.56,1
5664,2021-10-20,Kevin Porter,HOU,G,MIN,@,17.5,-105,17.56,0.06,17.5,11.0,o,0.33,0
5665,2021-10-22,Kevin Porter,HOU,G,OKC,vs.,15.5,-113,16.64,1.14,15.5,18.0,o,0.47,1
5666,2021-10-24,Kevin Porter,HOU,G,BOS,vs.,14.5,-127,15.85,1.34,14.5,15.0,o,0.43,1
5667,2021-10-26,Kevin Porter,HOU,G,DAL,@,15.5,-117,13.58,-1.92,15.5,13.0,u,0.43,1
5668,2021-10-28,Kevin Porter,HOU,G,UTH,vs.,15.5,-105,15.81,0.32,15.5,5.0,o,0.42,0
5669,2021-10-31,Kevin Porter,HOU,G,LAL,@,14.5,-120,12.78,-1.72,14.5,13.0,u,0.49,1
5670,2021-11-02,Kevin Porter,HOU,G,LAL,@,14.5,-110,13.07,-1.43,14.5,11.0,u,0.55,1
5671,2021-11-04,Kevin Porter,HOU,G,PHO,@,15.5,-120,13.38,-2.13,15.5,20.0,u,0.53,0
5672,2021-11-06,Kevin Porter,HOU,G,DEN,@,15.5,-120,14.4,-1.1,15.5,6.0,u,0.48,1
5673,2021-11-07,Kevin Porter,HOU,G,GSW,@,15.5,-105,13.47,-2.03,15.5,11.0,u,0.46,1
5674,2021-11-10,Kevin Porter,HOU,G,DET,vs.,14.5,-115,15.8,1.3,14.5,18.0,o,0.45,1
5675,2021-11-12,Kevin Porter,HOU,G,POR,vs.,14.5,-125,16.8,2.3,14.5,18.0,o,0.46,1
5676,2021-11-14,Kevin Porter,HOU,G,PHO,vs.,14.5,-113,16.44,1.94,14.5,12.0,o,0.47,0
5677,2021-11-15,Kevin Porter,HOU,G,MEM,@,13.5,-122,13.96,0.46,13.5,7.0,o,0.47,0
5678,2021-11-24,Kevin Porter,HOU,G,CHI,vs.,13.5,-118,15.01,1.51,13.5,14.0,o,0.46,1
5679,2021-11-27,Kevin Porter,HOU,G,CHA,vs.,14.5,-122,16.89,2.39,14.5,23.0,o,0.42,1
5680,2021-11-29,Kevin Porter,HOU,G,OKC,vs.,16.5,-113,16.71,0.21,16.5,11.0,o,0.49,0
5681,2021-12-01,Kevin Porter,HOU,G,OKC,@,15.5,-105,16.81,1.31,15.5,10.0,o,0.49,0
5682,2021-12-28,Kevin Porter,HOU,G,LAL,vs.,12.5,-113,16.6,4.1,12.5,22.0,o,0.58,1
5683,2021-12-31,Kevin Porter,HOU,G,MIA,vs.,15.5,-110,14.52,-0.98,15.5,7.0,u,0.57,1
5684,2022-01-01,Kevin Porter,HOU,G,DEN,vs.,16.5,-125,14.9,-1.6,16.5,8.0,u,0.57,1
