,Date,Name,Team,Position,Opp,Home/Away,Line,Moneyline,Projection,Diff,Pick,Result,over_under,seven_day_accuracy,successful_pick
2296,2021-11-29,Derrick White,SAS,G,WAS,vs.,13.5,-113,15.45,1.95,13.5,24.0,o,0.49,1
2297,2021-12-02,Derrick White,SAS,G,POR,@,13.5,-113,15.0,1.5,13.5,12.0,o,0.54,0
2298,2021-12-04,Derrick White,SAS,G,GSW,@,13.5,-120,14.39,0.89,13.5,25.0,o,0.55,1
2299,2021-12-06,Derrick White,SAS,G,PHO,@,13.5,-120,14.6,1.1,13.5,12.0,o,0.51,0
2300,2021-12-07,Derrick White,SAS,G,NYK,vs.,13.5,-115,14.97,1.47,13.5,26.0,o,0.52,1
2301,2021-12-09,Derrick White,SAS,G,DEN,vs.,15.5,-125,15.1,-0.4,15.5,23.0,u,0.56,0
2302,2021-12-11,Derrick White,SAS,G,DEN,vs.,15.5,-110,14.1,-1.4,15.5,10.0,u,0.51,1
2303,2021-12-12,Derrick White,SAS,G,NOR,vs.,14.5,-120,15.05,0.55,14.5,24.0,o,0.48,1
2304,2021-12-15,Derrick White,SAS,G,CHA,vs.,16.5,-113,16.98,0.48,16.5,18.0,o,0.57,1
2305,2021-12-17,Derrick White,SAS,G,UTH,@,16.5,-125,12.2,-4.3,16.5,22.0,u,0.57,0
2306,2021-12-19,Derrick White,SAS,G,SAC,@,18.5,-118,16.0,-2.5,18.5,5.0,u,0.63,1
2307,2021-12-20,Derrick White,SAS,G,LAC,@,16.5,-125,13.46,-3.04,16.5,15.0,u,0.66,1
2308,2021-12-23,Derrick White,SAS,G,LAL,@,16.5,-113,14.5,-2.0,16.5,23.0,u,0.61,0
2309,2021-12-26,Derrick White,SAS,G,DET,vs.,19.5,-128,15.0,-4.5,19.5,7.0,u,0.57,1
2310,2021-12-27,Derrick White,SAS,G,UTH,vs.,18.5,-113,14.6,-3.9,18.5,21.0,u,0.57,0
2311,2021-12-31,Derrick White,SAS,G,MEM,@,18.5,-113,14.32,-4.18,18.5,15.0,u,0.57,1
2312,2022-01-01,Derrick White,SAS,G,DET,@,20.5,-128,16.3,-4.2,20.5,18.0,u,0.57,1
2313,2022-01-04,Derrick White,SAS,G,TOR,@,17.5,-120,14.26,-3.24,17.5,12.0,u,0.55,1
2314,2022-01-05,Derrick White,SAS,G,BOS,@,16.5,-105,14.2,-2.3,16.5,17.0,u,0.56,0
2315,2022-01-17,Derrick White,SAS,G,PHO,vs.,16.5,-125,11.9,-4.6,16.5,14.0,u,0.58,1
2316,2022-01-19,Derrick White,SAS,G,OKC,vs.,16.5,-105,14.0,-2.5,16.5,11.0,u,0.62,1
2317,2022-01-21,Derrick White,SAS,G,BKN,vs.,17.5,-125,14.1,-3.4,17.5,17.0,u,0.59,1
2318,2022-01-23,Derrick White,SAS,G,PHI,vs.,16.5,-110,14.6,-1.9,16.5,10.0,u,0.55,1
2319,2022-01-25,Derrick White,SAS,G,HOU,@,16.5,100,16.4,-0.1,16.5,5.0,u,0.48,1
2320,2022-01-26,Derrick White,SAS,G,MEM,vs.,15.5,-109,15.2,-0.3,15.5,,u,0.43,0
2321,2021-10-20,Desmond Bane,MEM,G,CLE,vs.,11.5,-110,11.57,0.07,11.5,22.0,o,0.33,1
2322,2021-10-23,Desmond Bane,MEM,G,LAC,@,11.5,-113,12.2,0.7,11.5,19.0,o,0.45,1
2323,2021-10-24,Desmond Bane,MEM,G,LAL,@,12.5,-113,11.26,-1.24,12.5,17.0,u,0.43,0
2324,2021-10-27,Desmond Bane,MEM,G,POR,@,14.5,-113,13.42,-1.08,14.5,19.0,u,0.45,0
2325,2021-10-28,Desmond Bane,MEM,G,GSW,@,14.5,-125,11.99,-2.51,14.5,19.0,u,0.42,0
2326,2021-10-30,Desmond Bane,MEM,G,MIA,vs.,14.5,105,12.76,-1.74,14.5,17.0,u,0.45,0
2327,2021-11-01,Desmond Bane,MEM,G,DEN,vs.,15.5,-127,13.15,-2.35,15.5,11.0,u,0.52,1
2328,2021-11-03,Desmond Bane,MEM,G,DEN,vs.,15.5,-133,14.1,-1.4,15.5,16.0,u,0.55,0
2329,2021-11-05,Desmond Bane,MEM,G,WAS,@,14.5,-120,14.53,0.03,14.5,10.0,o,0.49,0
2330,2021-11-08,Desmond Bane,MEM,G,MIN,vs.,14.5,110,13.32,-1.18,14.5,13.0,u,0.44,1
2331,2021-11-10,Desmond Bane,MEM,G,CHA,vs.,12.5,-120,15.08,2.58,12.5,2.0,o,0.45,0
2332,2021-11-12,Desmond Bane,MEM,G,PHO,vs.,13.5,100,13.41,-0.09,13.5,9.0,u,0.46,1
2333,2021-11-15,Desmond Bane,MEM,G,HOU,vs.,12.5,-111,11.03,-1.47,12.5,12.0,u,0.47,1
2334,2021-11-18,Desmond Bane,MEM,G,LAC,vs.,12.5,100,12.64,0.14,12.5,16.0,o,0.55,1
2335,2021-11-20,Desmond Bane,MEM,G,MIN,@,15.5,-115,12.18,-3.33,15.5,21.0,u,0.56,0
2336,2021-11-22,Desmond Bane,MEM,G,UTH,@,14.5,-110,10.08,-4.42,14.5,28.0,u,0.53,0
2337,2021-11-24,Desmond Bane,MEM,G,TOR,vs.,15.5,-128,13.33,-2.17,15.5,20.0,u,0.46,0
2338,2021-11-26,Desmond Bane,MEM,G,ATL,vs.,14.5,-113,13.84,-0.66,14.5,9.0,u,0.4,1
2339,2021-11-28,Desmond Bane,MEM,G,SAC,vs.,16.5,-122,14.55,-1.95,16.5,18.0,u,0.48,0
2340,2021-11-30,Desmond Bane,MEM,G,TOR,@,16.5,-113,12.6,-3.9,16.5,23.0,u,0.51,0
2341,2021-12-02,Desmond Bane,MEM,G,OKC,vs.,16.5,-110,11.32,-5.18,16.5,2.0,u,0.54,1
2342,2021-12-04,Desmond Bane,MEM,G,DAL,@,15.5,-106,13.21,-2.29,15.5,29.0,u,0.55,0
2343,2021-12-06,Desmond Bane,MEM,G,MIA,@,16.5,113,12.53,-3.97,16.5,21.0,u,0.51,0
2344,2021-12-08,Desmond Bane,MEM,G,DAL,vs.,17.5,-113,13.72,-3.78,17.5,14.0,u,0.55,1
2345,2021-12-09,Desmond Bane,MEM,G,LAL,vs.,17.5,100,17.2,-0.3,17.5,23.0,u,0.56,0
2346,2021-12-11,Desmond Bane,MEM,G,HOU,vs.,18.5,-103,15.0,-3.5,18.5,19.0,u,0.51,0
2347,2021-12-13,Desmond Bane,MEM,G,PHI,vs.,17.5,-121,14.59,-2.92,17.5,5.0,u,0.49,1
2348,2021-12-15,Desmond Bane,MEM,G,POR,@,17.5,-106,14.92,-2.58,17.5,23.0,u,0.57,0
2349,2021-12-17,Desmond Bane,MEM,G,SAC,@,18.5,-110,14.94,-3.56,18.5,24.0,u,0.57,0
2350,2021-12-19,Desmond Bane,MEM,G,POR,vs.,19.5,-118,14.95,-4.55,19.5,9.0,u,0.63,1
2351,2021-12-20,Desmond Bane,MEM,G,OKC,vs.,16.5,-113,13.2,-3.3,16.5,25.0,u,0.66,0
2352,2021-12-23,Desmond Bane,MEM,G,GSW,@,16.5,-113,13.2,-3.3,16.5,12.0,u,0.61,1
2353,2021-12-26,Desmond Bane,MEM,G,SAC,@,18.5,-105,16.33,-2.17,18.5,28.0,u,0.57,0
2354,2021-12-27,Desmond Bane,MEM,G,PHO,@,18.5,-128,15.3,-3.2,18.5,32.0,u,0.57,0
2355,2021-12-29,Desmond Bane,MEM,G,LAL,vs.,18.5,-103,17.4,-1.1,18.5,20.0,u,0.58,0
2356,2021-12-31,Desmond Bane,MEM,G,SAS,vs.,19.5,-113,15.97,-3.53,19.5,17.0,u,0.57,1
2357,2022-01-03,Desmond Bane,MEM,G,BKN,@,20.5,-120,15.39,-5.11,20.5,29.0,u,0.57,0
2358,2022-01-04,Desmond Bane,MEM,G,CLE,@,20.5,-106,14.96,-5.54,20.5,11.0,u,0.55,1
2359,2022-01-08,Desmond Bane,MEM,G,LAC,@,18.5,-105,15.2,-3.3,18.5,23.0,u,0.62,0
2360,2022-01-09,Desmond Bane,MEM,G,LAL,@,19.5,-115,16.76,-2.74,19.5,23.0,u,0.61,0
2361,2022-01-11,Desmond Bane,MEM,G,GSW,vs.,17.5,-105,13.4,-4.1,17.5,11.0,u,0.57,1
2362,2022-01-13,Desmond Bane,MEM,G,MIN,vs.,18.5,-115,16.81,-1.69,18.5,21.0,u,0.54,0
2363,2022-01-14,Desmond Bane,MEM,G,DAL,vs.,17.5,100,14.77,-2.73,17.5,16.0,u,0.53,1
2364,2022-01-17,Desmond Bane,MEM,G,CHI,vs.,18.5,-115,15.54,-2.96,18.5,25.0,u,0.58,0
2365,2022-01-26,Desmond Bane,MEM,G,SAS,@,18.5,-110,16.1,-2.4,18.5,,u,0.43,0
2366,2021-10-20,Devin Booker,PHO,G,DEN,vs.,27.5,-113,26.45,-1.05,27.5,12.0,u,0.33,1
2367,2021-10-22,Devin Booker,PHO,G,LAL,@,25.5,-113,25.25,-0.25,25.5,22.0,u,0.47,1
2368,2021-10-27,Devin Booker,PHO,G,SAC,vs.,25.5,-110,24.4,-1.1,25.5,31.0,u,0.45,0
2369,2021-10-30,Devin Booker,PHO,G,CLE,vs.,25.5,-120,25.73,0.23,25.5,27.0,o,0.45,1
2370,2021-11-02,Devin Booker,PHO,G,NOR,vs.,26.5,-125,24.4,-2.1,26.5,18.0,u,0.55,1
2371,2021-11-04,Devin Booker,PHO,G,HOU,vs.,25.5,-115,27.2,1.7,25.5,27.0,o,0.53,1
2372,2021-11-06,Devin Booker,PHO,G,ATL,vs.,24.5,-118,26.97,2.47,24.5,38.0,o,0.48,1
2373,2021-11-08,Devin Booker,PHO,G,SAC,@,26.5,-110,28.66,2.16,26.5,18.0,o,0.44,0
2374,2021-11-10,Devin Booker,PHO,G,POR,vs.,25.5,-110,26.49,0.99,25.5,12.0,o,0.45,0
2375,2021-11-12,Devin Booker,PHO,G,MEM,@,24.5,-111,29.55,5.05,24.5,17.0,o,0.46,0
2376,2021-11-14,Devin Booker,PHO,G,HOU,@,24.5,-113,25.3,0.8,24.5,26.0,o,0.47,1
2377,2021-11-15,Devin Booker,PHO,G,MIN,@,24.5,-113,26.39,1.9,24.5,29.0,o,0.47,1
2378,2021-11-17,Devin Booker,PHO,G,DAL,vs.,24.5,-106,25.04,0.54,24.5,24.0,o,0.5,0
2379,2021-11-19,Devin Booker,PHO,G,DAL,vs.,23.5,-120,25.26,1.76,23.5,19.0,o,0.56,0
2380,2021-11-21,Devin Booker,PHO,G,DEN,vs.,22.5,-110,21.9,-0.6,22.5,17.0,u,0.55,1
2381,2021-11-22,Devin Booker,PHO,G,SAS,@,23.5,-115,25.14,1.64,23.5,23.0,o,0.53,0
2382,2021-11-24,Devin Booker,PHO,G,CLE,@,23.5,-113,22.3,-1.2,23.5,35.0,u,0.46,0
2383,2021-11-26,Devin Booker,PHO,G,NYK,@,22.5,-125,26.88,4.38,22.5,32.0,o,0.4,1
2384,2021-11-27,Devin Booker,PHO,G,BKN,@,24.5,-105,25.35,0.85,24.5,30.0,o,0.42,1
2385,2021-11-30,Devin Booker,PHO,G,GSW,vs.,23.5,-125,25.74,2.24,23.5,10.0,o,0.51,0
2386,2021-12-19,Devin Booker,PHO,G,CHA,vs.,20.5,-115,27.75,7.25,20.5,16.0,o,0.63,0
2387,2021-12-21,Devin Booker,PHO,G,LAL,@,23.5,-105,26.17,2.67,23.5,24.0,o,0.63,1
2388,2021-12-23,Devin Booker,PHO,G,OKC,vs.,22.5,-109,22.1,-0.4,22.5,30.0,u,0.61,0
2389,2021-12-25,Devin Booker,PHO,G,GSW,vs.,23.5,-113,19.6,-3.9,23.5,13.0,u,0.6,1
2390,2021-12-27,Devin Booker,PHO,G,MEM,vs.,24.5,100,24.0,-0.5,24.5,30.0,u,0.57,0
2391,2021-12-29,Devin Booker,PHO,G,OKC,vs.,23.5,-120,25.7,2.2,23.5,38.0,o,0.58,1
2392,2021-12-31,Devin Booker,PHO,G,BOS,@,26.5,-105,27.61,1.11,26.5,22.0,o,0.57,0
2393,2022-01-02,Devin Booker,PHO,G,CHA,@,27.5,-112,28.7,1.2,27.5,24.0,o,0.56,0
2394,2022-01-04,Devin Booker,PHO,G,NOR,@,25.5,-113,26.93,1.43,25.5,33.0,o,0.55,1
2395,2022-01-06,Devin Booker,PHO,G,LAC,vs.,26.5,-105,24.3,-2.2,26.5,11.0,u,0.58,1
2396,2022-01-08,Devin Booker,PHO,G,MIA,vs.,24.5,-113,23.1,-1.4,24.5,26.0,u,0.62,0
2397,2022-01-11,Devin Booker,PHO,G,TOR,@,24.5,-105,23.4,-1.1,24.5,16.0,u,0.57,1
2398,2022-01-14,Devin Booker,PHO,G,IND,@,23.5,-115,25.35,1.85,23.5,35.0,o,0.53,1
2399,2022-01-16,Devin Booker,PHO,G,DET,@,23.5,105,22.64,-0.86,23.5,30.0,u,0.57,0
2400,2022-01-17,Devin Booker,PHO,G,SAS,@,24.5,-120,26.4,1.9,24.5,48.0,o,0.58,1
2401,2022-01-20,Devin Booker,PHO,G,DAL,@,24.5,-135,25.68,1.19,24.5,28.0,o,0.6,1
2402,2022-01-22,Devin Booker,PHO,G,IND,vs.,26.5,-125,25.4,-1.1,26.5,11.0,u,0.59,1
2403,2022-01-24,Devin Booker,PHO,G,UTH,vs.,27.5,-106,25.6,-1.9,27.5,33.0,u,0.51,0
2404,2022-01-26,Devin Booker,PHO,G,UTH,@,28.5,105,27.64,-0.86,28.5,,u,0.43,0
2405,2021-10-22,Devin Vassell,SAS,G,DEN,@,8.5,-120,9.24,0.74,8.5,6.0,o,0.47,0
2406,2021-10-26,Devin Vassell,SAS,G,LAL,vs.,7.5,-133,8.36,0.86,7.5,19.0,o,0.43,1
2407,2021-10-28,Devin Vassell,SAS,G,DAL,@,10.5,-130,9.1,-1.4,10.5,7.0,u,0.42,1
2408,2021-10-30,Devin Vassell,SAS,G,MIL,@,10.5,-120,9.54,-0.96,10.5,4.0,u,0.45,1
2409,2021-11-01,Devin Vassell,SAS,G,IND,@,9.5,-105,9.76,0.26,9.5,15.0,o,0.52,1
2410,2021-11-03,Devin Vassell,SAS,G,DAL,vs.,8.5,-125,9.31,0.81,8.5,21.0,o,0.55,1
2411,2021-11-05,Devin Vassell,SAS,G,ORL,@,10.5,-135,10.11,-0.39,10.5,12.0,u,0.49,0
2412,2021-11-07,Devin Vassell,SAS,G,OKC,@,10.5,-115,10.14,-0.36,10.5,6.0,u,0.46,1
2413,2021-11-10,Devin Vassell,SAS,G,SAC,vs.,10.5,-115,9.94,-0.56,10.5,15.0,u,0.45,0
2414,2021-11-12,Devin Vassell,SAS,G,DAL,vs.,10.5,-128,9.53,-0.97,10.5,20.0,u,0.46,0
2415,2021-11-16,Devin Vassell,SAS,G,LAC,@,11.5,-122,9.8,-1.7,11.5,2.0,u,0.48,1
2416,2021-11-18,Devin Vassell,SAS,G,MIN,@,9.5,-110,10.05,0.55,9.5,18.0,o,0.55,1
2417,2021-11-22,Devin Vassell,SAS,G,PHO,vs.,11.5,-110,9.82,-1.68,11.5,17.0,u,0.53,0
2418,2021-11-24,Devin Vassell,SAS,G,ATL,vs.,12.5,-128,11.0,-1.5,12.5,3.0,u,0.46,1
2419,2021-12-02,Devin Vassell,SAS,G,POR,@,9.5,-110,9.9,0.4,9.5,2.0,o,0.54,0
2420,2021-12-09,Devin Vassell,SAS,G,DEN,vs.,7.5,-110,10.9,3.4,7.5,9.0,o,0.56,1
2421,2021-12-11,Devin Vassell,SAS,G,DEN,vs.,8.5,-125,7.1,-1.4,8.5,15.0,u,0.51,0
2422,2021-12-12,Devin Vassell,SAS,G,NOR,vs.,9.5,-115,9.08,-0.42,9.5,2.0,u,0.48,1
2423,2021-12-15,Devin Vassell,SAS,G,CHA,vs.,10.5,-110,9.9,-0.59,10.5,10.0,u,0.57,1
2424,2021-12-17,Devin Vassell,SAS,G,UTH,@,8.5,-128,8.76,0.26,8.5,13.0,o,0.57,1
2425,2021-12-19,Devin Vassell,SAS,G,SAC,@,13.5,-120,10.28,-3.22,13.5,11.0,u,0.63,1
2426,2021-12-20,Devin Vassell,SAS,G,LAC,@,9.5,-105,9.15,-0.35,9.5,6.0,u,0.66,1
2427,2021-12-23,Devin Vassell,SAS,G,LAL,@,9.5,-115,10.5,1.0,9.5,5.0,o,0.61,0
2428,2021-12-27,Devin Vassell,SAS,G,UTH,vs.,8.5,-130,9.9,1.4,8.5,13.0,o,0.57,1
2429,2021-12-31,Devin Vassell,SAS,G,MEM,@,9.5,-125,9.96,0.46,9.5,4.0,o,0.57,0
2430,2022-01-01,Devin Vassell,SAS,G,DET,@,14.5,-118,12.2,-2.3,14.5,19.0,u,0.57,0
2431,2022-01-15,Devin Vassell,SAS,G,LAC,vs.,11.5,-128,10.23,-1.27,11.5,10.0,u,0.53,1
2432,2022-01-17,Devin Vassell,SAS,G,PHO,vs.,11.5,-115,11.0,-0.5,11.5,10.0,u,0.58,1
2433,2022-01-19,Devin Vassell,SAS,G,OKC,vs.,10.5,-105,10.9,0.4,10.5,19.0,o,0.62,1
2434,2022-01-21,Devin Vassell,SAS,G,BKN,vs.,10.5,-115,10.3,-0.2,10.5,9.0,u,0.59,1
2435,2022-01-23,Devin Vassell,SAS,G,PHI,vs.,9.5,-125,9.9,0.4,9.5,15.0,o,0.55,1
2436,2022-01-25,Devin Vassell,SAS,G,HOU,@,10.5,-105,9.7,-0.8,10.5,12.0,u,0.48,0
2437,2022-01-26,Devin Vassell,SAS,G,MEM,vs.,9.5,-130,13.4,3.9,9.5,,o,0.43,0
2438,2021-10-20,Devonte' Graham,NOR,G,PHI,vs.,15.5,-105,13.97,-1.53,15.5,18.0,u,0.33,0
2439,2021-10-22,Devonte' Graham,NOR,G,CHI,@,15.5,-125,13.8,-1.7,15.5,21.0,u,0.47,0
2440,2021-10-23,Devonte' Graham,NOR,G,MIN,@,15.5,-113,14.23,-1.27,15.5,11.0,u,0.45,1
2441,2021-10-25,Devonte' Graham,NOR,G,MIN,@,16.5,-120,15.21,-1.29,16.5,21.0,u,0.45,0
2442,2021-10-27,Devonte' Graham,NOR,G,ATL,vs.,16.5,-120,14.39,-2.1,16.5,21.0,u,0.45,0
2443,2021-10-29,Devonte' Graham,NOR,G,SAC,vs.,17.5,-110,16.25,-1.25,17.5,16.0,u,0.45,1
2444,2021-10-30,Devonte' Graham,NOR,G,NYK,vs.,17.5,100,12.96,-4.54,17.5,17.0,u,0.45,1
2445,2021-11-02,Devonte' Graham,NOR,G,PHO,@,17.5,-105,14.4,-3.1,17.5,12.0,u,0.55,1
2446,2021-11-03,Devonte' Graham,NOR,G,SAC,@,18.5,-110,14.95,-3.55,18.5,16.0,u,0.55,1
2447,2021-11-05,Devonte' Graham,NOR,G,GSW,@,16.5,-108,15.0,-1.5,16.5,12.0,u,0.49,1
2448,2021-11-08,Devonte' Graham,NOR,G,DAL,@,16.5,-103,14.36,-2.14,16.5,8.0,u,0.44,1
2449,2021-11-10,Devonte' Graham,NOR,G,OKC,vs.,17.5,-115,13.6,-3.9,17.5,18.0,u,0.45,0
2450,2021-11-12,Devonte' Graham,NOR,G,BKN,vs.,17.5,-125,14.03,-3.47,17.5,14.0,u,0.46,1
2451,2021-11-13,Devonte' Graham,NOR,G,MEM,vs.,15.5,100,15.74,0.24,15.5,15.0,o,0.49,0
2452,2021-11-15,Devonte' Graham,NOR,G,WAS,@,14.5,-127,14.86,0.36,14.5,14.0,o,0.47,0
2453,2021-11-17,Devonte' Graham,NOR,G,MIA,@,14.5,-105,13.1,-1.4,14.5,11.0,u,0.5,1
2454,2021-11-26,Devonte' Graham,NOR,G,UTH,@,14.5,-120,11.58,-2.92,14.5,9.0,u,0.4,1
2455,2021-11-27,Devonte' Graham,NOR,G,UTH,@,13.5,-110,10.9,-2.6,13.5,6.0,u,0.42,1
2456,2021-11-29,Devonte' Graham,NOR,G,LAC,@,13.5,-113,12.1,-1.4,13.5,8.0,u,0.49,1
2457,2021-12-03,Devonte' Graham,NOR,G,DAL,@,12.5,-132,13.29,0.79,12.5,13.0,o,0.55,1
2458,2021-12-05,Devonte' Graham,NOR,G,HOU,@,13.5,-120,14.4,0.9,13.5,9.0,o,0.53,0
2459,2021-12-08,Devonte' Graham,NOR,G,DEN,vs.,13.5,-130,11.8,-1.7,13.5,12.0,u,0.55,1
2460,2021-12-10,Devonte' Graham,NOR,G,DET,vs.,13.5,-117,14.58,1.08,13.5,9.0,o,0.51,0
2461,2021-12-12,Devonte' Graham,NOR,G,SAS,@,13.5,-127,13.0,-0.5,13.5,8.0,u,0.48,1
2462,2021-12-15,Devonte' Graham,NOR,G,OKC,@,12.5,-125,13.3,0.8,12.5,15.0,o,0.57,1
2463,2021-12-17,Devonte' Graham,NOR,G,MIL,vs.,13.5,-113,13.1,-0.4,13.5,26.0,u,0.57,0
2464,2021-12-21,Devonte' Graham,NOR,G,POR,vs.,14.5,-110,13.7,-0.8,14.5,10.0,u,0.63,1
2465,2021-12-23,Devonte' Graham,NOR,G,ORL,@,14.5,-125,14.61,0.1,14.5,20.0,o,0.61,1
2466,2021-12-26,Devonte' Graham,NOR,G,OKC,@,15.5,-125,15.16,-0.34,15.5,15.0,u,0.57,1
2467,2021-12-28,Devonte' Graham,NOR,G,CLE,vs.,17.5,-110,15.5,-2.0,17.5,18.0,u,0.58,0
2468,2022-01-01,Devonte' Graham,NOR,G,MIL,@,15.5,-109,13.5,-2.0,15.5,14.0,u,0.57,1
2469,2022-01-03,Devonte' Graham,NOR,G,UTH,vs.,14.5,-113,14.15,-0.35,14.5,11.0,u,0.57,1
2470,2022-01-04,Devonte' Graham,NOR,G,PHO,vs.,13.5,-105,13.37,-0.13,13.5,28.0,u,0.55,0
2471,2022-01-06,Devonte' Graham,NOR,G,GSW,vs.,14.5,-117,14.43,-0.07,14.5,7.0,u,0.58,1
2472,2022-01-09,Devonte' Graham,NOR,G,TOR,@,13.5,-113,14.23,0.73,13.5,11.0,o,0.61,0
2473,2022-01-11,Devonte' Graham,NOR,G,MIN,vs.,13.5,-125,14.5,1.0,13.5,11.0,o,0.57,0
2474,2022-01-13,Devonte' Graham,NOR,G,LAC,vs.,12.5,-125,14.74,2.24,12.5,13.0,o,0.54,1
2475,2022-01-15,Devonte' Graham,NOR,G,BKN,@,12.5,-134,13.8,1.3,12.5,10.0,o,0.53,0
2476,2022-01-17,Devonte' Graham,NOR,G,BOS,@,12.5,-120,14.6,2.1,12.5,11.0,o,0.58,0
2477,2022-01-20,Devonte' Graham,NOR,G,NYK,@,12.5,-130,14.31,1.81,12.5,15.0,o,0.6,1
2478,2022-01-24,Devonte' Graham,NOR,G,IND,vs.,16.5,-125,14.3,-2.2,16.5,25.0,u,0.51,0
2479,2021-10-21,Dewayne Dedmon,MIA,C,MIL,vs.,5.5,-120,5.69,0.19,5.5,13.0,o,0.47,1
2480,2021-10-27,Dewayne Dedmon,MIA,C,BKN,@,5.5,100,5.63,0.13,5.5,14.0,o,0.45,1
2481,2021-10-29,Dewayne Dedmon,MIA,C,CHA,vs.,6.5,100,5.67,-0.83,6.5,0.0,u,0.45,1
2482,2021-11-04,Dewayne Dedmon,MIA,C,BOS,vs.,5.5,-120,5.71,0.21,5.5,2.0,o,0.53,0
2483,2021-11-08,Dewayne Dedmon,MIA,C,DEN,@,4.5,-115,5.17,0.68,4.5,10.0,o,0.44,1
2484,2021-11-17,Dewayne Dedmon,MIA,C,NOR,vs.,9.5,-114,5.85,-3.65,9.5,2.0,u,0.5,1
2485,2021-12-01,Dewayne Dedmon,MIA,C,CLE,vs.,9.5,-110,5.24,-4.26,9.5,11.0,u,0.49,0
2486,2021-12-03,Dewayne Dedmon,MIA,C,IND,@,10.5,-127,5.56,-4.94,10.5,7.0,u,0.55,1
2487,2021-12-04,Dewayne Dedmon,MIA,C,MIL,@,10.5,-130,5.6,-4.9,10.5,8.0,u,0.55,1
2488,2021-12-06,Dewayne Dedmon,MIA,C,MEM,vs.,7.5,-105,5.92,-1.58,7.5,4.0,u,0.51,1
2489,2021-12-08,Dewayne Dedmon,MIA,C,MIL,vs.,7.5,-105,5.6,-1.9,7.5,2.0,u,0.55,1
2490,2021-12-11,Dewayne Dedmon,MIA,C,CHI,vs.,7.5,-105,5.43,-2.07,7.5,20.0,u,0.51,0
2491,2021-12-13,Dewayne Dedmon,MIA,C,CLE,@,8.5,100,5.46,-3.04,8.5,10.0,u,0.49,0
2492,2021-12-15,Dewayne Dedmon,MIA,C,PHI,@,8.5,-133,10.6,2.1,8.5,10.0,o,0.57,1
2493,2021-12-17,Dewayne Dedmon,MIA,C,ORL,@,9.5,-127,12.6,3.1,9.5,13.0,o,0.57,1
2494,2021-12-19,Dewayne Dedmon,MIA,C,DET,@,9.5,-139,11.5,2.0,9.5,11.0,o,0.63,1
2495,2021-12-21,Dewayne Dedmon,MIA,C,IND,vs.,9.5,-133,10.1,0.6,9.5,5.0,o,0.63,0
2496,2021-12-23,Dewayne Dedmon,MIA,C,DET,vs.,10.5,-133,9.53,-0.97,10.5,1.0,u,0.61,1
2497,2021-11-15,Dillon Brooks,MEM,G,HOU,vs.,19.5,-128,15.18,-4.32,19.5,16.0,u,0.47,1
2498,2021-11-18,Dillon Brooks,MEM,G,LAC,vs.,18.5,-125,16.88,-1.62,18.5,18.0,u,0.55,1
2499,2021-11-26,Dillon Brooks,MEM,G,ATL,vs.,17.5,100,17.67,0.17,17.5,12.0,o,0.4,0
2500,2021-11-28,Dillon Brooks,MEM,G,SAC,vs.,19.5,-107,15.9,-3.6,19.5,21.0,u,0.48,0
2501,2021-11-30,Dillon Brooks,MEM,G,TOR,@,20.5,-128,15.6,-4.9,20.5,17.0,u,0.51,1
2502,2021-12-02,Dillon Brooks,MEM,G,OKC,vs.,21.5,-113,13.93,-7.57,21.5,11.0,u,0.54,1
2503,2021-12-04,Dillon Brooks,MEM,G,DAL,@,20.5,-121,16.6,-3.9,20.5,11.0,u,0.55,1
2504,2021-12-06,Dillon Brooks,MEM,G,MIA,@,20.5,-127,15.55,-4.95,20.5,21.0,u,0.51,0
2505,2021-12-08,Dillon Brooks,MEM,G,DAL,vs.,20.5,100,17.24,-3.26,20.5,15.0,u,0.55,1
2506,2021-12-11,Dillon Brooks,MEM,G,HOU,vs.,23.5,-113,19.5,-4.0,23.5,25.0,u,0.51,0
2507,2021-12-13,Dillon Brooks,MEM,G,PHI,vs.,20.5,-106,17.77,-2.73,20.5,23.0,u,0.49,0
2508,2021-12-15,Dillon Brooks,MEM,G,POR,@,21.5,-120,19.46,-2.04,21.5,22.0,u,0.57,0
2509,2021-12-17,Dillon Brooks,MEM,G,SAC,@,21.5,-105,19.66,-1.84,21.5,23.0,u,0.57,0
2510,2021-12-19,Dillon Brooks,MEM,G,POR,vs.,21.5,-110,19.85,-1.65,21.5,37.0,u,0.63,0
2511,2021-12-20,Dillon Brooks,MEM,G,OKC,vs.,21.5,-117,17.81,-3.69,21.5,19.0,u,0.66,1
2512,2021-12-23,Dillon Brooks,MEM,G,GSW,@,20.5,-113,18.5,-2.0,20.5,13.0,u,0.61,1
2513,2022-01-06,Dillon Brooks,MEM,G,DET,vs.,18.5,-125,16.67,-1.83,18.5,18.0,u,0.58,1
2514,2022-01-08,Dillon Brooks,MEM,G,LAC,@,20.5,-108,17.5,-3.0,20.5,2.0,u,0.62,1
2515,2021-10-20,Domantas Sabonis,IND,F,CHA,@,21.5,-105,21.58,0.08,21.5,33.0,o,0.33,1
2516,2021-10-22,Domantas Sabonis,IND,F,WAS,@,21.5,-125,24.82,3.32,21.5,28.0,o,0.47,1
2517,2021-10-25,Domantas Sabonis,IND,F,MIL,vs.,20.5,-110,23.64,3.14,20.5,21.0,o,0.45,1
