Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
525,2021-11-23,DET,,MIA,L 92-100,240,35,84,.417,25,46,.543,10,38,.263,12,14,.857,92,35,76,.461,26,47,.553,9,29,.310,21,29,.724,100
526,2021-11-23,MIA,@,DET,W 100-92,240,35,76,.461,26,47,.553,9,29,.310,21,29,.724,100,35,84,.417,25,46,.543,10,38,.263,12,14,.857,92
527,2021-11-23,DAL,@,LAC,W 112-104 (OT),265,39,89,.438,27,50,.540,12,39,.308,22,27,.815,112,35,85,.412,25,53,.472,10,32,.313,24,29,.828,104
528,2021-11-23,LAC,,DAL,L 104-112 (OT),265,35,85,.412,25,53,.472,10,32,.313,24,29,.828,104,39,89,.438,27,50,.540,12,39,.308,22,27,.815,112
529,2021-11-23,LAL,@,NYK,L 100-106,240,34,91,.374,23,55,.418,11,36,.306,21,30,.700,100,37,82,.451,22,48,.458,15,34,.441,17,21,.810,106
530,2021-11-23,NYK,,LAL,W 106-100,240,37,82,.451,22,48,.458,15,34,.441,17,21,.810,106,34,91,.374,23,55,.418,11,36,.306,21,30,.700,100
531,2021-11-23,DEN,@,POR,L 100-119,240,38,78,.487,23,45,.511,15,33,.455,9,11,.818,100,45,88,.511,30,49,.612,15,39,.385,14,20,.700,119
532,2021-11-23,POR,,DEN,W 119-100,240,45,88,.511,30,49,.612,15,39,.385,14,20,.700,119,38,78,.487,23,45,.511,15,33,.455,9,11,.818,100
533,2021-11-24,BOS,,BRK,L 104-123,240,34,91,.374,23,43,.535,11,48,.229,25,28,.893,104,43,85,.506,29,50,.580,14,35,.400,23,30,.767,123
534,2021-11-24,BRK,@,BOS,W 123-104,240,43,85,.506,29,50,.580,14,35,.400,23,30,.767,123,34,91,.374,23,43,.535,11,48,.229,25,28,.893,104
535,2021-11-24,CLE,,PHO,L 115-120,240,43,97,.443,31,58,.534,12,39,.308,17,25,.680,115,45,86,.523,37,64,.578,8,22,.364,22,28,.786,120
536,2021-11-24,PHO,@,CLE,W 120-115,240,45,86,.523,37,64,.578,8,22,.364,22,28,.786,120,43,97,.443,31,58,.534,12,39,.308,17,25,.680,115
537,2021-11-24,GSW,,PHI,W 116-96,240,42,80,.525,27,42,.643,15,38,.395,17,24,.708,116,34,80,.425,26,52,.500,8,28,.286,20,22,.909,96
538,2021-11-24,PHI,@,GSW,L 96-116,240,34,80,.425,26,52,.500,8,28,.286,20,22,.909,96,42,80,.525,27,42,.643,15,38,.395,17,24,.708,116
539,2021-11-24,CHI,@,HOU,L 113-118,240,44,96,.458,29,61,.475,15,35,.429,10,12,.833,113,42,84,.500,25,48,.521,17,36,.472,17,22,.773,118
540,2021-11-24,HOU,,CHI,W 118-113,240,42,84,.500,25,48,.521,17,36,.472,17,22,.773,118,44,96,.458,29,61,.475,15,35,.429,10,12,.833,113
541,2021-11-24,IND,,LAL,L 116-124 (OT),265,42,104,.404,29,58,.500,13,46,.283,19,24,.792,116,42,95,.442,27,58,.466,15,37,.405,25,29,.862,124
542,2021-11-24,LAL,@,IND,W 124-116 (OT),265,42,95,.442,27,58,.466,15,37,.405,25,29,.862,124,42,104,.404,29,58,.500,13,46,.283,19,24,.792,116
543,2021-11-24,MEM,,TOR,L 113-126,240,42,82,.512,33,53,.623,9,29,.310,20,26,.769,113,47,89,.528,33,59,.559,14,30,.467,18,21,.857,126
544,2021-11-24,TOR,@,MEM,W 126-113,240,47,89,.528,33,59,.559,14,30,.467,18,21,.857,126,42,82,.512,33,53,.623,9,29,.310,20,26,.769,113
545,2021-11-24,DET,@,MIL,L 93-114,240,34,95,.358,23,50,.460,11,45,.244,14,19,.737,93,42,87,.483,27,51,.529,15,36,.417,15,17,.882,114
546,2021-11-24,MIL,,DET,W 114-93,240,42,87,.483,27,51,.529,15,36,.417,15,17,.882,114,34,95,.358,23,50,.460,11,45,.244,14,19,.737,93
547,2021-11-24,MIA,@,MIN,L 101-113,240,33,74,.446,18,32,.563,15,42,.357,20,29,.690,101,38,93,.409,20,38,.526,18,55,.327,19,21,.905,113
548,2021-11-24,MIN,,MIA,W 113-101,240,38,93,.409,20,38,.526,18,55,.327,19,21,.905,113,33,74,.446,18,32,.563,15,42,.357,20,29,.690,101
549,2021-11-24,NOP,,WAS,W 127-102,240,44,96,.458,32,67,.478,12,29,.414,27,32,.844,127,36,84,.429,29,53,.547,7,31,.226,23,36,.639,102
550,2021-11-24,WAS,@,NOP,L 102-127,240,36,84,.429,29,53,.547,7,31,.226,23,36,.639,102,44,96,.458,32,67,.478,12,29,.414,27,32,.844,127
551,2021-11-24,OKC,,UTA,L 104-110,240,37,82,.451,22,46,.478,15,36,.417,15,22,.682,104,39,86,.453,24,39,.615,15,47,.319,17,20,.850,110
552,2021-11-24,UTA,@,OKC,W 110-104,240,39,86,.453,24,39,.615,15,47,.319,17,20,.850,110,37,82,.451,22,46,.478,15,36,.417,15,22,.682,104
553,2021-11-24,CHO,@,ORL,W 106-99,240,39,93,.419,27,53,.509,12,40,.300,16,21,.762,106,38,93,.409,23,51,.451,15,42,.357,8,10,.800,99
554,2021-11-24,ORL,,CHO,L 99-106,240,38,93,.409,23,51,.451,15,42,.357,8,10,.800,99,39,93,.419,27,53,.509,12,40,.300,16,21,.762,106
555,2021-11-24,POR,@,SAC,L 121-125,240,44,94,.468,32,56,.571,12,38,.316,21,25,.840,121,45,86,.523,33,53,.623,12,33,.364,23,34,.676,125
556,2021-11-24,SAC,,POR,W 125-121,240,45,86,.523,33,53,.623,12,33,.364,23,34,.676,125,44,94,.468,32,56,.571,12,38,.316,21,25,.840,121
557,2021-11-24,ATL,@,SAS,W 124-106,240,45,88,.511,33,62,.532,12,26,.462,22,24,.917,124,43,100,.430,31,67,.463,12,33,.364,8,10,.800,106
558,2021-11-24,SAS,,ATL,L 106-124,240,43,100,.430,31,67,.463,12,33,.364,8,10,.800,106,45,88,.511,33,62,.532,12,26,.462,22,24,.917,124
559,2021-11-26,CHO,,MIN,W 133-115,240,49,88,.557,26,48,.542,23,40,.575,12,15,.800,133,45,100,.450,34,65,.523,11,35,.314,14,19,.737,115
560,2021-11-26,MIN,@,CHO,L 115-133,240,45,100,.450,34,65,.523,11,35,.314,14,19,.737,115,49,88,.557,26,48,.542,23,40,.575,12,15,.800,133
561,2021-11-26,DEN,,MIL,L 109-120,240,40,92,.435,23,45,.511,17,47,.362,12,14,.857,109,46,73,.630,30,40,.750,16,33,.485,12,20,.600,120
562,2021-11-26,MIL,@,DEN,W 120-109,240,46,73,.630,30,40,.750,16,33,.485,12,20,.600,120,40,92,.435,23,45,.511,17,47,.362,12,14,.857,109
563,2021-11-26,GSW,,POR,W 118-103,240,47,87,.540,35,50,.700,12,37,.324,12,16,.750,118,36,86,.419,23,48,.479,13,38,.342,18,23,.783,103
564,2021-11-26,POR,@,GSW,L 103-118,240,36,86,.419,23,48,.479,13,38,.342,18,23,.783,103,47,87,.540,35,50,.700,12,37,.324,12,16,.750,118
565,2021-11-26,IND,,TOR,W 114-97,240,47,97,.485,36,58,.621,11,39,.282,9,11,.818,114,37,89,.416,30,59,.508,7,30,.233,16,22,.727,97
566,2021-11-26,TOR,@,IND,L 97-114,240,37,89,.416,30,59,.508,7,30,.233,16,22,.727,97,47,97,.485,36,58,.621,11,39,.282,9,11,.818,114
567,2021-11-26,DET,@,LAC,L 96-107,240,33,90,.367,25,57,.439,8,33,.242,22,26,.846,96,39,91,.429,28,53,.528,11,38,.289,18,19,.947,107
568,2021-11-26,LAC,,DET,W 107-96,240,39,91,.429,28,53,.528,11,38,.289,18,19,.947,107,33,90,.367,25,57,.439,8,33,.242,22,26,.846,96
569,2021-11-26,LAL,,SAC,L 137-141 (3OT),315,51,102,.500,36,58,.621,15,44,.341,20,28,.714,137,54,120,.450,40,75,.533,14,45,.311,19,29,.655,141
570,2021-11-26,SAC,@,LAL,W 141-137 (3OT),315,54,120,.450,40,75,.533,14,45,.311,19,29,.655,141,51,102,.500,36,58,.621,15,44,.341,20,28,.714,137
571,2021-11-26,ATL,@,MEM,W 132-100,240,52,89,.584,39,62,.629,13,27,.481,15,21,.714,132,37,91,.407,25,53,.472,12,38,.316,14,19,.737,100
572,2021-11-26,MEM,,ATL,L 100-132,240,37,91,.407,25,53,.472,12,38,.316,14,19,.737,100,52,89,.584,39,62,.629,13,27,.481,15,21,.714,132
573,2021-11-26,NYK,,PHO,L 97-118,240,34,92,.370,22,53,.415,12,39,.308,17,22,.773,97,44,79,.557,31,51,.608,13,28,.464,17,21,.810,118
574,2021-11-26,PHO,@,NYK,W 118-97,240,44,79,.557,31,51,.608,13,28,.464,17,21,.810,118,34,92,.370,22,53,.415,12,39,.308,17,22,.773,97
575,2021-11-26,OKC,,WAS,L 99-101,240,38,94,.404,27,61,.443,11,33,.333,12,14,.857,99,38,79,.481,28,50,.560,10,29,.345,15,15,1.000,101
576,2021-11-26,WAS,@,OKC,W 101-99,240,38,79,.481,28,50,.560,10,29,.345,15,15,1.000,101,38,94,.404,27,61,.443,11,33,.333,12,14,.857,99
577,2021-11-26,CHI,@,ORL,W 123-88,240,48,86,.558,31,52,.596,17,34,.500,10,16,.625,123,30,80,.375,23,48,.479,7,32,.219,21,30,.700,88
578,2021-11-26,ORL,,CHI,L 88-123,240,30,80,.375,23,48,.479,7,32,.219,21,30,.700,88,48,86,.558,31,52,.596,17,34,.500,10,16,.625,123
579,2021-11-26,BOS,@,SAS,L 88-96,240,34,92,.370,24,58,.414,10,34,.294,10,15,.667,88,38,87,.437,32,63,.508,6,24,.250,14,19,.737,96
580,2021-11-26,SAS,,BOS,W 96-88,240,38,87,.437,32,63,.508,6,24,.250,14,19,.737,96,34,92,.370,24,58,.414,10,34,.294,10,15,.667,88
581,2021-11-26,NOP,@,UTA,W 98-97,240,38,89,.427,27,62,.435,11,27,.407,11,13,.846,98,36,80,.450,23,47,.489,13,33,.394,12,18,.667,97
582,2021-11-26,UTA,,NOP,L 97-98,240,36,80,.450,23,47,.489,13,33,.394,12,18,.667,97,38,89,.427,27,62,.435,11,27,.407,11,13,.846,98
583,2021-11-27,ATL,,NYK,L 90-99,240,33,93,.355,24,56,.429,9,37,.243,15,20,.750,90,36,82,.439,25,53,.472,11,29,.379,16,22,.727,99
584,2021-11-27,NYK,@,ATL,W 99-90,240,36,82,.439,25,53,.472,11,29,.379,16,22,.727,99,33,93,.355,24,56,.429,9,37,.243,15,20,.750,90
585,2021-11-27,BRK,,PHO,L 107-113,240,42,84,.500,35,61,.574,7,23,.304,16,21,.762,107,41,92,.446,28,54,.519,13,38,.342,18,21,.857,113
586,2021-11-27,PHO,@,BRK,W 113-107,240,41,92,.446,28,54,.519,13,38,.342,18,21,.857,113,42,84,.500,35,61,.574,7,23,.304,16,21,.762,107
587,2021-11-27,CHI,,MIA,L 104-107,240,38,81,.469,27,42,.643,11,39,.282,17,21,.810,104,37,86,.430,23,46,.500,14,40,.350,19,22,.864,107
588,2021-11-27,MIA,@,CHI,W 107-104,240,37,86,.430,23,46,.500,14,40,.350,19,22,.864,107,38,81,.469,27,42,.643,11,39,.282,17,21,.810,104
589,2021-11-27,CLE,,ORL,W 105-92,240,41,90,.456,27,51,.529,14,39,.359,9,12,.750,105,35,88,.398,27,56,.482,8,32,.250,14,23,.609,92
590,2021-11-27,ORL,@,CLE,L 92-105,240,35,88,.398,27,56,.482,8,32,.250,14,23,.609,92,41,90,.456,27,51,.529,14,39,.359,9,12,.750,105
591,2021-11-27,DAL,,WAS,L 114-120,240,42,89,.472,28,51,.549,14,38,.368,16,22,.727,114,45,78,.577,36,54,.667,9,24,.375,21,26,.808,120
592,2021-11-27,WAS,@,DAL,W 120-114,240,45,78,.577,36,54,.667,9,24,.375,21,26,.808,120,42,89,.472,28,51,.549,14,38,.368,16,22,.727,114
593,2021-11-27,CHO,@,HOU,L 143-146 (OT),265,48,103,.466,28,53,.528,20,50,.400,27,30,.900,143,51,95,.537,28,46,.609,23,49,.469,21,31,.677,146
594,2021-11-27,HOU,,CHO,W 146-143 (OT),265,51,95,.537,28,46,.609,23,49,.469,21,31,.677,146,48,103,.466,28,53,.528,20,50,.400,27,30,.900,143
595,2021-11-27,MIN,@,PHI,W 121-120 (2OT),290,48,96,.500,34,60,.567,14,36,.389,11,16,.688,121,39,93,.419,27,59,.458,12,34,.353,30,39,.769,120
596,2021-11-27,PHI,,MIN,L 120-121 (2OT),290,39,93,.419,27,59,.458,12,34,.353,30,39,.769,120,48,96,.500,34,60,.567,14,36,.389,11,16,.688,121
597,2021-11-27,NOP,@,UTA,L 105-127,240,40,93,.430,32,58,.552,8,35,.229,17,21,.810,105,45,80,.563,25,45,.556,20,35,.571,17,22,.773,127
598,2021-11-27,UTA,,NOP,W 127-105,240,45,80,.563,25,45,.556,20,35,.571,17,22,.773,127,40,93,.430,32,58,.552,8,35,.229,17,21,.810,105
599,2021-11-28,IND,,MIL,L 100-118,240,38,92,.413,26,47,.553,12,45,.267,12,16,.750,100,46,90,.511,38,55,.691,8,35,.229,18,22,.818,118
600,2021-11-28,MIL,@,IND,W 118-100,240,46,90,.511,38,55,.691,8,35,.229,18,22,.818,118,38,92,.413,26,47,.553,12,45,.267,12,16,.750,100
601,2021-11-28,GSW,@,LAC,W 105-90,240,38,86,.442,21,46,.457,17,40,.425,12,22,.545,105,32,80,.400,23,52,.442,9,28,.321,17,25,.680,90
602,2021-11-28,LAC,,GSW,L 90-105,240,32,80,.400,23,52,.442,9,28,.321,17,25,.680,90,38,86,.442,21,46,.457,17,40,.425,12,22,.545,105
603,2021-11-28,DET,@,LAL,L 106-110,240,38,89,.427,25,56,.446,13,33,.394,17,19,.895,106,43,86,.500,34,54,.630,9,32,.281,15,25,.600,110
604,2021-11-28,LAL,,DET,W 110-106,240,43,86,.500,34,54,.630,9,32,.281,15,25,.600,110,38,89,.427,25,56,.446,13,33,.394,17,19,.895,106
605,2021-11-28,MEM,,SAC,W 128-101,240,50,104,.481,37,65,.569,13,39,.333,15,20,.750,128,33,97,.340,24,55,.436,9,42,.214,26,37,.703,101
606,2021-11-28,SAC,@,MEM,L 101-128,240,33,97,.340,24,55,.436,9,42,.214,26,37,.703,101,50,104,.481,37,65,.569,13,39,.333,15,20,.750,128
607,2021-11-28,BOS,@,TOR,W 109-97,240,34,82,.415,22,48,.458,12,34,.353,29,31,.935,109,35,93,.376,22,51,.431,13,42,.310,14,16,.875,97
608,2021-11-28,TOR,,BOS,L 97-109,240,35,93,.376,22,51,.431,13,42,.310,14,16,.875,97,34,82,.415,22,48,.458,12,34,.353,29,31,.935,109
609,2021-11-29,CHI,,CHO,W 133-119,240,53,89,.596,39,59,.661,14,30,.467,13,19,.684,133,42,88,.477,24,49,.490,18,39,.462,17,21,.810,119
610,2021-11-29,CHO,@,CHI,L 119-133,240,42,88,.477,24,49,.490,18,39,.462,17,21,.810,119,53,89,.596,39,59,.661,14,30,.467,13,19,.684,133
611,2021-11-29,CLE,@,DAL,W 114-96,240,45,80,.563,35,61,.574,10,19,.526,14,18,.778,114,39,89,.438,27,50,.540,12,39,.308,6,15,.400,96
612,2021-11-29,DAL,,CLE,L 96-114,240,39,89,.438,27,50,.540,12,39,.308,6,15,.400,96,45,80,.563,35,61,.574,10,19,.526,14,18,.778,114
613,2021-11-29,HOU,,OKC,W 102-89,240,40,96,.417,25,50,.500,15,46,.326,7,11,.636,102,31,87,.356,24,44,.545,7,43,.163,20,26,.769,89
614,2021-11-29,OKC,@,HOU,L 89-102,240,31,87,.356,24,44,.545,7,43,.163,20,26,.769,89,40,96,.417,25,50,.500,15,46,.326,7,11,.636,102
615,2021-11-29,LAC,,NOP,L 104-123,240,37,72,.514,23,36,.639,14,36,.389,16,21,.762,104,48,94,.511,34,59,.576,14,35,.400,13,16,.813,123
616,2021-11-29,NOP,@,LAC,W 123-104,240,48,94,.511,34,59,.576,14,35,.400,13,16,.813,123,37,72,.514,23,36,.639,14,36,.389,16,21,.762,104
617,2021-11-29,DEN,@,MIA,W 120-111,240,43,74,.581,25,39,.641,18,35,.514,16,21,.762,120,43,91,.473,28,47,.596,15,44,.341,10,15,.667,111
618,2021-11-29,MIA,,DEN,L 111-120,240,43,91,.473,28,47,.596,15,44,.341,10,15,.667,111,43,74,.581,25,39,.641,18,35,.514,16,21,.762,120
619,2021-11-29,IND,@,MIN,L 98-100,240,36,91,.396,27,54,.500,9,37,.243,17,21,.810,98,36,82,.439,27,47,.574,9,35,.257,19,26,.731,100
620,2021-11-29,MIN,,IND,W 100-98,240,36,82,.439,27,47,.574,9,35,.257,19,26,.731,100,36,91,.396,27,54,.500,9,37,.243,17,21,.810,98
621,2021-11-29,ORL,@,PHI,L 96-101,240,37,90,.411,29,57,.509,8,33,.242,14,18,.778,96,39,97,.402,29,64,.453,10,33,.303,13,18,.722,101
622,2021-11-29,PHI,,ORL,W 101-96,240,39,97,.402,29,64,.453,10,33,.303,13,18,.722,101,37,90,.411,29,57,.509,8,33,.242,14,18,.778,96
623,2021-11-29,SAS,,WAS,W 116-99,240,49,92,.533,41,74,.554,8,18,.444,10,16,.625,116,41,92,.446,32,61,.525,9,31,.290,8,13,.615,99
624,2021-11-29,WAS,@,SAS,L 99-116,240,41,92,.446,32,61,.525,9,31,.290,8,13,.615,99,49,92,.533,41,74,.554,8,18,.444,10,16,.625,116
625,2021-11-29,POR,@,UTA,L 107-129,240,42,91,.462,31,60,.517,11,31,.355,12,17,.706,107,47,89,.528,28,43,.651,19,46,.413,16,23,.696,129
626,2021-11-29,UTA,,POR,W 129-107,240,47,89,.528,28,43,.651,19,46,.413,16,23,.696,129,42,91,.462,31,60,.517,11,31,.355,12,17,.706,107
627,2021-11-30,BRK,,NYK,W 112-110,240,41,85,.482,33,57,.579,8,28,.286,22,25,.880,112,44,91,.484,33,59,.559,11,32,.344,11,12,.917,110
628,2021-11-30,NYK,@,BRK,L 110-112,240,44,91,.484,33,59,.559,11,32,.344,11,12,.917,110,41,85,.482,33,57,.579,8,28,.286,22,25,.880,112
629,2021-11-30,GSW,@,PHO,L 96-104,240,36,86,.419,22,46,.478,14,40,.350,10,14,.714,96,43,87,.494,31,57,.544,12,30,.400,6,11,.545,104
630,2021-11-30,PHO,,GSW,W 104-96,240,43,87,.494,31,57,.544,12,30,.400,6,11,.545,104,36,86,.419,22,46,.478,14,40,.350,10,14,.714,96
631,2021-11-30,DET,@,POR,L 92-110,240,29,76,.382,20,41,.488,9,35,.257,25,30,.833,92,41,96,.427,27,54,.500,14,42,.333,14,18,.778,110
632,2021-11-30,POR,,DET,W 110-92,240,41,96,.427,27,54,.500,14,42,.333,14,18,.778,110,29,76,.382,20,41,.488,9,35,.257,25,30,.833,92
633,2021-11-30,LAL,@,SAC,W 117-92,240,46,92,.500,35,64,.547,11,28,.393,14,20,.700,117,35,79,.443,29,50,.580,6,29,.207,16,22,.727,92
634,2021-11-30,SAC,,LAL,L 92-117,240,35,79,.443,29,50,.580,6,29,.207,16,22,.727,92,46,92,.500,35,64,.547,11,28,.393,14,20,.700,117
635,2021-11-30,MEM,@,TOR,W 98-91,240,36,93,.387,26,59,.441,10,34,.294,16,19,.842,98,36,91,.396,26,52,.500,10,39,.256,9,12,.750,91
636,2021-11-30,TOR,,MEM,L 91-98,240,36,91,.396,26,52,.500,10,39,.256,9,12,.750,91,36,93,.387,26,59,.441,10,34,.294,16,19,.842,98
637,2021-12-01,BOS,,PHI,W 88-87,240,33,79,.418,22,51,.431,11,28,.393,11,15,.733,88,33,89,.371,25,58,.431,8,31,.258,13,17,.765,87
638,2021-12-01,PHI,@,BOS,L 87-88,240,33,89,.371,25,58,.431,8,31,.258,13,17,.765,87,33,79,.418,22,51,.431,11,28,.393,11,15,.733,88
639,2021-12-01,ATL,@,IND,W 114-111,240,44,86,.512,28,53,.528,16,33,.485,10,12,.833,114,44,90,.489,34,57,.596,10,33,.303,13,16,.813,111
640,2021-12-01,IND,,ATL,L 111-114,240,44,90,.489,34,57,.596,10,33,.303,13,16,.813,111,44,86,.512,28,53,.528,16,33,.485,10,12,.833,114
641,2021-12-01,LAC,,SAC,L 115-124,240,47,100,.470,38,69,.551,9,31,.290,12,16,.750,115,46,88,.523,31,50,.620,15,38,.395,17,20,.850,124
642,2021-12-01,SAC,@,LAC,W 124-115,240,46,88,.523,31,50,.620,15,38,.395,17,20,.850,124,47,100,.470,38,69,.551,9,31,.290,12,16,.750,115
643,2021-12-01,CLE,@,MIA,W 111-85,240,37,68,.544,21,37,.568,16,31,.516,21,23,.913,111,32,85,.376,20,48,.417,12,37,.324,9,13,.692,85
644,2021-12-01,MIA,,CLE,L 85-111,240,32,85,.376,20,48,.417,12,37,.324,9,13,.692,85,37,68,.544,21,37,.568,16,31,.516,21,23,.913,111
645,2021-12-01,CHO,@,MIL,L 125-127,240,43,87,.494,22,36,.611,21,51,.412,18,21,.857,125,46,94,.489,32,58,.552,14,36,.389,21,26,.808,127
646,2021-12-01,MIL,,CHO,W 127-125,240,46,94,.489,32,58,.552,14,36,.389,21,26,.808,127,43,87,.494,22,36,.611,21,51,.412,18,21,.857,125
647,2021-12-01,DAL,@,NOP,W 139-107,240,57,83,.687,39,49,.796,18,34,.529,7,9,.778,139,40,89,.449,27,52,.519,13,37,.351,14,16,.875,107
648,2021-12-01,NOP,,DAL,L 107-139,240,40,89,.449,27,52,.519,13,37,.351,14,16,.875,107,57,83,.687,39,49,.796,18,34,.529,7,9,.778,139
649,2021-12-01,HOU,@,OKC,W 114-110,240,40,79,.506,25,42,.595,15,37,.405,19,22,.864,114,40,85,.471,32,53,.604,8,32,.250,22,29,.759,110
650,2021-12-01,OKC,,HOU,L 110-114,240,40,85,.471,32,53,.604,8,32,.250,22,29,.759,110,40,79,.506,25,42,.595,15,37,.405,19,22,.864,114
651,2021-12-01,DEN,@,ORL,L 103-108,240,39,80,.488,29,46,.630,10,34,.294,15,21,.714,103,44,81,.543,38,54,.704,6,27,.222,14,19,.737,108
652,2021-12-01,ORL,,DEN,W 108-103,240,44,81,.543,38,54,.704,6,27,.222,14,19,.737,108,39,80,.488,29,46,.630,10,34,.294,15,21,.714,103
653,2021-12-01,MIN,@,WAS,L 107-115,240,37,88,.420,26,51,.510,11,37,.297,22,26,.846,107,45,91,.495,35,59,.593,10,32,.313,15,21,.714,115
654,2021-12-01,WAS,,MIN,W 115-107,240,45,91,.495,35,59,.593,10,32,.313,15,21,.714,115,37,88,.420,26,51,.510,11,37,.297,22,26,.846,107
655,2021-12-02,MEM,,OKC,W 152-79,240,60,96,.625,41,60,.683,19,36,.528,13,18,.722,152,25,76,.329,14,38,.368,11,38,.289,18,22,.818,79
656,2021-12-02,OKC,@,MEM,L 79-152,240,25,76,.329,14,38,.368,11,38,.289,18,22,.818,79,60,96,.625,41,60,.683,19,36,.528,13,18,.722,152
657,2021-12-02,CHI,@,NYK,W 119-115,240,44,89,.494,33,60,.550,11,29,.379,20,21,.952,119,42,82,.512,33,56,.589,9,26,.346,22,27,.815,115
658,2021-12-02,NYK,,CHI,L 115-119,240,42,82,.512,33,56,.589,9,26,.346,22,27,.815,115,44,89,.494,33,60,.550,11,29,.379,20,21,.952,119
659,2021-12-02,DET,@,PHO,L 103-114,240,36,80,.450,25,53,.472,11,27,.407,20,26,.769,103,43,79,.544,31,58,.534,12,21,.571,16,23,.696,114
660,2021-12-02,PHO,,DET,W 114-103,240,43,79,.544,31,58,.534,12,21,.571,16,23,.696,114,36,80,.450,25,53,.472,11,27,.407,20,26,.769,103
661,2021-12-02,POR,,SAS,L 83-114,240,29,82,.354,17,48,.354,12,34,.353,13,17,.765,83,44,91,.484,30,55,.545,14,36,.389,12,16,.750,114
662,2021-12-02,SAS,@,POR,W 114-83,240,44,91,.484,30,55,.545,14,36,.389,12,16,.750,114,29,82,.354,17,48,.354,12,34,.353,13,17,.765,83
663,2021-12-02,MIL,@,TOR,L 93-97,240,32,85,.376,21,54,.389,11,31,.355,18,25,.720,93,37,88,.420,23,48,.479,14,40,.350,9,14,.643,97
664,2021-12-02,TOR,,MIL,W 97-93,240,37,88,.420,23,48,.479,14,40,.350,9,14,.643,97,32,85,.376,21,54,.389,11,31,.355,18,25,.720,93
665,2021-12-03,ATL,,PHI,L 96-98,240,31,76,.408,21,48,.438,10,28,.357,24,30,.800,96,38,81,.469,29,59,.492,9,22,.409,13,17,.765,98
666,2021-12-03,PHI,@,ATL,W 98-96,240,38,81,.469,29,59,.492,9,22,.409,13,17,.765,98,31,76,.408,21,48,.438,10,28,.357,24,30,.800,96
667,2021-12-03,BRK,,MIN,W 110-105,240,36,76,.474,30,53,.566,6,23,.261,32,41,.780,110,36,93,.387,23,51,.451,13,42,.310,20,24,.833,105
668,2021-12-03,MIN,@,BRK,L 105-110,240,36,93,.387,23,51,.451,13,42,.310,20,24,.833,105,36,76,.474,30,53,.566,6,23,.261,32,41,.780,110
669,2021-12-03,DAL,,NOP,L 91-107,240,32,79,.405,22,45,.489,10,34,.294,17,26,.654,91,37,90,.411,25,60,.417,12,30,.400,21,28,.750,107
670,2021-12-03,NOP,@,DAL,W 107-91,240,37,90,.411,25,60,.417,12,30,.400,21,28,.750,107,32,79,.405,22,45,.489,10,34,.294,17,26,.654,91
671,2021-12-03,GSW,,PHO,W 118-96,240,45,92,.489,26,53,.491,19,39,.487,9,12,.750,118,31,81,.383,23,59,.390,8,22,.364,26,35,.743,96
672,2021-12-03,PHO,@,GSW,L 96-118,240,31,81,.383,23,59,.390,8,22,.364,26,35,.743,96,45,92,.489,26,53,.491,19,39,.487,9,12,.750,118
673,2021-12-03,HOU,,ORL,W 118-116,240,44,92,.478,27,45,.600,17,47,.362,13,15,.867,118,42,86,.488,29,49,.592,13,37,.351,19,21,.905,116
674,2021-12-03,ORL,@,HOU,L 116-118,240,42,86,.488,29,49,.592,13,37,.351,19,21,.905,116,44,92,.478,27,45,.600,17,47,.362,13,15,.867,118
675,2021-12-03,IND,,MIA,L 104-113,240,35,80,.438,26,44,.591,9,36,.250,25,33,.758,104,43,81,.531,27,47,.574,16,34,.471,11,13,.846,113
676,2021-12-03,MIA,@,IND,W 113-104,240,43,81,.531,27,47,.574,16,34,.471,11,13,.846,113,35,80,.438,26,44,.591,9,36,.250,25,33,.758,104
677,2021-12-03,LAC,@,LAL,W 119-115,240,41,81,.506,25,46,.543,16,35,.457,21,24,.875,119,45,90,.500,33,57,.579,12,33,.364,13,21,.619,115
678,2021-12-03,LAL,,LAC,L 115-119,240,45,90,.500,33,57,.579,12,33,.364,13,21,.619,115,41,81,.506,25,46,.543,16,35,.457,21,24,.875,119
679,2021-12-03,BOS,@,UTA,L 130-137,240,47,91,.516,33,52,.635,14,39,.359,22,22,1.000,130,45,81,.556,18,30,.600,27,51,.529,20,23,.870,137
680,2021-12-03,UTA,,BOS,W 137-130,240,45,81,.556,18,30,.600,27,51,.529,20,23,.870,137,47,91,.516,33,52,.635,14,39,.359,22,22,1.000,130
681,2021-12-03,CLE,@,WAS,W 116-101,240,42,89,.472,29,59,.492,13,30,.433,19,25,.760,116,38,82,.463,28,51,.549,10,31,.323,15,19,.789,101
682,2021-12-03,WAS,,CLE,L 101-116,240,38,82,.463,28,51,.549,10,31,.323,15,19,.789,101,42,89,.472,29,59,.492,13,30,.433,19,25,.760,116
683,2021-12-04,BRK,,CHI,L 107-111,240,46,111,.414,38,86,.442,8,25,.320,7,9,.778,107,41,86,.477,31,55,.564,10,31,.323,19,27,.704,111
684,2021-12-04,CHI,@,BRK,W 111-107,240,41,86,.477,31,55,.564,10,31,.323,19,27,.704,111,46,111,.414,38,86,.442,8,25,.320,7,9,.778,107
