Rk,Player,Age,Pos,Tm,,Opp,,Date,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM
3145,Dejounte Murray\murrade01,25-049,G,SAS,@,OKC,L,2021-11-07,1,35,5,19,.263,5,15,.333,0,4,.000,0,0,,.263,1,7,8,9,3,1,3,2,10,7.7,-4.7
3146,Mike Muscala\muscami01,30-129,F-C,OKC,,SAS,W,2021-11-07,0,14,5,6,.833,2,2,1.000,3,4,.750,7,9,.778,1.004,1,3,4,0,0,2,0,2,20,19.2,38.4
3147,Svi Mykhailiuk\mykhasv01,24-150,G-F,TOR,,BRK,L,2021-11-07,0,21,2,7,.286,1,3,.333,1,4,.250,0,0,,.357,0,0,0,1,0,0,1,1,5,0.2,-13.9
3148,Raul Neto\netora01,29-172,G,WAS,,MIL,W,2021-11-07,0,22,2,8,.250,2,6,.333,0,2,.000,0,0,,.250,0,1,1,0,1,0,2,1,4,-1.9,-15.7
3149,Nerlens Noel\noelne01,27-211,C-F,NYK,,CLE,L,2021-11-07,0,30,2,2,1.000,2,2,1.000,0,0,,1,1,1.000,1.025,1,5,6,0,3,3,2,3,5,8.5,0.4
3150,David Nwaba\nwabada01,28-297,G,HOU,@,GSW,L,2021-11-07,0,20,3,6,.500,3,6,.500,0,0,,0,0,,.500,3,6,9,1,1,1,1,0,6,8.3,2.4
3151,Jordan Nwora\nworajo01,23-059,F,MIL,@,WAS,L,2021-11-07,0,13,1,3,.333,0,1,.000,1,2,.500,0,0,,.500,0,2,2,0,0,0,0,1,3,1.5,-6.1
3152,Royce O'Neale\onealro01,28-155,F,UTA,@,ORL,L,2021-11-07,1,34,5,6,.833,3,3,1.000,2,3,.667,2,3,.667,.956,1,6,7,2,3,0,2,3,14,15.1,7.3
3153,Semi Ojeleye\ojelese01,26-337,F,MIL,@,WAS,L,2021-11-07,0,18,1,1,1.000,0,0,,1,1,1.000,0,0,,1.500,3,1,4,0,0,0,0,0,3,5.1,1.0
3154,Chuma Okeke\okekech01,23-081,F,ORL,,UTA,W,2021-11-07,0,20,0,3,.000,0,1,.000,0,2,.000,4,4,1.000,.420,0,2,2,1,0,0,1,0,4,2.2,-8.5
3155,Cedi Osman\osmande01,26-213,F,CLE,@,NYK,W,2021-11-07,0,31,0,5,.000,0,0,,0,5,.000,2,2,1.000,.170,1,4,5,2,0,1,3,3,2,-1.7,-14.1
3156,Kelly Oubre Jr.\oubreke01,25-333,F,CHO,@,LAC,L,2021-11-07,0,28,7,14,.500,6,8,.750,1,6,.167,1,3,.333,.522,0,4,4,2,1,1,2,4,16,8.9,-1.9
3157,Eric Paschall\pascher01,25-003,F,UTA,@,ORL,L,2021-11-07,0,16,1,5,.200,1,1,1.000,0,4,.000,4,6,.667,.393,0,2,2,0,0,0,0,0,6,2.7,-8.5
3158,Gary Payton II\paytoga02,28-341,G,GSW,,HOU,W,2021-11-07,0,20,5,6,.833,5,6,.833,0,0,,0,0,,.833,1,2,3,3,4,0,0,3,10,14.0,15.5
3159,Mason Plumlee\plumlma01,31-247,C-F,CHO,@,LAC,L,2021-11-07,1,25,1,2,.500,1,2,.500,0,0,,0,0,,.500,1,5,6,4,2,0,4,0,2,4.0,-2.8
3160,Aleksej Pokusevski\pokusal01,19-316,F,OKC,,SAS,W,2021-11-07,0,18,1,3,.333,0,1,.000,1,2,.500,0,0,,.500,2,3,5,0,0,0,2,2,3,0.8,-9.8
3161,Jordan Poole\poolejo01,22-141,G,GSW,,HOU,W,2021-11-07,1,30,7,13,.538,5,6,.833,2,7,.286,9,9,1.000,.737,0,4,4,5,1,0,3,5,25,19.4,3.1
3162,Kevin Porter Jr.\porteke02,21-187,G,HOU,@,GSW,L,2021-11-07,1,27,3,9,.333,2,6,.333,1,3,.333,4,4,1.000,.511,0,1,1,7,0,0,3,1,11,7.7,-4.1
3163,Otto Porter Jr.\porteot01,28-157,F,GSW,,HOU,W,2021-11-07,0,18,5,9,.556,0,2,.000,5,7,.714,0,0,,.833,1,8,9,1,2,1,0,2,15,16.4,21.4
3164,Bobby Portis\portibo01,26-270,F,MIL,@,WAS,L,2021-11-07,1,31,6,17,.353,5,14,.357,1,3,.333,0,0,,.382,5,8,13,2,4,2,2,1,13,13.8,3.2
3165,Immanuel Quickley\quickim01,22-143,G,NYK,,CLE,L,2021-11-07,0,20,3,8,.375,1,3,.333,2,5,.400,4,4,1.000,.615,0,1,1,5,1,0,0,0,12,12.4,8.3
3166,Julius Randle\randlju01,26-343,F-C,NYK,,CLE,L,2021-11-07,1,37,7,17,.412,6,12,.500,1,5,.200,4,5,.800,.495,0,7,7,7,1,1,2,3,19,15.0,-0.8
3167,Nick Richards\richani01,23-343,F-C,CHO,@,LAC,L,2021-11-07,0,13,3,3,1.000,3,3,1.000,0,0,,0,0,,1.000,2,0,2,0,0,0,2,3,6,3.3,-8.1
3168,Justin Robinson\robinju01,24-026,G,MIL,@,WAS,L,2021-11-07,0,8,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,1,1,0,0,0,0,1,0,-0.8,-15.9
3169,Mitchell Robinson\robinmi01,23-220,C,NYK,,CLE,L,2021-11-07,1,17,3,3,1.000,3,3,1.000,0,0,,2,2,1.000,1.031,4,3,7,1,0,5,0,2,8,14.2,15.3
3170,Jeremiah Robinson-Earl\robinje02,21-004,F,OKC,,SAS,W,2021-11-07,1,24,5,9,.556,2,4,.500,3,5,.600,0,0,,.722,1,3,4,1,0,2,1,1,13,11.0,9.0
3171,Derrick Rose\rosede01,33-034,G,NYK,,CLE,L,2021-11-07,1,29,8,14,.571,7,12,.583,1,2,.500,0,0,,.607,0,1,1,5,1,0,0,0,17,15.2,2.8
3172,Terrence Ross\rosste01,30-275,F-G,ORL,,UTA,W,2021-11-07,0,23,2,12,.167,2,6,.333,0,6,.000,0,1,.000,.161,1,1,2,3,0,0,2,1,4,-3.3,-22.4
3173,Terry Rozier\roziete01,27-235,G,CHO,@,LAC,L,2021-11-07,1,33,8,22,.364,7,13,.538,1,9,.111,0,0,,.386,3,5,8,2,2,0,1,1,17,10.4,-2.9
3174,Ricky Rubio\rubiori01,31-017,G,CLE,@,NYK,W,2021-11-07,0,31,13,19,.684,5,10,.500,8,9,.889,3,3,1.000,.910,0,3,3,10,1,0,4,1,37,33.4,22.8
3175,Domantas Sabonis\sabondo01,25-188,F-C,IND,@,SAC,W,2021-11-07,1,29,7,13,.538,7,10,.700,0,3,.000,3,3,1.000,.594,3,7,10,1,3,0,3,5,17,13.6,4.5
3176,Alperen Şengün\sengual01,19-105,F,HOU,@,GSW,L,2021-11-07,0,16,3,4,.750,2,3,.667,1,1,1.000,5,12,.417,.647,1,4,5,1,0,1,3,1,12,7.5,0.6
3177,Collin Sexton\sextoco01,22-307,G,CLE,@,NYK,W,2021-11-07,1,13,4,8,.500,4,5,.800,0,3,.000,0,0,,.500,0,1,1,4,0,0,0,1,8,6.7,-0.2
3178,Pascal Siakam\siakapa01,27-219,F,TOR,,BRK,L,2021-11-07,1,25,5,12,.417,4,9,.444,1,3,.333,4,5,.800,.528,1,3,4,1,1,2,0,3,15,11.7,2.4
3179,Jericho Sims\simsje01,23-018,F,NYK,,CLE,L,2021-11-07,0,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-9.3
3180,Ish Smith\smithis01,33-125,G,CHO,@,LAC,L,2021-11-07,0,5,0,0,,0,0,,0,0,,0,0,,,0,2,2,1,1,0,2,0,0,0.3,-7.4
3181,Lamar Stevens\stevela01,24-121,F,CLE,@,NYK,W,2021-11-07,0,14,1,2,.500,1,2,.500,0,0,,0,0,,.500,1,2,3,0,0,0,0,2,2,1.5,-6.8
3182,Jalen Suggs\suggsja01,20-157,G,ORL,,UTA,W,2021-11-07,1,25,3,10,.300,3,8,.375,0,2,.000,0,0,,.300,0,2,2,5,0,0,4,2,6,-0.5,-16.7
3183,Jae'Sean Tate\tateja01,26-010,F,HOU,@,GSW,L,2021-11-07,1,33,7,11,.636,5,7,.714,2,4,.500,5,9,.556,.702,2,8,10,0,0,0,2,3,21,15.1,0.7
3184,Daniel Theis\theisda01,29-217,C,HOU,@,GSW,L,2021-11-07,1,21,5,7,.714,3,5,.600,2,2,1.000,2,2,1.000,.888,2,3,5,2,1,1,3,1,14,13.1,10.7
3185,Obi Toppin\toppiob01,23-248,F,NYK,,CLE,L,2021-11-07,0,11,4,4,1.000,4,4,1.000,0,0,,3,3,1.000,1.034,0,2,2,1,0,0,1,3,11,8.9,8.6
3186,Juan Toscano-Anderson\toscaju01,28-211,F,GSW,,HOU,W,2021-11-07,0,20,4,8,.500,4,5,.800,0,3,.000,0,0,,.500,0,4,4,1,0,0,0,3,8,4.7,-8.7
3187,Gary Trent Jr.\trentga02,22-293,G,TOR,,BRK,L,2021-11-07,1,36,7,14,.500,7,9,.778,0,5,.000,0,0,,.500,0,1,1,2,0,1,1,1,14,8.0,-7.4
3188,Myles Turner\turnemy01,25-228,C-F,IND,@,SAC,W,2021-11-07,1,35,4,10,.400,2,5,.400,2,5,.400,2,2,1.000,.551,2,13,15,3,1,5,1,5,12,15.5,10.5
3189,Denzel Valentine\valende01,27-356,G,CLE,@,NYK,W,2021-11-07,0,1,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,0,0,0,0,2,1.7,25.1
3190,Fred VanVleet\vanvlfr01,27-255,G,TOR,,BRK,L,2021-11-07,1,41,6,14,.429,3,6,.500,3,8,.375,6,6,1.000,.631,1,3,4,8,1,1,1,0,21,21.5,6.1
3191,Devin Vassell\vassede01,21-076,G-F,SAS,@,OKC,L,2021-11-07,0,25,3,12,.250,3,7,.429,0,5,.000,0,0,,.250,1,3,4,3,0,1,0,4,6,1.6,-11.4
3192,Dean Wade\wadede01,24-352,F,CLE,@,NYK,W,2021-11-07,1,27,2,6,.333,0,1,.000,2,5,.400,0,0,,.500,0,3,3,0,3,0,0,4,6,4.9,-1.0
3193,Franz Wagner\wagnefr01,20-072,G-F,ORL,,UTA,W,2021-11-07,1,32,4,10,.400,4,9,.444,0,1,.000,2,2,1.000,.460,1,3,4,4,1,0,0,4,10,8.4,-3.5
3194,Moritz Wagner\wagnemo01,24-195,F-C,ORL,,UTA,W,2021-11-07,0,3,1,1,1.000,0,0,,1,1,1.000,0,0,,1.500,0,1,1,0,0,0,0,1,3,2.6,24.6
3195,Lonnie Walker IV\walkelo01,22-328,G,SAS,@,OKC,L,2021-11-07,0,27,5,14,.357,2,4,.500,3,10,.300,2,2,1.000,.504,0,2,2,2,1,0,1,2,15,8.4,-1.7
3196,Brad Wanamaker\wanambr01,32-105,G,IND,@,SAC,W,2021-11-07,0,11,0,1,.000,0,1,.000,0,0,,1,2,.500,.266,0,2,2,2,0,1,3,0,1,-0.4,-8.4
3197,Derrick White\whitede01,27-128,G,SAS,@,OKC,L,2021-11-07,1,27,0,10,.000,0,6,.000,0,4,.000,0,0,,.000,1,2,3,5,1,1,0,2,0,-1.3,-13.9
3198,Hassan Whiteside\whiteha01,32-147,C,UTA,@,ORL,L,2021-11-07,0,14,5,9,.556,5,9,.556,0,0,,2,3,.667,.581,4,6,10,0,0,1,3,3,12,8.4,-3.1
3199,Andrew Wiggins\wiggian01,26-257,F-G,GSW,,HOU,W,2021-11-07,1,30,4,11,.364,3,5,.600,1,6,.167,7,8,.875,.551,1,2,3,2,0,0,3,3,16,8.0,-9.8
3200,Kenrich Williams\willike04,26-340,G-F,OKC,,SAS,W,2021-11-07,0,20,2,7,.286,2,5,.400,0,2,.000,3,4,.750,.400,1,3,4,1,1,1,0,0,7,6.5,0.8
3201,Dylan Windler\windldy01,25-046,G-F,CLE,@,NYK,W,2021-11-07,0,17,3,5,.600,0,1,.000,3,4,.750,0,0,,.900,0,4,4,1,0,0,1,2,9,6.8,4.7
3202,Justise Winslow\winslju01,25-226,F,LAC,,CHO,W,2021-11-07,0,4,0,0,,0,0,,0,0,,0,0,,,0,1,1,0,0,0,0,0,0,0.3,-2.5
3203,Christian Wood\woodch01,26-041,F,HOU,@,GSW,L,2021-11-07,1,24,2,5,.400,2,4,.500,0,1,.000,0,1,.000,.368,0,1,1,1,4,0,3,4,4,1.3,-8.0
3204,Thaddeus Young\youngth01,33-139,F,SAS,@,OKC,L,2021-11-07,0,25,5,5,1.000,5,5,1.000,0,0,,0,1,.000,.919,4,4,8,3,1,1,2,0,10,13.9,6.3
3205,Ivica Zubac\zubaciv01,24-234,C,LAC,,CHO,W,2021-11-07,1,28,3,3,1.000,3,3,1.000,0,0,,8,8,1.000,1.074,3,8,11,0,0,2,0,4,14,17.4,7.7
3206,Steven Adams\adamsst01,28-111,C,MEM,,MIN,W,2021-11-08,1,19,1,4,.250,1,4,.250,0,0,,1,1,1.000,.338,2,1,3,1,0,1,2,2,3,0.9,-11.4
3207,Bam Adebayo\adebaba01,24-113,C-F,MIA,@,DEN,L,2021-11-08,1,31,3,10,.300,3,10,.300,0,0,,4,6,.667,.396,0,10,10,2,1,0,2,2,10,6.0,-6.1
3208,LaMarcus Aldridge\aldrila01,36-112,F-C,BRK,@,CHI,L,2021-11-08,0,23,8,13,.615,7,12,.583,1,1,1.000,2,3,.667,.663,1,6,7,0,1,2,1,2,19,15.8,9.0
3209,Nickeil Alexander-Walker\alexani01,23-067,G,NOP,@,DAL,L,2021-11-08,1,38,8,20,.400,6,9,.667,2,11,.182,0,0,,.450,0,1,1,4,1,0,2,1,18,8.9,-4.4
3210,Kyle Anderson\anderky01,28-049,F-G,MEM,,MIN,W,2021-11-08,0,28,5,8,.625,3,6,.500,2,2,1.000,0,1,.000,.711,3,6,9,7,0,1,1,2,12,15.7,12.8
3211,Carmelo Anthony\anthoca01,37-163,F,LAL,,CHO,W,2021-11-08,0,37,9,13,.692,2,3,.667,7,10,.700,4,5,.800,.954,0,3,3,1,1,1,0,2,29,25.6,13.3
3212,LaMelo Ball\ballla01,20-078,G,CHO,@,LAL,L,2021-11-08,1,42,8,19,.421,5,11,.455,3,8,.375,6,6,1.000,.578,3,13,16,11,1,1,3,2,25,26.5,10.6
3213,Lonzo Ball\balllo01,24-012,G,CHI,,BRK,W,2021-11-08,1,30,4,12,.333,1,5,.200,3,7,.429,0,0,,.458,1,3,4,3,0,0,0,2,11,7.1,-1.2
3214,Desmond Bane\banede01,23-136,G,MEM,,MIN,W,2021-11-08,1,41,5,13,.385,5,7,.714,0,6,.000,3,3,1.000,.454,1,2,3,5,1,0,1,2,13,9.9,-4.3
3215,Harrison Barnes\barneha02,29-162,F,SAC,,PHO,L,2021-11-08,1,36,7,9,.778,6,7,.857,1,2,.500,11,11,1.000,.939,2,4,6,2,1,0,6,3,26,20.3,6.0
3216,RJ Barrett\barrerj01,21-147,G-F,NYK,@,PHI,W,2021-11-08,1,40,6,20,.300,4,12,.333,2,8,.250,1,1,1.000,.367,2,8,10,4,0,1,3,2,15,6.9,-7.0
3217,Will Barton\bartowi01,30-306,G,DEN,,MIA,W,2021-11-08,1,35,9,14,.643,2,5,.400,7,9,.778,0,0,,.893,0,5,5,6,1,0,0,3,25,24.3,19.0
3218,Kent Bazemore\bazemke01,32-130,G-F,LAL,,CHO,W,2021-11-08,1,14,0,4,.000,0,3,.000,0,1,.000,0,0,,.000,0,2,2,0,0,0,0,0,0,-2.2,-18.6
3219,Malik Beasley\beaslma01,24-347,G,MIN,@,MEM,L,2021-11-08,0,27,2,8,.250,2,3,.667,0,5,.000,0,0,,.250,0,4,4,1,0,0,0,1,4,0.7,-12.4
3220,DeAndre' Bembry\bembrde01,27-127,F,BRK,@,CHI,L,2021-11-08,0,17,2,3,.667,2,3,.667,0,0,,0,0,,.667,0,0,0,1,2,0,0,3,4,4.2,0.7
3221,Patrick Beverley\beverpa01,33-119,G,MIN,@,MEM,L,2021-11-08,1,29,4,7,.571,3,5,.600,1,2,.500,0,0,,.643,1,2,3,4,1,2,1,4,9,9.6,3.6
3222,Nemanja Bjelica\bjeline01,33-183,F,GSW,,ATL,W,2021-11-08,0,13,2,2,1.000,1,1,1.000,1,1,1.000,2,2,1.000,1.215,0,2,2,0,1,0,2,2,7,5.2,0.6
3223,Bogdan Bogdanović\bogdabo01,29-082,G,ATL,@,GSW,L,2021-11-08,1,31,7,14,.500,4,6,.667,3,8,.375,0,0,,.607,0,1,1,2,0,1,2,2,17,9.6,-1.2
3224,Devin Booker\bookede01,25-009,G,PHO,@,SAC,W,2021-11-08,1,32,8,17,.471,6,12,.500,2,5,.400,0,2,.000,.503,1,8,9,6,2,0,5,4,18,11.2,-3.0
3225,Avery Bradley\bradlav01,30-347,G,LAL,,CHO,W,2021-11-08,1,24,3,8,.375,1,3,.333,2,5,.400,0,0,,.500,0,1,1,0,0,0,0,3,8,2.7,-9.1
3226,Tony Bradley\bradlto01,23-304,F-C,CHI,,BRK,W,2021-11-08,0,15,2,4,.500,2,4,.500,0,0,,0,0,,.500,4,4,8,1,0,1,0,3,4,6.2,2.1
3227,Mikal Bridges\bridgmi01,25-070,G,PHO,@,SAC,W,2021-11-08,1,35,6,9,.667,5,7,.714,1,2,.500,3,3,1.000,.775,1,1,2,1,2,2,0,2,16,16.4,5.5
3228,Miles Bridges\bridgmi02,23-232,G-F,CHO,@,LAL,L,2021-11-08,1,43,6,18,.333,3,7,.429,3,11,.273,4,6,.667,.460,2,6,8,2,2,0,4,2,19,9.8,-4.3
3229,Bruce Brown\brownbr01,25-085,G,BRK,@,CHI,L,2021-11-08,1,31,0,8,.000,0,7,.000,0,1,.000,0,0,,.000,0,1,1,0,0,2,2,2,0,-6.7,-18.4
3230,Moses Brown\brownmo01,22-026,C,DAL,,NOP,W,2021-11-08,0,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.6
3231,Sterling Brown\brownst02,26-271,G,DAL,,NOP,W,2021-11-08,0,11,0,3,.000,0,0,,0,3,.000,0,0,,.000,0,4,4,0,0,0,0,1,0,-1.3,-18.2
3232,Troy Brown Jr.\browntr01,22-103,G-F,CHI,,BRK,W,2021-11-08,0,2,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,0,0,0,0,0,0,0,2,1.7,15.5
3233,Jalen Brunson\brunsja01,25-069,G,DAL,,NOP,W,2021-11-08,0,31,7,12,.583,7,10,.700,0,2,.000,3,3,1.000,.638,0,4,4,6,1,0,2,1,17,15.4,2.0
3234,Reggie Bullock\bullore01,30-237,G-F,DAL,,NOP,W,2021-11-08,0,21,5,7,.714,3,4,.750,2,3,.667,0,0,,.857,1,3,4,1,0,1,0,0,12,12.1,11.1
3235,Alec Burks\burksal01,30-111,G,NYK,@,PHI,W,2021-11-08,0,21,2,7,.286,1,2,.500,1,5,.200,0,2,.000,.317,2,5,7,2,0,0,0,1,5,4.0,-5.1
3236,Jimmy Butler\butleji01,32-055,F-G,MIA,@,DEN,L,2021-11-08,1,38,10,18,.556,8,15,.533,2,3,.667,9,11,.818,.679,1,4,5,8,0,1,1,0,31,28.8,15.6
3237,Facundo Campazzo\campafa01,30-230,G,DEN,,MIA,W,2021-11-08,0,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-9.0
3238,Clint Capela\capelca01,27-174,C,ATL,@,GSW,L,2021-11-08,1,23,1,5,.200,1,5,.200,0,0,,0,2,.000,.170,1,5,6,2,0,1,1,0,2,1.4,-7.2
3239,Jevon Carter\carteje01,26-055,G,BRK,@,CHI,L,2021-11-08,0,9,0,1,.000,0,0,,0,1,.000,2,2,1.000,.532,0,0,0,0,0,1,0,0,2,2.0,-0.8
3240,Alex Caruso\carusal01,27-253,G,CHI,,BRK,W,2021-11-08,0,24,1,4,.250,0,1,.000,1,3,.333,2,2,1.000,.512,0,4,4,2,2,0,2,1,5,4.8,-1.0
3241,Willie Cauley-Stein\caulewi01,28-082,F-C,DAL,,NOP,W,2021-11-08,0,5,0,0,,0,0,,0,0,,0,0,,,0,2,2,0,0,0,0,0,0,0.6,-3.0
3242,Brandon Clarke\clarkbr01,25-050,F,MEM,,MIN,W,2021-11-08,0,24,8,11,.727,8,9,.889,0,2,.000,4,5,.800,.758,5,4,9,0,0,1,0,2,20,19.7,9.7
3243,John Collins\collijo01,24-046,F,ATL,@,GSW,L,2021-11-08,1,31,6,7,.857,4,4,1.000,2,3,.667,5,6,.833,.985,0,6,6,1,0,0,0,0,19,18.6,9.2
3244,Jae Crowder\crowdja01,31-125,F,PHO,@,SAC,W,2021-11-08,1,28,2,9,.222,1,5,.200,1,4,.250,0,0,,.278,1,2,3,3,2,1,0,3,5,4.4,-3.8
3245,Seth Curry\curryse01,31-077,G,PHI,,NYK,L,2021-11-08,1,41,4,10,.400,2,4,.500,2,6,.333,4,4,1.000,.595,1,3,4,6,1,0,3,5,14,10.4,-4.1
3246,Stephen Curry\curryst01,33-239,G,GSW,,ATL,W,2021-11-08,1,35,14,28,.500,5,9,.556,9,19,.474,13,13,1.000,.741,2,5,7,10,4,1,2,0,50,48.6,31.8
3247,Anthony Davis\davisan02,28-242,F-C,LAL,,CHO,W,2021-11-08,1,44,13,25,.520,13,22,.591,0,3,.000,6,8,.750,.561,2,10,12,4,3,5,4,4,32,27.0,3.1
3248,Terence Davis\daviste02,24-176,G,SAC,,PHO,L,2021-11-08,0,26,5,10,.500,2,4,.500,3,6,.500,0,0,,.650,0,3,3,1,0,0,0,2,13,8.8,3.4
3249,Dewayne Dedmon\dedmode01,32-088,C,MIA,@,DEN,L,2021-11-08,0,14,3,4,.750,3,4,.750,0,0,,4,4,1.000,.868,1,2,3,0,0,0,1,3,10,7.5,2.1
3250,DeMar DeRozan\derozde01,32-093,G-F,CHI,,BRK,W,2021-11-08,1,35,10,20,.500,9,16,.563,1,4,.250,7,9,.778,.584,1,3,4,3,1,0,3,3,28,17.7,2.8
3251,Gorgui Dieng\dienggo01,31-294,C,ATL,@,GSW,L,2021-11-08,0,5,1,1,1.000,0,0,,1,1,1.000,0,0,,1.500,0,2,2,1,0,0,0,0,3,4.0,25.7
3252,Luka Dončić\doncilu01,22-253,G-F,DAL,,NOP,W,2021-11-08,1,33,10,21,.476,8,16,.500,2,5,.400,3,5,.600,.539,2,3,5,5,1,1,5,3,25,14.8,-0.9
3253,Ayo Dosunmu\dosunay01,21-295,G,CHI,,BRK,W,2021-11-08,0,20,6,10,.600,5,6,.833,1,4,.250,2,3,.667,.663,3,4,7,0,0,0,1,1,15,11.9,5.8
3254,Jeff Dowtin\dowtije01,24-182,G,GSW,,ATL,W,2021-11-08,0,4,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,1,1,0,0,0,0,1,0,-0.8,-21.9
3255,PJ Dozier\doziepj01,25-014,G,DEN,,MIA,W,2021-11-08,0,21,2,11,.182,1,6,.167,1,5,.200,2,2,1.000,.295,2,6,8,1,0,0,1,3,7,1.8,-14.2
3256,Andre Drummond\drumman01,28-090,C,PHI,,NYK,L,2021-11-08,1,38,5,9,.556,5,9,.556,0,0,,4,6,.667,.601,8,17,25,1,0,2,1,2,14,19.9,1.4
3257,Kevin Durant\duranke01,33-040,F-G,BRK,@,CHI,L,2021-11-08,1,35,13,24,.542,10,16,.625,3,8,.375,9,9,1.000,.680,1,10,11,4,0,0,2,1,38,30.5,15.9
3258,Anthony Edwards\edwaran01,20-095,G,MIN,@,MEM,L,2021-11-08,1,43,9,22,.409,5,13,.385,4,9,.444,5,7,.714,.538,2,3,5,3,3,0,4,4,27,16.2,0.2
3259,Wayne Ellington\ellinwa01,33-344,G,LAL,,CHO,W,2021-11-08,0,24,2,3,.667,0,0,,2,3,.667,2,2,1.000,1.031,1,1,2,0,0,0,0,1,8,7.3,0.4
3260,Dorian Finney-Smith\finnedo01,28-188,F,DAL,,NOP,W,2021-11-08,1,30,2,4,.500,0,0,,2,4,.500,0,2,.000,.615,1,1,2,2,2,0,2,2,6,4.8,-1.5
3261,Evan Fournier\fournev01,29-010,G-F,NYK,@,PHI,W,2021-11-08,1,27,5,8,.625,4,4,1.000,1,4,.250,0,0,,.688,0,6,6,2,1,0,1,4,11,9.0,0.8
3262,De'Aaron Fox\foxde01,23-323,G,SAC,,PHO,L,2021-11-08,1,35,8,19,.421,7,18,.389,1,1,1.000,7,11,.636,.503,0,4,4,5,3,3,5,3,24,15.9,4.6
3263,Danilo Gallinari\gallida01,33-092,F,ATL,@,GSW,L,2021-11-08,0,22,1,7,.143,1,3,.333,0,4,.000,2,2,1.000,.254,0,3,3,1,1,0,3,1,4,-1.3,-15.2
3264,Taj Gibson\gibsota01,36-137,F,NYK,@,PHI,W,2021-11-08,0,31,3,4,.750,3,4,.750,0,0,,1,1,1.000,.788,4,4,8,1,0,2,0,5,7,9.5,1.0
3265,Aaron Gordon\gordoaa01,26-053,F,DEN,,MIA,W,2021-11-08,1,36,4,11,.364,4,6,.667,0,5,.000,2,2,1.000,.421,1,6,7,3,0,1,3,3,10,5.0,-7.9
3266,Devonte' Graham\grahade01,26-259,G,NOP,@,DAL,L,2021-11-08,1,33,2,8,.250,0,1,.000,2,7,.286,2,2,1.000,.450,0,0,0,10,1,0,1,0,8,10.2,1.6
3267,Danny Green\greenda02,34-139,G-F,PHI,,NYK,L,2021-11-08,1,30,3,9,.333,1,1,1.000,2,8,.250,0,0,,.444,1,0,1,3,2,3,2,0,8,7.8,2.7
3268,Draymond Green\greendr01,31-249,F,GSW,,ATL,W,2021-11-08,1,30,2,8,.250,2,7,.286,0,1,.000,0,0,,.250,4,3,7,9,2,0,3,3,4,7.0,-3.2
3269,JaMychal Green\greenja01,31-140,F,DEN,,MIA,W,2021-11-08,0,15,2,5,.400,2,2,1.000,0,3,.000,5,6,.833,.589,2,3,5,0,0,1,0,1,9,8.5,3.0
3270,Javonte Green\greenja02,28-108,F,CHI,,BRK,W,2021-11-08,1,29,5,11,.455,4,8,.500,1,3,.333,0,0,,.500,2,5,7,2,3,0,1,3,11,10.4,3.8
3271,Jeff Green\greenje02,35-072,F,DEN,,MIA,W,2021-11-08,1,34,5,12,.417,4,8,.500,1,4,.250,2,3,.667,.488,0,2,2,0,0,0,1,4,13,4.2,-9.4
3272,Josh Green\greenjo02,20-357,G-F,DAL,,NOP,W,2021-11-08,0,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-8.5
3273,Blake Griffin\griffbl01,32-237,F,BRK,@,CHI,L,2021-11-08,1,21,1,5,.200,1,1,1.000,0,4,.000,0,2,.000,.170,2,5,7,4,0,0,1,1,2,2.4,-6.4
3274,Tim Hardaway Jr.\hardati02,29-237,G,DAL,,NOP,W,2021-11-08,1,33,6,9,.667,2,4,.500,4,5,.800,1,2,.500,.860,0,6,6,4,0,0,0,0,17,17.3,9.4
3275,James Harden\hardeja01,32-074,G,BRK,@,CHI,L,2021-11-08,1,34,4,11,.364,1,4,.250,3,7,.429,3,3,1.000,.568,0,8,8,5,1,1,4,2,14,10.7,-1.0
3276,Maurice Harkless\harklma01,28-181,F-G,SAC,,PHO,L,2021-11-08,1,12,0,0,,0,0,,0,0,,0,0,,,0,1,1,0,0,0,1,0,0,-0.7,-6.3
3277,Joe Harris\harrijo01,30-063,G,BRK,@,CHI,L,2021-11-08,1,34,3,7,.429,0,2,.000,3,5,.600,0,0,,.643,1,4,5,2,1,0,1,3,9,7.4,-1.0
3278,Josh Hart\hartjo01,26-247,G,NOP,@,DAL,L,2021-11-08,1,38,8,13,.615,7,11,.636,1,2,.500,5,6,.833,.703,1,5,6,5,1,0,3,3,22,18.2,4.7
3279,Jaxson Hayes\hayesja02,21-169,F,NOP,@,DAL,L,2021-11-08,0,14,4,7,.571,4,7,.571,0,0,,2,3,.667,.601,2,1,3,0,0,0,0,3,10,6.8,-1.8
